# Region type : patch sides
# Faces  :    260
# Area   :    3.200000e-03
# Time        	max(T)
0.00265361    	3.523032e+02
0.00266543    	3.523321e+02
0.0026772     	3.523522e+02
0.00268893    	3.523721e+02
0.00270061    	3.523825e+02
0.00271227    	3.523859e+02
0.0027239     	3.523856e+02
0.00273548    	3.523752e+02
0.00274705    	3.523572e+02
0.0027586     	3.523324e+02
0.00277011    	3.522964e+02
0.00278161    	3.522515e+02
0.0027931     	3.521975e+02
0.00280458    	3.521310e+02
0.00281605    	3.520539e+02
0.00282751    	3.519661e+02
0.00283897    	3.518644e+02
0.00285042    	3.517517e+02
0.00286188    	3.516262e+02
0.00287334    	3.514862e+02
0.0028848     	3.513356e+02
0.00289627    	3.511703e+02
0.00290775    	3.509938e+02
0.00291923    	3.508038e+02
0.00293072    	3.506029e+02
0.00294223    	3.503890e+02
0.00295375    	3.501660e+02
0.00296528    	3.499326e+02
0.00297683    	3.496891e+02
0.0029884     	3.494380e+02
0.00299997    	3.491797e+02
0.00301156    	3.489156e+02
0.00302317    	3.486468e+02
0.0030348     	3.483719e+02
0.00304645    	3.480972e+02
0.00305811    	3.478194e+02
0.0030698     	3.475390e+02
0.00308151    	3.472564e+02
0.00309321    	3.469750e+02
0.00310494    	3.466942e+02
0.00311668    	3.464169e+02
0.00312845    	3.461744e+02
0.00314024    	3.460786e+02
0.00315202    	3.459748e+02
0.00316383    	3.458631e+02
0.00317566    	3.457440e+02
0.00318749    	3.456181e+02
0.00319933    	3.454857e+02
0.00321118    	3.453473e+02
0.00322305    	3.452022e+02
0.00323492    	3.450520e+02
0.00324681    	3.448968e+02
0.0032587     	3.447371e+02
0.00327059    	3.445735e+02
0.0032825     	3.444058e+02
0.00329441    	3.442347e+02
0.00330632    	3.440614e+02
0.00331823    	3.438849e+02
0.00333016    	3.437051e+02
0.00334209    	3.435225e+02
0.00335402    	3.433370e+02
0.00336596    	3.431523e+02
0.00337789    	3.429668e+02
0.00338982    	3.427798e+02
0.00340175    	3.425942e+02
0.00341368    	3.424112e+02
0.00342561    	3.422324e+02
0.00343755    	3.422067e+02
0.00344948    	3.422385e+02
0.00346141    	3.422955e+02
0.00347334    	3.423479e+02
0.00348527    	3.423917e+02
0.0034972     	3.424395e+02
0.00350911    	3.424832e+02
0.00352102    	3.425171e+02
0.00353293    	3.425445e+02
0.00354484    	3.425762e+02
0.00355675    	3.425976e+02
0.00356866    	3.426180e+02
0.00358055    	3.426338e+02
0.00359244    	3.426390e+02
0.00360433    	3.426338e+02
0.00361622    	3.426180e+02
0.00362808    	3.425941e+02
0.00363995    	3.425698e+02
0.00365181    	3.425380e+02
0.00366368    	3.425051e+02
0.00367552    	3.424633e+02
0.00368737    	3.424132e+02
0.00369921    	3.423554e+02
0.00371103    	3.422907e+02
0.00372285    	3.422370e+02
0.00373467    	3.421881e+02
0.00374649    	3.421335e+02
0.00375829    	3.420741e+02
0.00377009    	3.420486e+02
0.00378189    	3.420202e+02
0.00379367    	3.419881e+02
0.00380545    	3.419608e+02
0.00381722    	3.419496e+02
0.00382898    	3.419343e+02
0.00384073    	3.419154e+02
0.00385249    	3.418932e+02
0.00386422    	3.418682e+02
0.00387595    	3.418411e+02
0.00388768    	3.418119e+02
0.00389941    	3.417812e+02
0.00391112    	3.417493e+02
0.00392283    	3.417163e+02
0.00393454    	3.416824e+02
0.00394623    	3.416482e+02
0.00395791    	3.416137e+02
0.0039696     	3.415796e+02
0.00398127    	3.415462e+02
0.00399293    	3.415139e+02
0.00400459    	3.414831e+02
0.00401624    	3.414538e+02
0.00402788    	3.414259e+02
0.0040395     	3.413993e+02
0.00405112    	3.413735e+02
0.00406273    	3.413480e+02
0.00407433    	3.413220e+02
0.00408593    	3.412947e+02
0.00409752    	3.412657e+02
0.0041091     	3.412347e+02
0.00412067    	3.412020e+02
0.00413222    	3.411678e+02
0.00414377    	3.411326e+02
0.00415532    	3.410966e+02
0.00416685    	3.410605e+02
0.00417838    	3.410246e+02
0.00418988    	3.409882e+02
0.00420139    	3.409505e+02
0.00421289    	3.409113e+02
0.00422438    	3.408701e+02
0.00423586    	3.408267e+02
0.00424734    	3.407809e+02
0.0042588     	3.407327e+02
0.00427026    	3.406823e+02
0.0042817     	3.406302e+02
0.00429313    	3.405768e+02
0.00430457    	3.405230e+02
0.00431598    	3.404696e+02
0.0043274     	3.404168e+02
0.00433881    	3.403645e+02
0.0043502     	3.403123e+02
0.00436159    	3.402598e+02
0.00437298    	3.402066e+02
0.00438435    	3.401527e+02
0.00439572    	3.400980e+02
0.00440709    	3.400427e+02
0.00441843    	3.399869e+02
0.00442977    	3.399308e+02
0.00444112    	3.398744e+02
0.00445244    	3.398179e+02
0.00446376    	3.397612e+02
0.00447508    	3.397045e+02
0.00448638    	3.396479e+02
0.00449768    	3.395914e+02
0.00450898    	3.395352e+02
0.00452025    	3.394795e+02
0.00453153    	3.394242e+02
0.0045428     	3.393695e+02
0.00455406    	3.393156e+02
0.00456531    	3.392625e+02
0.00457656    	3.392433e+02
0.00458781    	3.392395e+02
0.00459904    	3.392374e+02
0.00461027    	3.392358e+02
0.0046215     	3.392355e+02
0.00463273    	3.392354e+02
0.00464393    	3.392363e+02
0.00465514    	3.392459e+02
0.00466634    	3.392578e+02
0.00467755    	3.392704e+02
0.00468875    	3.392836e+02
0.00469993    	3.392973e+02
0.00471112    	3.393113e+02
0.0047223     	3.393274e+02
0.00473348    	3.393494e+02
0.00474466    	3.393717e+02
0.00475584    	3.393941e+02
0.00476702    	3.394163e+02
0.00477821    	3.394379e+02
0.00478939    	3.394592e+02
0.00480057    	3.394794e+02
0.00481175    	3.394987e+02
0.00482293    	3.395164e+02
0.00483411    	3.395340e+02
0.00484529    	3.395543e+02
0.00485648    	3.395734e+02
0.00486766    	3.395912e+02
0.00487884    	3.396076e+02
0.00489005    	3.396224e+02
0.00490125    	3.396353e+02
0.00491246    	3.396463e+02
0.00492366    	3.396552e+02
0.00493487    	3.396618e+02
0.00494608    	3.396658e+02
0.00495731    	3.396711e+02
0.00496854    	3.396805e+02
0.00497977    	3.396890e+02
0.004991      	3.396963e+02
0.00500223    	3.397023e+02
0.00501346    	3.397066e+02
0.00502472    	3.397093e+02
0.00503597    	3.397137e+02
0.00504723    	3.397249e+02
0.00505849    	3.397356e+02
0.00506974    	3.397455e+02
0.00508103    	3.397545e+02
0.00509231    	3.397622e+02
0.00510359    	3.397684e+02
0.00511487    	3.397727e+02
0.00512615    	3.397851e+02
0.00513744    	3.397988e+02
0.00514872    	3.398117e+02
0.00516       	3.398235e+02
0.00517131    	3.398339e+02
0.00518262    	3.398428e+02
0.00519392    	3.398499e+02
0.00520523    	3.398548e+02
0.00521654    	3.398701e+02
0.00522785    	3.398870e+02
0.00523916    	3.399031e+02
0.00525047    	3.399180e+02
0.00526178    	3.399315e+02
0.00527308    	3.399453e+02
0.00528439    	3.399691e+02
0.0052957     	3.399921e+02
0.00530701    	3.400141e+02
0.00531832    	3.400347e+02
0.00532963    	3.400536e+02
0.00534093    	3.400703e+02
0.00535222    	3.400846e+02
0.0053635     	3.400962e+02
0.00537478    	3.401172e+02
0.00538606    	3.401384e+02
0.00539734    	3.401576e+02
0.00540862    	3.401744e+02
0.0054199     	3.401885e+02
0.00543118    	3.401997e+02
0.00544246    	3.402076e+02
0.00545374    	3.402141e+02
0.00546503    	3.402279e+02
0.00547631    	3.402393e+02
0.00548759    	3.402482e+02
0.00549884    	3.402543e+02
0.00551009    	3.402575e+02
0.00552135    	3.402575e+02
0.0055326     	3.402542e+02
0.00554385    	3.402500e+02
0.0055551     	3.402514e+02
0.00556636    	3.402502e+02
0.00557761    	3.402462e+02
0.00558886    	3.402393e+02
0.00560012    	3.402293e+02
0.00561137    	3.402162e+02
0.00562262    	3.402001e+02
0.00563388    	3.401806e+02
0.00564513    	3.401575e+02
0.00565638    	3.401399e+02
0.00566763    	3.401311e+02
0.00567889    	3.401191e+02
0.00569017    	3.401036e+02
0.00570145    	3.400847e+02
0.00571273    	3.400622e+02
0.00572402    	3.400361e+02
0.0057353     	3.400063e+02
0.00574658    	3.399728e+02
0.00575786    	3.399355e+02
0.00576915    	3.398943e+02
0.00578043    	3.398490e+02
0.00579171    	3.397997e+02
0.00580302    	3.397462e+02
0.00581433    	3.396886e+02
0.00582565    	3.396265e+02
0.00583696    	3.395597e+02
0.00584827    	3.394875e+02
0.00585959    	3.394096e+02
0.0058709     	3.393256e+02
0.00588221    	3.392352e+02
0.00589355    	3.391383e+02
0.0059049     	3.390348e+02
0.00591624    	3.389247e+02
0.00592759    	3.388078e+02
0.00593893    	3.386847e+02
0.00595027    	3.385544e+02
0.00596162    	3.384160e+02
0.00597296    	3.382696e+02
0.00598434    	3.381146e+02
0.00599571    	3.379512e+02
0.00600709    	3.377793e+02
0.00601846    	3.375985e+02
0.00602984    	3.374089e+02
0.00604122    	3.372103e+02
0.00605259    	3.370026e+02
0.00606397    	3.367885e+02
0.00607534    	3.365651e+02
0.00608672    	3.363318e+02
0.00609813    	3.360878e+02
0.00610954    	3.358334e+02
0.00612095    	3.355686e+02
0.00613235    	3.352933e+02
0.00614376    	3.350073e+02
0.00615517    	3.347104e+02
0.00616658    	3.344024e+02
0.00617799    	3.340833e+02
0.0061894     	3.337533e+02
0.00620081    	3.334123e+02
0.00621222    	3.330601e+02
0.00622363    	3.326966e+02
0.00623504    	3.323219e+02
0.00624644    	3.319361e+02
0.00625785    	3.315391e+02
0.00626926    	3.311311e+02
0.00628067    	3.307117e+02
0.00629208    	3.302812e+02
0.00630349    	3.298397e+02
0.0063149     	3.293872e+02
0.00632631    	3.289239e+02
0.00633772    	3.284493e+02
0.00634913    	3.279637e+02
0.00636053    	3.274673e+02
0.00637194    	3.269603e+02
0.00638335    	3.264432e+02
0.00639476    	3.259099e+02
0.00640617    	3.253604e+02
0.00641758    	3.247968e+02
0.00642899    	3.242215e+02
0.0064404     	3.236365e+02
0.00645181    	3.230431e+02
0.00646318    	3.224442e+02
0.00647455    	3.218388e+02
0.00648592    	3.212276e+02
0.0064973     	3.206113e+02
0.00650867    	3.199904e+02
0.00652004    	3.193657e+02
0.00653141    	3.187378e+02
0.00654279    	3.181075e+02
0.00655416    	3.174756e+02
0.00656553    	3.168430e+02
0.00657687    	3.162127e+02
0.0065882     	3.155835e+02
0.00659954    	3.149565e+02
0.00661087    	3.143328e+02
0.0066222     	3.137133e+02
0.00663354    	3.130990e+02
0.00664487    	3.124911e+02
0.00665621    	3.118904e+02
0.00666754    	3.112980e+02
0.00667884    	3.107201e+02
0.00669014    	3.101519e+02
0.00670143    	3.095941e+02
0.00671273    	3.090474e+02
0.00672403    	3.085127e+02
0.00673532    	3.079905e+02
0.00674662    	3.074813e+02
0.00675792    	3.069855e+02
0.00676921    	3.065034e+02
0.00678051    	3.060354e+02
0.00679181    	3.055815e+02
0.0068031     	3.051419e+02
0.00681436    	3.047182e+02
0.00682562    	3.043087e+02
0.00683687    	3.039134e+02
0.00684813    	3.035320e+02
0.00685939    	3.031644e+02
0.00687064    	3.028102e+02
0.0068819     	3.024691e+02
0.00689316    	3.021407e+02
0.00690441    	3.018247e+02
0.00691567    	3.015205e+02
0.00692693    	3.012278e+02
0.00693818    	3.009461e+02
0.00694944    	3.006750e+02
0.0069607     	3.004138e+02
0.00697195    	3.001814e+02
0.00698321    	3.001818e+02
0.00699447    	3.001815e+02
0.00700572    	3.001806e+02
0.00701698    	3.001791e+02
0.00702824    	3.001769e+02
0.00703949    	3.001742e+02
0.00705075    	3.001709e+02
0.00706205    	3.001670e+02
0.00707335    	3.001627e+02
0.00708465    	3.001580e+02
0.00709595    	3.001529e+02
0.00710725    	3.001475e+02
0.00711855    	3.001418e+02
0.00712985    	3.001358e+02
0.00714115    	3.001296e+02
0.00715245    	3.001232e+02
0.00716375    	3.001167e+02
0.00717505    	3.001102e+02
0.00718635    	3.001037e+02
0.00719765    	3.000973e+02
0.00720895    	3.000911e+02
0.00722025    	3.000852e+02
0.00723155    	3.000795e+02
0.00724285    	3.000743e+02
0.00725415    	3.000694e+02
0.00726545    	3.000649e+02
0.00727675    	3.000619e+02
0.00728804    	3.000584e+02
0.00729934    	3.000564e+02
0.00731064    	3.000548e+02
0.00732194    	3.000538e+02
0.00733324    	3.000533e+02
0.00734454    	3.000533e+02
0.00735584    	3.000538e+02
0.00736714    	3.000549e+02
0.00737844    	3.000564e+02
0.00738974    	3.000586e+02
0.00740104    	3.000613e+02
0.00741234    	3.000646e+02
0.00742364    	3.000684e+02
0.00743494    	3.000729e+02
0.00744624    	3.000780e+02
0.00745754    	3.000837e+02
0.00746884    	3.000900e+02
0.00748014    	3.000968e+02
0.00749144    	3.001043e+02
0.00750279    	3.001123e+02
0.00751414    	3.001209e+02
0.00752549    	3.001299e+02
0.00753685    	3.001394e+02
0.0075482     	3.001493e+02
0.00755955    	3.001596e+02
0.0075709     	3.001700e+02
0.00758225    	3.001806e+02
0.0075936     	3.001914e+02
0.00760495    	3.002023e+02
0.0076163     	3.002131e+02
0.00762765    	3.002252e+02
0.007639      	3.002417e+02
0.00765035    	3.002590e+02
0.00766171    	3.002762e+02
0.00767306    	3.002940e+02
0.00768441    	3.003118e+02
0.00769576    	3.003295e+02
0.00770711    	3.003471e+02
0.00771846    	3.003645e+02
0.00772981    	3.003815e+02
0.00774116    	3.003982e+02
0.00775251    	3.004144e+02
0.00776386    	3.004301e+02
0.00777522    	3.004452e+02
0.00778657    	3.004598e+02
0.00779792    	3.004740e+02
0.00780927    	3.004877e+02
0.00782062    	3.005009e+02
0.00783197    	3.005137e+02
0.00784332    	3.005260e+02
0.00785467    	3.005379e+02
0.00786602    	3.005492e+02
0.00787737    	3.005600e+02
0.00788872    	3.005701e+02
0.00790008    	3.005797e+02
0.00791143    	3.005886e+02
0.00792278    	3.005968e+02
0.00793413    	3.006043e+02
0.00794548    	3.006111e+02
0.00795683    	3.006181e+02
0.00796818    	3.006259e+02
0.00797953    	3.006334e+02
0.00799088    	3.006406e+02
0.00800223    	3.006474e+02
0.00801358    	3.006538e+02
0.00802494    	3.006598e+02
0.00803629    	3.006655e+02
0.00804764    	3.006707e+02
0.00805899    	3.006754e+02
0.00807034    	3.006798e+02
0.00808169    	3.006838e+02
0.00809304    	3.006874e+02
0.00810439    	3.006907e+02
0.00811574    	3.006935e+02
0.00812709    	3.006960e+02
0.00813845    	3.006981e+02
0.0081498     	3.006998e+02
0.00816115    	3.007011e+02
0.0081725     	3.007020e+02
0.00818385    	3.007026e+02
0.0081952     	3.007028e+02
0.00820655    	3.007026e+02
0.0082179     	3.007020e+02
0.00822925    	3.007010e+02
0.0082406     	3.006997e+02
0.00825195    	3.006980e+02
0.00826331    	3.006958e+02
0.00827466    	3.006933e+02
0.00828601    	3.006931e+02
0.00829736    	3.006925e+02
0.00830871    	3.006916e+02
0.00832006    	3.006904e+02
0.00833141    	3.006888e+02
0.00834276    	3.006869e+02
0.00835411    	3.006845e+02
0.00836546    	3.006817e+02
0.00837682    	3.006785e+02
0.00838817    	3.006749e+02
0.00839952    	3.006708e+02
0.00841087    	3.006662e+02
0.00842222    	3.006612e+02
0.00843357    	3.006557e+02
0.00844492    	3.006497e+02
0.00845627    	3.006432e+02
0.00846762    	3.006362e+02
0.00847897    	3.006287e+02
0.00849032    	3.006207e+02
0.00850168    	3.006122e+02
0.00851303    	3.006032e+02
0.00852438    	3.005937e+02
0.00853573    	3.005838e+02
0.00854708    	3.005735e+02
0.00855843    	3.005628e+02
0.00856978    	3.005528e+02
0.00858113    	3.005427e+02
0.00859248    	3.005323e+02
0.00860374    	3.005217e+02
0.008615      	3.005110e+02
0.00862626    	3.005000e+02
0.00863752    	3.004888e+02
0.00864878    	3.004775e+02
0.00866004    	3.004661e+02
0.0086713     	3.004545e+02
0.00868256    	3.004429e+02
0.00869382    	3.004312e+02
0.00870508    	3.004194e+02
0.00871634    	3.004077e+02
0.0087276     	3.003959e+02
0.00873886    	3.003841e+02
0.00875012    	3.003724e+02
0.00876139    	3.003617e+02
0.00877265    	3.003501e+02
0.00878391    	3.003394e+02
0.00879517    	3.003289e+02
0.00880643    	3.003184e+02
0.00881769    	3.003079e+02
0.00882895    	3.002975e+02
0.00884021    	3.002872e+02
0.00885147    	3.002769e+02
0.00886273    	3.002668e+02
0.00887399    	3.002567e+02
0.00888525    	3.002468e+02
0.00889651    	3.002369e+02
0.00890777    	3.002272e+02
0.00891903    	3.002176e+02
0.00893029    	3.002082e+02
0.00894155    	3.001987e+02
0.00895281    	3.001893e+02
0.00896407    	3.001806e+02
0.00897533    	3.001826e+02
0.00898659    	3.001845e+02
0.00899785    	3.001863e+02
0.00900911    	3.001881e+02
0.00902037    	3.001898e+02
0.00903163    	3.001914e+02
0.00904289    	3.001929e+02
0.00905415    	3.001943e+02
0.00906541    	3.001955e+02
0.00907667    	3.001966e+02
0.00908793    	3.001976e+02
0.00909919    	3.001984e+02
0.00911045    	3.001998e+02
0.00912171    	3.002013e+02
0.00913297    	3.002025e+02
0.00914423    	3.002037e+02
0.00915549    	3.002047e+02
0.00916675    	3.002055e+02
0.00917801    	3.002062e+02
0.00918927    	3.002068e+02
0.00920053    	3.002071e+02
0.00921179    	3.002074e+02
0.00922305    	3.002074e+02
0.00923431    	3.002074e+02
0.00924557    	3.002072e+02
0.00925683    	3.002069e+02
0.00926809    	3.002065e+02
0.00927935    	3.002060e+02
0.00929061    	3.002054e+02
0.00930187    	3.002048e+02
0.00931313    	3.002041e+02
0.00932439    	3.002033e+02
0.00933565    	3.002026e+02
0.00934691    	3.002018e+02
0.00935817    	3.002010e+02
0.00936943    	3.002002e+02
0.00938069    	3.001995e+02
0.00939195    	3.001988e+02
0.00940321    	3.001982e+02
0.00941447    	3.001977e+02
0.00942573    	3.001973e+02
0.00943699    	3.001970e+02
0.00944825    	3.001968e+02
0.00945951    	3.001967e+02
0.00947077    	3.001968e+02
0.00948203    	3.001971e+02
0.00949329    	3.001974e+02
0.00950455    	3.001980e+02
0.00951581    	3.001987e+02
0.00952707    	3.001997e+02
0.00953833    	3.002008e+02
0.00954959    	3.002021e+02
0.00956085    	3.002036e+02
0.00957211    	3.002053e+02
0.00958337    	3.002072e+02
0.00959464    	3.002093e+02
0.0096059     	3.002116e+02
0.00961716    	3.002142e+02
0.00962842    	3.002168e+02
0.00963968    	3.002197e+02
0.00965094    	3.002228e+02
0.0096622     	3.002260e+02
0.00967346    	3.002294e+02
0.00968472    	3.002329e+02
0.00969598    	3.002366e+02
0.00970724    	3.002404e+02
0.0097185     	3.002443e+02
0.00972976    	3.002484e+02
0.00974102    	3.002525e+02
0.00975228    	3.002567e+02
0.00976354    	3.002610e+02
0.0097748     	3.002653e+02
0.00978606    	3.002697e+02
0.00979732    	3.002741e+02
0.00980858    	3.002785e+02
0.00981984    	3.002829e+02
0.0098311     	3.002873e+02
0.00984236    	3.002916e+02
0.00985362    	3.002959e+02
0.00986488    	3.003001e+02
0.00987614    	3.003042e+02
0.0098874     	3.003082e+02
0.00989866    	3.003121e+02
0.00990992    	3.003158e+02
0.00992118    	3.003194e+02
0.00993244    	3.003229e+02
0.0099437     	3.003262e+02
0.00995496    	3.003294e+02
0.00996622    	3.003323e+02
0.00997748    	3.003351e+02
0.00998874    	3.003377e+02
0.01          	3.003401e+02
0.0100113     	3.003423e+02
0.0100227     	3.003443e+02
0.010034      	3.003461e+02
0.0100453     	3.003477e+02
0.0100566     	3.003491e+02
0.010068      	3.003503e+02
0.0100793     	3.003513e+02
0.0100906     	3.003522e+02
0.0101019     	3.003528e+02
0.0101133     	3.003532e+02
0.0101246     	3.003535e+02
0.0101359     	3.003535e+02
0.0101472     	3.003534e+02
0.0101586     	3.003531e+02
0.0101699     	3.003526e+02
0.0101812     	3.003519e+02
0.0101926     	3.003511e+02
0.0102039     	3.003504e+02
0.0102153     	3.003499e+02
0.0102266     	3.003493e+02
0.0102379     	3.003486e+02
0.0102493     	3.003477e+02
0.0102606     	3.003468e+02
0.0102719     	3.003458e+02
0.0102833     	3.003447e+02
0.0102946     	3.003434e+02
0.010306      	3.003421e+02
0.0103173     	3.003407e+02
0.0103286     	3.003392e+02
0.01034       	3.003376e+02
0.0103513     	3.003359e+02
0.0103626     	3.003342e+02
0.010374      	3.003323e+02
0.0103853     	3.003304e+02
0.0103967     	3.003284e+02
0.010408      	3.003263e+02
0.0104193     	3.003242e+02
0.0104307     	3.003220e+02
0.010442      	3.003197e+02
0.0104534     	3.003173e+02
0.0104647     	3.003149e+02
0.010476      	3.003124e+02
0.0104874     	3.003099e+02
0.0104987     	3.003073e+02
0.01051       	3.003047e+02
0.0105214     	3.003020e+02
0.0105327     	3.002993e+02
0.0105441     	3.002965e+02
0.0105554     	3.002937e+02
0.0105667     	3.002909e+02
0.0105781     	3.002880e+02
0.0105894     	3.002851e+02
0.0106007     	3.002822e+02
0.0106121     	3.002793e+02
0.0106234     	3.002764e+02
0.0106348     	3.002735e+02
0.0106461     	3.002706e+02
0.0106574     	3.002676e+02
0.0106688     	3.002647e+02
0.0106801     	3.002619e+02
0.0106915     	3.002590e+02
0.0107028     	3.002562e+02
0.0107141     	3.002535e+02
0.0107255     	3.002507e+02
0.0107368     	3.002481e+02
0.0107482     	3.002455e+02
0.0107595     	3.002430e+02
0.0107709     	3.002406e+02
0.0107822     	3.002383e+02
0.0107936     	3.002361e+02
0.0108049     	3.002340e+02
0.0108163     	3.002320e+02
0.0108276     	3.002301e+02
0.010839      	3.002284e+02
0.0108503     	3.002268e+02
0.0108617     	3.002254e+02
0.010873      	3.002241e+02
0.0108844     	3.002230e+02
0.0108957     	3.002220e+02
0.0109071     	3.002212e+02
0.0109184     	3.002205e+02
0.0109298     	3.002200e+02
0.0109411     	3.002212e+02
0.0109525     	3.002228e+02
0.0109638     	3.002245e+02
0.0109752     	3.002264e+02
0.0109865     	3.002283e+02
0.0109979     	3.002304e+02
