2.999202e+02,2.999306e+02,6.092429e-04,-1.009564e-02,1.457962e+01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.030445e+02,7.424991e-01,7.415313e-01,1.839667e-05,0.000000e+00,1.013893e+05,1.013597e+05,1.249971e+03,1.175037e+00,1.031237e+01,1,0.000000e+00,-1.200000e-01,1.000000e-01,0.000000e+00
2.999196e+02,2.999301e+02,6.078995e-04,-1.197594e-02,1.479012e+01,0.000000e+00,-2.485916e-03,5.302228e+00,0.000000e+00,1.458717e-05,3.211395e-02,0.000000e+00,-3.694414e-04,0.000000e+00,0.000000e+00,1.399709e-04,2.132155e+02,8.068100e-01,8.063882e-01,3.120961e-05,1.191202e-04,1.013893e+05,1.013597e+05,1.249971e+03,1.175038e+00,6.615295e+00,1,2.400002e-04,-1.197600e-01,1.000000e-01,1.000000e-06
2.999191e+02,2.999296e+02,6.065561e-04,-1.385623e-02,1.500061e+01,0.000000e+00,-4.971833e-03,1.060446e+01,0.000000e+00,2.917433e-05,6.422791e-02,0.000000e+00,-7.388829e-04,0.000000e+00,0.000000e+00,2.799419e-04,2.233866e+02,8.711209e-01,8.712451e-01,4.402256e-05,2.382403e-04,1.013893e+05,1.013597e+05,1.249971e+03,1.175039e+00,2.918222e+00,1,4.800004e-04,-1.195200e-01,1.000000e-01,2.000000e-06
2.999185e+02,2.999289e+02,6.049262e-04,-1.634507e-02,1.523024e+01,0.000000e+00,-7.400802e-03,1.485320e+01,0.000000e+00,4.813485e-05,8.976217e-02,0.000000e+00,-1.096322e-03,0.000000e+00,0.000000e+00,4.010932e-04,2.299563e+02,9.289696e-01,9.296455e-01,5.507089e-05,3.413441e-04,1.013893e+05,1.013597e+05,1.249972e+03,1.175040e+00,0.000000e+00,1,7.200005e-04,-1.192800e-01,1.000000e-01,3.000000e-06
2.999176e+02,2.999278e+02,6.022225e-04,-2.111416e-02,1.553158e+01,0.000000e+00,-9.616466e-03,1.515472e+01,0.000000e+00,8.348267e-05,9.064340e-02,0.000000e+00,-1.408798e-03,0.000000e+00,0.000000e+00,4.517325e-04,2.230325e+02,9.626065e-01,9.638557e-01,5.950761e-05,3.844383e-04,1.013893e+05,1.013597e+05,1.249975e+03,1.175044e+00,0.000000e+00,1,9.600082e-04,-1.190400e-01,1.000000e-01,4.000000e-06
2.999167e+02,2.999267e+02,5.995189e-04,-2.588311e-02,1.583290e+01,0.000000e+00,-1.183206e-02,1.545623e+01,0.000000e+00,1.188294e-04,9.152461e-02,0.000000e+00,-1.721265e-03,0.000000e+00,0.000000e+00,5.023702e-04,2.161089e+02,9.962423e-01,9.980648e-01,6.394419e-05,4.275313e-04,1.013893e+05,1.013597e+05,1.249978e+03,1.175047e+00,0.000000e+00,1,1.200008e-03,-1.188000e-01,1.000000e-01,5.000000e-06
2.999157e+02,2.999256e+02,5.968142e-04,-3.066330e-02,1.613307e+01,0.000000e+00,-1.405508e-02,1.575661e+01,0.000000e+00,1.544508e-04,9.239339e-02,0.000000e+00,-2.033950e-03,0.000000e+00,0.000000e+00,5.529979e-04,2.090277e+02,1.029217e+00,1.031587e+00,6.837910e-05,4.706157e-04,1.013893e+05,1.013597e+05,1.249981e+03,1.175050e+00,0.000000e+00,1,1.440009e-03,-1.185600e-01,1.000000e-01,6.000000e-06
2.999146e+02,2.999244e+02,5.939868e-04,-3.665987e-02,1.630805e+01,0.000000e+00,-1.708069e-02,1.593466e+01,0.000000e+00,2.197883e-04,9.191769e-02,0.000000e+00,-2.370189e-03,0.000000e+00,0.000000e+00,6.025452e-04,1.848935e+02,9.906229e-01,9.908309e-01,7.263304e-05,5.127792e-04,1.013893e+05,1.013597e+05,1.249989e+03,1.175055e+00,0.000000e+00,1,1.680009e-03,-1.183200e-01,1.000000e-01,7.000001e-06
2.999135e+02,2.999232e+02,5.911594e-04,-4.265663e-02,1.648303e+01,0.000000e+00,-2.010639e-02,1.611271e+01,0.000000e+00,2.851279e-04,9.144196e-02,0.000000e+00,-2.706439e-03,0.000000e+00,0.000000e+00,6.520940e-04,1.607586e+02,9.520279e-01,9.500731e-01,7.688712e-05,5.549440e-04,1.013893e+05,1.013597e+05,1.249998e+03,1.175059e+00,0.000000e+00,1,1.920016e-03,-1.180800e-01,1.000000e-01,8.000000e-06
2.999124e+02,2.999220e+02,5.883321e-04,-4.865320e-02,1.665800e+01,0.000000e+00,-2.313200e-02,1.629076e+01,0.000000e+00,3.504654e-04,9.096625e-02,0.000000e+00,-3.042678e-03,0.000000e+00,0.000000e+00,7.016412e-04,1.366244e+02,9.134340e-01,9.093167e-01,8.114106e-05,5.971075e-04,1.013893e+05,1.013597e+05,1.250006e+03,1.175064e+00,0.000000e+00,1,2.160017e-03,-1.178400e-01,1.000000e-01,9.000000e-06
2.999114e+02,2.999207e+02,5.856314e-04,-5.477108e-02,1.680854e+01,0.000000e+00,-2.633858e-02,1.644482e+01,0.000000e+00,4.246021e-04,9.027752e-02,0.000000e+00,-3.356975e-03,0.000000e+00,0.000000e+00,7.709870e-04,1.159790e+02,8.810626e-01,8.738607e-01,1.134283e-04,6.561193e-04,1.013893e+05,1.013597e+05,1.250016e+03,1.175068e+00,0.000000e+00,1,2.400017e-03,-1.176000e-01,1.000000e-01,1.000000e-05
2.999103e+02,2.999196e+02,5.831828e-04,-6.113024e-02,1.691046e+01,0.000000e+00,-2.990513e-02,1.655120e+01,0.000000e+00,5.162397e-04,8.916509e-02,0.000000e+00,-3.627631e-03,0.000000e+00,0.000000e+00,8.797115e-04,1.022729e+02,8.610671e-01,8.489473e-01,2.014727e-04,7.486416e-04,1.013893e+05,1.013597e+05,1.250030e+03,1.175073e+00,0.000000e+00,1,2.640017e-03,-1.173600e-01,1.000000e-01,1.100000e-05
2.999092e+02,2.999184e+02,5.807340e-04,-6.748960e-02,1.701238e+01,0.000000e+00,-3.347179e-02,1.665759e+01,0.000000e+00,6.078803e-04,8.805263e-02,0.000000e+00,-3.898296e-03,0.000000e+00,0.000000e+00,9.884394e-04,8.856626e+01,8.410711e-01,8.240332e-01,2.895198e-04,8.411666e-04,1.013893e+05,1.013597e+05,1.250043e+03,1.175077e+00,0.000000e+00,1,2.880024e-03,-1.171200e-01,1.000000e-01,1.200000e-05
