# Residuals   
# Time        	p             	Ux            	Uy            	k             	epsilon       
0.21708       	2.177420e-04	4.819025e-04	1.821466e-04	1.647219e-04	2.344368e-04
0.21709       	2.168905e-04	4.813560e-04	1.816760e-04	1.646763e-04	2.343779e-04
0.2171        	2.186532e-04	4.801513e-04	1.808635e-04	1.645342e-04	2.342155e-04
0.21711       	2.172539e-04	4.797855e-04	1.803686e-04	1.644945e-04	2.341024e-04
0.21712       	2.183109e-04	4.786436e-04	1.795646e-04	1.643504e-04	2.339323e-04
0.21713       	2.166317e-04	4.781653e-04	1.790715e-04	1.642880e-04	2.339085e-04
0.21714       	2.165119e-04	4.767116e-04	1.782466e-04	1.642220e-04	2.340063e-04
0.21715       	2.162739e-04	4.761747e-04	1.777554e-04	1.641755e-04	2.339931e-04
0.21716       	2.146914e-04	4.748150e-04	1.769320e-04	1.641601e-04	2.341290e-04
0.21717       	2.137009e-04	4.742774e-04	1.764013e-04	1.641489e-04	2.341288e-04
0.21718       	2.130158e-04	4.728856e-04	1.755856e-04	1.641356e-04	2.342624e-04
0.21719       	2.115183e-04	4.722624e-04	1.750574e-04	1.641533e-04	2.342684e-04
0.2172        	2.112009e-04	4.708848e-04	1.742970e-04	1.640507e-04	2.341912e-04
0.21721       	2.087143e-04	4.701786e-04	1.737846e-04	1.639366e-04	2.340851e-04
0.21722       	2.088241e-04	4.687090e-04	1.729858e-04	1.637925e-04	2.340773e-04
0.21723       	2.070861e-04	4.679320e-04	1.723882e-04	1.637482e-04	2.341518e-04
0.21724       	2.079577e-04	4.664275e-04	1.715674e-04	1.636400e-04	2.340940e-04
0.21725       	2.062982e-04	4.656480e-04	1.710091e-04	1.635689e-04	2.339692e-04
0.21726       	2.060360e-04	4.640315e-04	1.702028e-04	1.634629e-04	2.339459e-04
0.21727       	2.054806e-04	4.631122e-04	1.696859e-04	1.633787e-04	2.336430e-04
0.21728       	2.061947e-04	4.615102e-04	1.689467e-04	1.631987e-04	2.332264e-04
0.21729       	2.046422e-04	4.605223e-04	1.684800e-04	1.631070e-04	2.329298e-04
0.2173        	2.056155e-04	4.587461e-04	1.677105e-04	1.630106e-04	2.327723e-04
0.21731       	2.046815e-04	4.576044e-04	1.672040e-04	1.629717e-04	2.326908e-04
0.21732       	2.062129e-04	4.556473e-04	1.664682e-04	1.627781e-04	2.324541e-04
0.21733       	2.046234e-04	4.542977e-04	1.659887e-04	1.626927e-04	2.323234e-04
0.21734       	2.059913e-04	4.522646e-04	1.652583e-04	1.625504e-04	2.321482e-04
0.21735       	2.045894e-04	4.509379e-04	1.648703e-04	1.624587e-04	2.318788e-04
0.21736       	2.041769e-04	4.489563e-04	1.641424e-04	1.623444e-04	2.317369e-04
0.21737       	2.033183e-04	4.476837e-04	1.636388e-04	1.623536e-04	2.319976e-04
0.21738       	2.044910e-04	4.458888e-04	1.628620e-04	1.623152e-04	2.322385e-04
0.21739       	2.037097e-04	4.447927e-04	1.624859e-04	1.622675e-04	2.323563e-04
0.2174        	2.039410e-04	4.431122e-04	1.617503e-04	1.620738e-04	2.322381e-04
0.21741       	2.034812e-04	4.421168e-04	1.612984e-04	1.619569e-04	2.322083e-04
0.21742       	2.050532e-04	4.405847e-04	1.605238e-04	1.617804e-04	2.320635e-04
0.21743       	2.045952e-04	4.397694e-04	1.601229e-04	1.616632e-04	2.318264e-04
0.21744       	2.056595e-04	4.384998e-04	1.593505e-04	1.614686e-04	2.314797e-04
0.21745       	2.038292e-04	4.377393e-04	1.588218e-04	1.614427e-04	2.315149e-04
0.21746       	2.062128e-04	4.364048e-04	1.579477e-04	1.614397e-04	2.317446e-04
0.21747       	2.046615e-04	4.356945e-04	1.573997e-04	1.615448e-04	2.320932e-04
0.21748       	2.060330e-04	4.344293e-04	1.565093e-04	1.615569e-04	2.324204e-04
0.21749       	2.040017e-04	4.337286e-04	1.559797e-04	1.616586e-04	2.328255e-04
0.2175        	2.051259e-04	4.323757e-04	1.550834e-04	1.616525e-04	2.330762e-04
0.21751       	2.044902e-04	4.315609e-04	1.546323e-04	1.616103e-04	2.332181e-04
0.21752       	2.034148e-04	4.301259e-04	1.537675e-04	1.615212e-04	2.334371e-04
0.21753       	2.026734e-04	4.292423e-04	1.532639e-04	1.615143e-04	2.337269e-04
0.21754       	2.035986e-04	4.278995e-04	1.524305e-04	1.614125e-04	2.339122e-04
0.21755       	2.030538e-04	4.270990e-04	1.520311e-04	1.612837e-04	2.339768e-04
0.21756       	2.033398e-04	4.257282e-04	1.512176e-04	1.611085e-04	2.340556e-04
0.21757       	2.018847e-04	4.249195e-04	1.507795e-04	1.610177e-04	2.342050e-04
0.21758       	2.026179e-04	4.238250e-04	1.500255e-04	1.608650e-04	2.342187e-04
0.21759       	2.006023e-04	4.232073e-04	1.496484e-04	1.608047e-04	2.342800e-04
0.2176        	2.015809e-04	4.221731e-04	1.489563e-04	1.606765e-04	2.343638e-04
0.21761       	1.992393e-04	4.215641e-04	1.486224e-04	1.606473e-04	2.344845e-04
0.21762       	2.002625e-04	4.205515e-04	1.479748e-04	1.605024e-04	2.343816e-04
0.21763       	1.978659e-04	4.200098e-04	1.476851e-04	1.604377e-04	2.343959e-04
0.21764       	1.986751e-04	4.190290e-04	1.471036e-04	1.602423e-04	2.342593e-04
0.21765       	1.961001e-04	4.186224e-04	1.468559e-04	1.601228e-04	2.341581e-04
0.21766       	1.964620e-04	4.178839e-04	1.463264e-04	1.598667e-04	2.338817e-04
0.21767       	1.936938e-04	4.175771e-04	1.461288e-04	1.597160e-04	2.336707e-04
0.21768       	1.944580e-04	4.168236e-04	1.456568e-04	1.594749e-04	2.333444e-04
0.21769       	1.920528e-04	4.164509e-04	1.454954e-04	1.593335e-04	2.330834e-04
0.2177        	1.930365e-04	4.156539e-04	1.450705e-04	1.590937e-04	2.327147e-04
0.21771       	1.907901e-04	4.152665e-04	1.449251e-04	1.589408e-04	2.324234e-04
0.21772       	1.919374e-04	4.144184e-04	1.445284e-04	1.587044e-04	2.320244e-04
0.21773       	1.900978e-04	4.140292e-04	1.444018e-04	1.585663e-04	2.317135e-04
0.21774       	1.915502e-04	4.132356e-04	1.440302e-04	1.583374e-04	2.313195e-04
0.21775       	1.898852e-04	4.129420e-04	1.439253e-04	1.581702e-04	2.309764e-04
0.21776       	1.913218e-04	4.122100e-04	1.435701e-04	1.579397e-04	2.305907e-04
0.21777       	1.896156e-04	4.119288e-04	1.434558e-04	1.577886e-04	2.302219e-04
0.21778       	1.906335e-04	4.112834e-04	1.431227e-04	1.575357e-04	2.298356e-04
0.21779       	1.887465e-04	4.110053e-04	1.430103e-04	1.573395e-04	2.294877e-04
0.2178        	1.897343e-04	4.102958e-04	1.426716e-04	1.570519e-04	2.291209e-04
0.21781       	1.878440e-04	4.099523e-04	1.425634e-04	1.568513e-04	2.287714e-04
0.21782       	1.887645e-04	4.092679e-04	1.422642e-04	1.565930e-04	2.284515e-04
0.21783       	1.869196e-04	4.090605e-04	1.421634e-04	1.564260e-04	2.281997e-04
0.21784       	1.880613e-04	4.084184e-04	1.418673e-04	1.561647e-04	2.279120e-04
0.21785       	1.865634e-04	4.080268e-04	1.417536e-04	1.559535e-04	2.276123e-04
0.21786       	1.875284e-04	4.071276e-04	1.414629e-04	1.556065e-04	2.272190e-04
0.21787       	1.855999e-04	4.064442e-04	1.413535e-04	1.553054e-04	2.267935e-04
0.21788       	1.867478e-04	4.053592e-04	1.410843e-04	1.549419e-04	2.263999e-04
0.21789       	1.847904e-04	4.046473e-04	1.410057e-04	1.546110e-04	2.259431e-04
0.2179        	1.863195e-04	4.036404e-04	1.407723e-04	1.542436e-04	2.255578e-04
0.21791       	1.845463e-04	4.030576e-04	1.407354e-04	1.539084e-04	2.250972e-04
0.21792       	1.858982e-04	4.022798e-04	1.405300e-04	1.535450e-04	2.247265e-04
0.21793       	1.841181e-04	4.018190e-04	1.404502e-04	1.531951e-04	2.242609e-04
0.21794       	1.859534e-04	4.012314e-04	1.402262e-04	1.528265e-04	2.239565e-04
0.21795       	1.844059e-04	4.009550e-04	1.401036e-04	1.524458e-04	2.235979e-04
0.21796       	1.865590e-04	4.005777e-04	1.398857e-04	1.520834e-04	2.233499e-04
0.21797       	1.851909e-04	4.004039e-04	1.397325e-04	1.517094e-04	2.230277e-04
0.21798       	1.867763e-04	4.001830e-04	1.395187e-04	1.513652e-04	2.227630e-04
0.21799       	1.844270e-04	4.000806e-04	1.393318e-04	1.509543e-04	2.223749e-04
0.218         	1.861570e-04	3.998905e-04	1.391534e-04	1.506765e-04	2.222001e-04
0.21801       	1.850023e-04	3.997325e-04	1.389683e-04	1.502733e-04	2.218367e-04
0.21802       	1.862868e-04	3.996625e-04	1.388741e-04	1.499769e-04	2.215159e-04
0.21803       	1.855519e-04	3.995649e-04	1.387308e-04	1.495404e-04	2.211027e-04
0.21804       	1.868668e-04	3.996734e-04	1.386658e-04	1.492555e-04	2.207780e-04
0.21805       	1.854814e-04	3.996208e-04	1.385852e-04	1.488268e-04	2.203388e-04
0.21806       	1.851460e-04	3.998656e-04	1.385113e-04	1.485210e-04	2.199879e-04
0.21807       	1.836218e-04	3.999576e-04	1.384536e-04	1.480597e-04	2.195157e-04
0.21808       	1.835070e-04	4.002362e-04	1.383847e-04	1.476840e-04	2.190431e-04
0.21809       	1.820496e-04	4.002989e-04	1.383404e-04	1.471782e-04	2.185259e-04
0.2181        	1.821830e-04	4.005339e-04	1.383024e-04	1.468357e-04	2.181061e-04
0.21811       	1.805947e-04	4.006219e-04	1.383134e-04	1.463464e-04	2.176512e-04
0.21812       	1.807916e-04	4.008722e-04	1.382783e-04	1.460170e-04	2.172439e-04
0.21813       	1.791764e-04	4.010328e-04	1.382789e-04	1.455336e-04	2.167895e-04
0.21814       	1.794867e-04	4.013153e-04	1.382220e-04	1.452238e-04	2.163860e-04
0.21815       	1.778834e-04	4.015052e-04	1.382231e-04	1.447566e-04	2.160145e-04
0.21816       	1.781624e-04	4.017685e-04	1.381661e-04	1.444637e-04	2.156537e-04
0.21817       	1.764987e-04	4.019004e-04	1.381572e-04	1.440001e-04	2.152647e-04
0.21818       	1.766318e-04	4.020400e-04	1.381032e-04	1.437088e-04	2.148878e-04
0.21819       	1.754699e-04	4.020234e-04	1.381049e-04	1.432710e-04	2.145255e-04
0.2182        	1.760614e-04	4.019600e-04	1.380812e-04	1.429914e-04	2.142037e-04
0.21821       	1.748233e-04	4.017523e-04	1.381247e-04	1.425268e-04	2.138239e-04
0.21822       	1.753009e-04	4.015541e-04	1.381179e-04	1.422095e-04	2.134269e-04
0.21823       	1.745639e-04	4.013010e-04	1.382128e-04	1.416994e-04	2.130228e-04
0.21824       	1.754423e-04	4.011338e-04	1.382478e-04	1.414152e-04	2.126821e-04
0.21825       	1.749115e-04	4.008689e-04	1.383835e-04	1.409269e-04	2.122623e-04
0.21826       	1.757768e-04	4.007887e-04	1.384519e-04	1.406927e-04	2.119545e-04
0.21827       	1.754587e-04	4.005325e-04	1.386041e-04	1.402086e-04	2.115040e-04
0.21828       	1.765249e-04	4.004967e-04	1.386880e-04	1.399905e-04	2.112361e-04
0.21829       	1.761930e-04	4.002350e-04	1.388506e-04	1.394823e-04	2.107708e-04
0.2183        	1.772389e-04	4.002605e-04	1.389101e-04	1.392527e-04	2.105193e-04
0.21831       	1.762917e-04	3.999117e-04	1.390615e-04	1.387373e-04	2.100283e-04
0.21832       	1.770008e-04	3.998755e-04	1.390650e-04	1.385030e-04	2.097539e-04
0.21833       	1.767537e-04	3.995183e-04	1.392462e-04	1.380058e-04	2.092980e-04
0.21834       	1.775903e-04	3.994329e-04	1.392373e-04	1.377588e-04	2.089993e-04
0.21835       	1.773138e-04	3.990901e-04	1.394326e-04	1.372751e-04	2.085462e-04
0.21836       	1.786474e-04	3.989796e-04	1.393933e-04	1.370124e-04	2.082453e-04
0.21837       	1.789129e-04	3.987031e-04	1.395890e-04	1.365504e-04	2.078679e-04
0.21838       	1.810381e-04	3.986226e-04	1.395396e-04	1.363147e-04	2.076003e-04
0.21839       	1.816228e-04	3.984673e-04	1.397325e-04	1.359869e-04	2.073004e-04
0.2184        	1.826537e-04	3.983672e-04	1.396305e-04	1.357062e-04	2.070104e-04
0.21841       	1.824984e-04	3.982884e-04	1.398157e-04	1.353891e-04	2.067708e-04
0.21842       	1.846439e-04	3.982427e-04	1.397090e-04	1.350381e-04	2.064054e-04
0.21843       	1.844599e-04	3.983805e-04	1.399096e-04	1.347519e-04	2.061690e-04
0.21844       	1.866571e-04	3.983856e-04	1.398011e-04	1.342839e-04	2.056992e-04
0.21845       	1.869773e-04	3.986829e-04	1.399996e-04	1.339625e-04	2.054649e-04
0.21846       	1.876935e-04	3.986683e-04	1.399135e-04	1.334221e-04	2.049175e-04
0.21847       	1.856974e-04	3.990643e-04	1.400676e-04	1.330955e-04	2.046525e-04
0.21848       	1.865110e-04	3.990928e-04	1.399771e-04	1.325414e-04	2.041473e-04
0.21849       	1.843119e-04	3.994781e-04	1.401315e-04	1.322181e-04	2.038835e-04
0.2185        	1.847914e-04	3.994567e-04	1.400520e-04	1.316796e-04	2.033460e-04
0.21851       	1.824807e-04	3.997443e-04	1.402137e-04	1.313720e-04	2.031143e-04
0.21852       	1.825976e-04	3.996939e-04	1.401486e-04	1.308461e-04	2.025877e-04
0.21853       	1.806111e-04	3.999682e-04	1.403205e-04	1.305444e-04	2.023392e-04
0.21854       	1.811845e-04	3.999601e-04	1.402840e-04	1.300320e-04	2.018013e-04
0.21855       	1.794135e-04	4.002649e-04	1.404880e-04	1.297350e-04	2.015338e-04
0.21856       	1.799472e-04	4.003466e-04	1.404797e-04	1.292390e-04	2.010012e-04
0.21857       	1.782965e-04	4.008361e-04	1.406902e-04	1.289462e-04	2.007728e-04
0.21858       	1.786885e-04	4.011980e-04	1.406901e-04	1.284414e-04	2.002748e-04
0.21859       	1.773750e-04	4.019080e-04	1.409092e-04	1.281546e-04	2.000425e-04
0.2186        	1.777352e-04	4.025340e-04	1.409377e-04	1.276870e-04	1.995417e-04
0.21861       	1.767792e-04	4.035823e-04	1.411819e-04	1.274178e-04	1.993709e-04
0.21862       	1.767808e-04	4.045302e-04	1.412260e-04	1.269737e-04	1.989675e-04
0.21863       	1.755987e-04	4.057473e-04	1.414917e-04	1.267014e-04	1.988386e-04
0.21864       	1.767937e-04	4.065894e-04	1.415500e-04	1.262703e-04	1.984538e-04
0.21865       	1.746237e-04	4.075621e-04	1.418194e-04	1.259982e-04	1.982955e-04
0.21866       	1.748275e-04	4.082821e-04	1.419212e-04	1.255690e-04	1.978812e-04
0.21867       	1.732458e-04	4.091270e-04	1.422000e-04	1.252984e-04	1.976847e-04
0.21868       	1.734748e-04	4.097415e-04	1.423071e-04	1.248911e-04	1.972348e-04
0.21869       	1.716575e-04	4.104869e-04	1.425836e-04	1.246461e-04	1.970201e-04
0.2187        	1.719386e-04	4.110583e-04	1.426896e-04	1.242855e-04	1.966234e-04
0.21871       	1.708497e-04	4.117753e-04	1.429510e-04	1.240703e-04	1.964571e-04
0.21872       	1.713527e-04	4.123511e-04	1.430478e-04	1.237284e-04	1.960823e-04
0.21873       	1.705384e-04	4.130554e-04	1.432844e-04	1.235165e-04	1.959026e-04
0.21874       	1.711858e-04	4.136063e-04	1.433603e-04	1.232579e-04	1.955896e-04
0.21875       	1.707751e-04	4.141746e-04	1.435665e-04	1.231381e-04	1.954868e-04
0.21876       	1.720195e-04	4.146062e-04	1.436298e-04	1.229193e-04	1.952626e-04
0.21877       	1.721386e-04	4.151346e-04	1.438136e-04	1.228031e-04	1.952008e-04
0.21878       	1.736253e-04	4.155839e-04	1.438714e-04	1.225856e-04	1.949531e-04
0.21879       	1.725255e-04	4.160761e-04	1.440418e-04	1.224007e-04	1.948151e-04
0.2188        	1.732632e-04	4.164575e-04	1.441108e-04	1.221259e-04	1.945069e-04
0.21881       	1.739530e-04	4.169653e-04	1.443031e-04	1.219366e-04	1.943181e-04
0.21882       	1.744549e-04	4.173556e-04	1.443806e-04	1.216600e-04	1.939756e-04
0.21883       	1.735043e-04	4.178811e-04	1.445926e-04	1.214589e-04	1.937727e-04
0.21884       	1.739342e-04	4.184058e-04	1.446844e-04	1.211812e-04	1.934471e-04
0.21885       	1.729501e-04	4.190451e-04	1.448768e-04	1.209633e-04	1.932746e-04
0.21886       	1.731826e-04	4.196777e-04	1.449522e-04	1.206859e-04	1.929804e-04
0.21887       	1.721363e-04	4.204117e-04	1.450957e-04	1.204613e-04	1.928047e-04
0.21888       	1.722031e-04	4.211754e-04	1.451128e-04	1.201897e-04	1.924553e-04
0.21889       	1.711174e-04	4.220364e-04	1.452562e-04	1.199645e-04	1.923259e-04
0.2189        	1.711757e-04	4.229390e-04	1.452829e-04	1.197235e-04	1.920954e-04
0.21891       	1.701159e-04	4.238863e-04	1.454326e-04	1.195428e-04	1.919688e-04
0.21892       	1.701546e-04	4.248411e-04	1.454751e-04	1.193289e-04	1.917647e-04
0.21893       	1.694409e-04	4.258118e-04	1.456337e-04	1.191516e-04	1.916449e-04
0.21894       	1.690918e-04	4.267900e-04	1.456888e-04	1.189608e-04	1.914384e-04
0.21895       	1.674697e-04	4.277156e-04	1.458698e-04	1.187839e-04	1.913579e-04
0.21896       	1.678825e-04	4.286171e-04	1.459419e-04	1.186353e-04	1.912155e-04
0.21897       	1.662946e-04	4.294503e-04	1.461440e-04	1.184777e-04	1.911450e-04
0.21898       	1.665173e-04	4.302900e-04	1.462435e-04	1.183303e-04	1.910142e-04
0.21899       	1.652087e-04	4.310634e-04	1.464591e-04	1.181634e-04	1.909433e-04
0.219         	1.654822e-04	4.318648e-04	1.465792e-04	1.180133e-04	1.908234e-04
0.21901       	1.643713e-04	4.325837e-04	1.468072e-04	1.179054e-04	1.907885e-04
0.21902       	1.646276e-04	4.333760e-04	1.469444e-04	1.177699e-04	1.906571e-04
0.21903       	1.635667e-04	4.340962e-04	1.471979e-04	1.176026e-04	1.905531e-04
0.21904       	1.640543e-04	4.348681e-04	1.473586e-04	1.174538e-04	1.904383e-04
0.21905       	1.633579e-04	4.355289e-04	1.476200e-04	1.172538e-04	1.903571e-04
0.21906       	1.639541e-04	4.363222e-04	1.478118e-04	1.170956e-04	1.902725e-04
0.21907       	1.634267e-04	4.370219e-04	1.480939e-04	1.168999e-04	1.902081e-04
0.21908       	1.643292e-04	4.378695e-04	1.483151e-04	1.167554e-04	1.901591e-04
0.21909       	1.641714e-04	4.385970e-04	1.485998e-04	1.166044e-04	1.902845e-04
0.2191        	1.650090e-04	4.394663e-04	1.488385e-04	1.166170e-04	1.908068e-04
0.21911       	1.648031e-04	4.403094e-04	1.491144e-04	1.165590e-04	1.912767e-04
0.21912       	1.658349e-04	4.413157e-04	1.493874e-04	1.165623e-04	1.917343e-04
0.21913       	1.659716e-04	4.422544e-04	1.496375e-04	1.164950e-04	1.921590e-04
0.21914       	1.668661e-04	4.433864e-04	1.499373e-04	1.164800e-04	1.925702e-04
0.21915       	1.666525e-04	4.443885e-04	1.501819e-04	1.163794e-04	1.929307e-04
0.21916       	1.673603e-04	4.455539e-04	1.505081e-04	1.163547e-04	1.932771e-04
0.21917       	1.671093e-04	4.466288e-04	1.507779e-04	1.162503e-04	1.935711e-04
0.21918       	1.679130e-04	4.478614e-04	1.511123e-04	1.160844e-04	1.934223e-04
0.21919       	1.677188e-04	4.490280e-04	1.513678e-04	1.158203e-04	1.931356e-04
0.2192        	1.685778e-04	4.503839e-04	1.516903e-04	1.156253e-04	1.928325e-04
0.21921       	1.683159e-04	4.516550e-04	1.519094e-04	1.153590e-04	1.924988e-04
0.21922       	1.688669e-04	4.531386e-04	1.522263e-04	1.151599e-04	1.921372e-04
0.21923       	1.686754e-04	4.545379e-04	1.524096e-04	1.149263e-04	1.917460e-04
0.21924       	1.691862e-04	4.561144e-04	1.526988e-04	1.147409e-04	1.913174e-04
0.21925       	1.689679e-04	4.576356e-04	1.528544e-04	1.144861e-04	1.908714e-04
0.21926       	1.695902e-04	4.592561e-04	1.531342e-04	1.142708e-04	1.904189e-04
0.21927       	1.691789e-04	4.607153e-04	1.532923e-04	1.139848e-04	1.899390e-04
0.21928       	1.696883e-04	4.622437e-04	1.535827e-04	1.137620e-04	1.894349e-04
0.21929       	1.694107e-04	4.636804e-04	1.537500e-04	1.135108e-04	1.889337e-04
0.2193        	1.695317e-04	4.652119e-04	1.540535e-04	1.133217e-04	1.883919e-04
0.21931       	1.691184e-04	4.666570e-04	1.542425e-04	1.130875e-04	1.878443e-04
0.21932       	1.694185e-04	4.681924e-04	1.545593e-04	1.129112e-04	1.872806e-04
0.21933       	1.689390e-04	4.696407e-04	1.547560e-04	1.126815e-04	1.867644e-04
0.21934       	1.690442e-04	4.711737e-04	1.550837e-04	1.125054e-04	1.863391e-04
0.21935       	1.684553e-04	4.726494e-04	1.553088e-04	1.122767e-04	1.859378e-04
0.21936       	1.684910e-04	4.742579e-04	1.556523e-04	1.121096e-04	1.855269e-04
0.21937       	1.680884e-04	4.758022e-04	1.558848e-04	1.118976e-04	1.851276e-04
0.21938       	1.681573e-04	4.774330e-04	1.562575e-04	1.117741e-04	1.846906e-04
0.21939       	1.679157e-04	4.790230e-04	1.565256e-04	1.115981e-04	1.842766e-04
0.2194        	1.681347e-04	4.807406e-04	1.569233e-04	1.114853e-04	1.838243e-04
0.21941       	1.681886e-04	4.824336e-04	1.572268e-04	1.113532e-04	1.834639e-04
0.21942       	1.683278e-04	4.842392e-04	1.576493e-04	1.113340e-04	1.831557e-04
0.21943       	1.679014e-04	4.856419e-04	1.579490e-04	1.112912e-04	1.828676e-04
0.21944       	1.683605e-04	4.869499e-04	1.583695e-04	1.113474e-04	1.825507e-04
0.21945       	1.683714e-04	4.881364e-04	1.586962e-04	1.113489e-04	1.822683e-04
0.21946       	1.691579e-04	4.893721e-04	1.591474e-04	1.113918e-04	1.819283e-04
0.21947       	1.689979e-04	4.905947e-04	1.595099e-04	1.113905e-04	1.816462e-04
0.21948       	1.693711e-04	4.918852e-04	1.599800e-04	1.114780e-04	1.813327e-04
0.21949       	1.694899e-04	4.931508e-04	1.603468e-04	1.115082e-04	1.810537e-04
0.2195        	1.700483e-04	4.944602e-04	1.608252e-04	1.116609e-04	1.807737e-04
0.21951       	1.704177e-04	4.957684e-04	1.611944e-04	1.117671e-04	1.805002e-04
0.21952       	1.712278e-04	4.971132e-04	1.616603e-04	1.119405e-04	1.803253e-04
0.21953       	1.718899e-04	4.983297e-04	1.620299e-04	1.120610e-04	1.802393e-04
0.21954       	1.728239e-04	4.992732e-04	1.624822e-04	1.122524e-04	1.801812e-04
0.21955       	1.733545e-04	5.003272e-04	1.628457e-04	1.123846e-04	1.801484e-04
0.21956       	1.743153e-04	5.012608e-04	1.632960e-04	1.126081e-04	1.802192e-04
0.21957       	1.749764e-04	5.023092e-04	1.636592e-04	1.128036e-04	1.803135e-04
0.21958       	1.761460e-04	5.033170e-04	1.641203e-04	1.131241e-04	1.804927e-04
0.21959       	1.768251e-04	5.043971e-04	1.644837e-04	1.133887e-04	1.807252e-04
0.2196        	1.776041e-04	5.055000e-04	1.649193e-04	1.137419e-04	1.810698e-04
0.21961       	1.778981e-04	5.066373e-04	1.652698e-04	1.139987e-04	1.813209e-04
0.21962       	1.783678e-04	5.077187e-04	1.657029e-04	1.143053e-04	1.817618e-04
0.21963       	1.785654e-04	5.087867e-04	1.660457e-04	1.145585e-04	1.822286e-04
0.21964       	1.792502e-04	5.098619e-04	1.664506e-04	1.149708e-04	1.828146e-04
0.21965       	1.796097e-04	5.111583e-04	1.668097e-04	1.153181e-04	1.834420e-04
0.21966       	1.803023e-04	5.124954e-04	1.672419e-04	1.157214e-04	1.839437e-04
0.21967       	1.806796e-04	5.138516e-04	1.675621e-04	1.160541e-04	1.845129e-04
0.21968       	1.810017e-04	5.151704e-04	1.679445e-04	1.165311e-04	1.852173e-04
0.21969       	1.801425e-04	5.165085e-04	1.682361e-04	1.169459e-04	1.862536e-04
0.2197        	1.800753e-04	5.177581e-04	1.685874e-04	1.174325e-04	1.872975e-04
0.21971       	1.793031e-04	5.188884e-04	1.688676e-04	1.178175e-04	1.883313e-04
0.21972       	1.787665e-04	5.200133e-04	1.692226e-04	1.183459e-04	1.893468e-04
0.21973       	1.778116e-04	5.215244e-04	1.694764e-04	1.188224e-04	1.902686e-04
0.21974       	1.770110e-04	5.230130e-04	1.697800e-04	1.193809e-04	1.912475e-04
0.21975       	1.761343e-04	5.243602e-04	1.699868e-04	1.198455e-04	1.921860e-04
0.21976       	1.757493e-04	5.254095e-04	1.702842e-04	1.203598e-04	1.931831e-04
0.21977       	1.752823e-04	5.264899e-04	1.704918e-04	1.208257e-04	1.942938e-04
0.21978       	1.748445e-04	5.276492e-04	1.708223e-04	1.213667e-04	1.954559e-04
0.21979       	1.740647e-04	5.289383e-04	1.709863e-04	1.218715e-04	1.966681e-04
0.2198        	1.730145e-04	5.300190e-04	1.712500e-04	1.224078e-04	1.980165e-04
0.21981       	1.723948e-04	5.310299e-04	1.713330e-04	1.229246e-04	1.995330e-04
0.21982       	1.716579e-04	5.320352e-04	1.715876e-04	1.235100e-04	2.010763e-04
0.21983       	1.708481e-04	5.331809e-04	1.716442e-04	1.240862e-04	2.027392e-04
0.21984       	1.699290e-04	5.340571e-04	1.718713e-04	1.246711e-04	2.045745e-04
0.21985       	1.690241e-04	5.348784e-04	1.719149e-04	1.252637e-04	2.065728e-04
0.21986       	1.681981e-04	5.353835e-04	1.721495e-04	1.258299e-04	2.085437e-04
0.21987       	1.676721e-04	5.359718e-04	1.722105e-04	1.264306e-04	2.105068e-04
0.21988       	1.670879e-04	5.363458e-04	1.724639e-04	1.270053e-04	2.124332e-04
0.21989       	1.669312e-04	5.368193e-04	1.725207e-04	1.276016e-04	2.143408e-04
0.2199        	1.670914e-04	5.370735e-04	1.727479e-04	1.281678e-04	2.162128e-04
0.21991       	1.674302e-04	5.374488e-04	1.727738e-04	1.287437e-04	2.180639e-04
0.21992       	1.678623e-04	5.375983e-04	1.729808e-04	1.292571e-04	2.198630e-04
0.21993       	1.687349e-04	5.378633e-04	1.729223e-04	1.298008e-04	2.216424e-04
0.21994       	1.701090e-04	5.378042e-04	1.730448e-04	1.303137e-04	2.233564e-04
0.21995       	1.711943e-04	5.380867e-04	1.729334e-04	1.308324e-04	2.250077e-04
0.21996       	1.724901e-04	5.381680e-04	1.730122e-04	1.312959e-04	2.264988e-04
0.21997       	1.734531e-04	5.385087e-04	1.728831e-04	1.317631e-04	2.279610e-04
0.21998       	1.744399e-04	5.387039e-04	1.729587e-04	1.321850e-04	2.295360e-04
0.21999       	1.755608e-04	5.388823e-04	1.728031e-04	1.326309e-04	2.311029e-04
0.22          	1.764933e-04	5.389912e-04	1.728926e-04	1.330499e-04	2.326270e-04
0.22001       	1.769539e-04	5.387348e-04	1.727436e-04	1.335040e-04	2.341510e-04
0.22002       	1.780206e-04	5.387674e-04	1.728504e-04	1.339359e-04	2.356202e-04
0.22003       	1.786285e-04	5.382429e-04	1.727203e-04	1.343957e-04	2.372755e-04
0.22004       	1.800667e-04	5.382126e-04	1.728743e-04	1.348068e-04	2.388402e-04
0.22005       	1.805140e-04	5.377463e-04	1.727579e-04	1.351946e-04	2.402548e-04
0.22006       	1.814139e-04	5.376989e-04	1.729471e-04	1.355479e-04	2.415864e-04
0.22007       	1.813133e-04	5.373683e-04	1.729047e-04	1.359409e-04	2.428922e-04
0.22008       	1.826339e-04	5.375198e-04	1.731575e-04	1.363213e-04	2.441917e-04
0.22009       	1.823259e-04	5.376403e-04	1.731581e-04	1.367343e-04	2.454599e-04
0.2201        	1.839207e-04	5.378514e-04	1.734329e-04	1.371205e-04	2.467887e-04
