# Residuals   
# Time        	p             	Ux            	Uy            	k             	epsilon       
0.08232       	2.317567e-04	5.818312e-04	1.801531e-04	1.693636e-04	2.972345e-04
0.08233       	2.329449e-04	5.831347e-04	1.801842e-04	1.693367e-04	2.975234e-04
0.08234       	2.340384e-04	5.843873e-04	1.802625e-04	1.693703e-04	2.979218e-04
0.08235       	2.349785e-04	5.856364e-04	1.803850e-04	1.695189e-04	2.983798e-04
0.08236       	2.362765e-04	5.869079e-04	1.805132e-04	1.697509e-04	2.988529e-04
0.08237       	2.372002e-04	5.881030e-04	1.806672e-04	1.699801e-04	2.994384e-04
0.08238       	2.378588e-04	5.893065e-04	1.808241e-04	1.702740e-04	3.002103e-04
0.08239       	2.384308e-04	5.907332e-04	1.809738e-04	1.707534e-04	3.010869e-04
0.0824        	2.391605e-04	5.921033e-04	1.811086e-04	1.715570e-04	3.031983e-04
0.08241       	2.398445e-04	5.933605e-04	1.812529e-04	1.723842e-04	3.053716e-04
0.08242       	2.405512e-04	5.945028e-04	1.814301e-04	1.732506e-04	3.077606e-04
0.08243       	2.411862e-04	5.954076e-04	1.816105e-04	1.741180e-04	3.100201e-04
0.08244       	2.421058e-04	5.962678e-04	1.818164e-04	1.749833e-04	3.120499e-04
0.08245       	2.427584e-04	5.976365e-04	1.820847e-04	1.758048e-04	3.142331e-04
0.08246       	2.430420e-04	5.988740e-04	1.822459e-04	1.766125e-04	3.165713e-04
0.08247       	2.431317e-04	5.999035e-04	1.823975e-04	1.773957e-04	3.187405e-04
0.08248       	2.434779e-04	6.007243e-04	1.825270e-04	1.781753e-04	3.209073e-04
0.08249       	2.432555e-04	6.017762e-04	1.826758e-04	1.785213e-04	3.215478e-04
0.0825        	2.427420e-04	6.028524e-04	1.827809e-04	1.789202e-04	3.222923e-04
0.08251       	2.418257e-04	6.038308e-04	1.828214e-04	1.793303e-04	3.231823e-04
0.08252       	2.406298e-04	6.048354e-04	1.828255e-04	1.797115e-04	3.238612e-04
0.08253       	2.389622e-04	6.058326e-04	1.828000e-04	1.801023e-04	3.244665e-04
0.08254       	2.369828e-04	6.066892e-04	1.827319e-04	1.805065e-04	3.249894e-04
0.08255       	2.349044e-04	6.072870e-04	1.826728e-04	1.808820e-04	3.254588e-04
0.08256       	2.331483e-04	6.076796e-04	1.825937e-04	1.812523e-04	3.259341e-04
0.08257       	2.314508e-04	6.079525e-04	1.824903e-04	1.815940e-04	3.263281e-04
0.08258       	2.297046e-04	6.082256e-04	1.823473e-04	1.819197e-04	3.266156e-04
0.08259       	2.286110e-04	6.083932e-04	1.821671e-04	1.822225e-04	3.267270e-04
0.0826        	2.273481e-04	6.084765e-04	1.819575e-04	1.824783e-04	3.268418e-04
0.08261       	2.265930e-04	6.083785e-04	1.817318e-04	1.827086e-04	3.268920e-04
0.08262       	2.258065e-04	6.081108e-04	1.814661e-04	1.829021e-04	3.268145e-04
0.08263       	2.251681e-04	6.075890e-04	1.812176e-04	1.830587e-04	3.266160e-04
0.08264       	2.252073e-04	6.068958e-04	1.809526e-04	1.830788e-04	3.260956e-04
0.08265       	2.260686e-04	6.059549e-04	1.806890e-04	1.830663e-04	3.254476e-04
0.08266       	2.256025e-04	6.051662e-04	1.804801e-04	1.830536e-04	3.247668e-04
0.08267       	2.260674e-04	6.045730e-04	1.803814e-04	1.831454e-04	3.247124e-04
0.08268       	2.267476e-04	6.042199e-04	1.802703e-04	1.833279e-04	3.250138e-04
0.08269       	2.268061e-04	6.040237e-04	1.801830e-04	1.835289e-04	3.250741e-04
0.0827        	2.281194e-04	6.039776e-04	1.800642e-04	1.837488e-04	3.250412e-04
0.08271       	2.286183e-04	6.037959e-04	1.799723e-04	1.839589e-04	3.251141e-04
0.08272       	2.302047e-04	6.037002e-04	1.798594e-04	1.841980e-04	3.250314e-04
0.08273       	2.310176e-04	6.034647e-04	1.798004e-04	1.844438e-04	3.254049e-04
0.08274       	2.327857e-04	6.030967e-04	1.796964e-04	1.846891e-04	3.256990e-04
0.08275       	2.335623e-04	6.027638e-04	1.796487e-04	1.848267e-04	3.257310e-04
0.08276       	2.352697e-04	6.026593e-04	1.795378e-04	1.849620e-04	3.257553e-04
0.08277       	2.356170e-04	6.025985e-04	1.794651e-04	1.850943e-04	3.257520e-04
0.08278       	2.375324e-04	6.026573e-04	1.793176e-04	1.852407e-04	3.257374e-04
0.08279       	2.378277e-04	6.027925e-04	1.792567e-04	1.853813e-04	3.258177e-04
0.0828        	2.395823e-04	6.031346e-04	1.791615e-04	1.855829e-04	3.262965e-04
0.08281       	2.394543e-04	6.036860e-04	1.791951e-04	1.857299e-04	3.268023e-04
0.08282       	2.411463e-04	6.044021e-04	1.791574e-04	1.858570e-04	3.272331e-04
0.08283       	2.414402e-04	6.050876e-04	1.792095e-04	1.859181e-04	3.277416e-04
0.08284       	2.431021e-04	6.059138e-04	1.791245e-04	1.860156e-04	3.281724e-04
0.08285       	2.430973e-04	6.064854e-04	1.791075e-04	1.860195e-04	3.285438e-04
0.08286       	2.443910e-04	6.072220e-04	1.789453e-04	1.859944e-04	3.288494e-04
0.08287       	2.442875e-04	6.078445e-04	1.788856e-04	1.859017e-04	3.292280e-04
0.08288       	2.455602e-04	6.086980e-04	1.787128e-04	1.857953e-04	3.293747e-04
0.08289       	2.455067e-04	6.094080e-04	1.785969e-04	1.856231e-04	3.294316e-04
0.0829        	2.467016e-04	6.104358e-04	1.783794e-04	1.854722e-04	3.294154e-04
0.08291       	2.467973e-04	6.112922e-04	1.782200e-04	1.852845e-04	3.293715e-04
0.08292       	2.479557e-04	6.123718e-04	1.779815e-04	1.851775e-04	3.294213e-04
0.08293       	2.478253e-04	6.133347e-04	1.777868e-04	1.850105e-04	3.291136e-04
0.08294       	2.486429e-04	6.142183e-04	1.775401e-04	1.847989e-04	3.287298e-04
0.08295       	2.486718e-04	6.147379e-04	1.773719e-04	1.845358e-04	3.283281e-04
0.08296       	2.491640e-04	6.153182e-04	1.772068e-04	1.842594e-04	3.280744e-04
0.08297       	2.490032e-04	6.155619e-04	1.771554e-04	1.839263e-04	3.278431e-04
0.08298       	2.492758e-04	6.158755e-04	1.770911e-04	1.836486e-04	3.276816e-04
0.08299       	2.491130e-04	6.157933e-04	1.770954e-04	1.833435e-04	3.275656e-04
0.083         	2.487773e-04	6.166753e-04	1.785665e-04	1.833794e-04	3.277085e-04
0.08301       	2.486879e-04	6.150918e-04	1.817159e-04	1.834386e-04	3.270152e-04
0.08302       	2.470093e-04	6.178909e-04	1.792028e-04	1.830478e-04	3.271896e-04
0.08303       	2.464258e-04	6.153642e-04	1.814906e-04	1.826347e-04	3.261750e-04
0.08304       	2.452644e-04	6.185218e-04	1.796706e-04	1.823034e-04	3.259758e-04
0.08305       	2.440189e-04	6.152737e-04	1.813798e-04	1.816155e-04	3.251885e-04
0.08306       	2.426849e-04	6.181765e-04	1.800251e-04	1.813749e-04	3.253973e-04
0.08307       	2.413164e-04	6.142658e-04	1.813236e-04	1.806003e-04	3.246062e-04
0.08308       	2.397853e-04	6.166755e-04	1.803029e-04	1.804711e-04	3.247478e-04
0.08309       	2.386072e-04	6.124231e-04	1.813441e-04	1.796359e-04	3.236444e-04
0.0831        	2.372312e-04	6.148940e-04	1.805455e-04	1.794748e-04	3.234448e-04
0.08311       	2.362988e-04	6.106981e-04	1.813463e-04	1.785111e-04	3.220136e-04
0.08312       	2.363301e-04	6.133922e-04	1.817008e-04	1.783461e-04	3.216424e-04
0.08313       	2.354430e-04	6.096069e-04	1.822230e-04	1.773451e-04	3.200591e-04
0.08314       	2.348287e-04	6.129484e-04	1.817528e-04	1.772926e-04	3.196761e-04
0.08315       	2.365412e-04	6.110716e-04	1.876176e-04	1.764094e-04	3.183672e-04
0.08316       	2.329731e-04	6.099057e-04	1.819928e-04	1.765060e-04	3.178966e-04
0.08317       	2.338614e-04	6.098654e-04	1.832176e-04	1.761709e-04	3.168984e-04
0.08318       	2.332499e-04	6.100893e-04	1.829735e-04	1.752075e-04	3.151224e-04
0.08319       	2.317577e-04	6.138861e-04	1.845631e-04	1.768558e-04	3.148411e-04
0.0832        	2.321812e-04	6.115100e-04	1.879544e-04	1.752941e-04	3.141626e-04
0.08321       	2.308446e-04	6.103954e-04	1.840393e-04	1.745673e-04	3.134409e-04
0.08322       	2.306303e-04	6.142238e-04	1.876047e-04	1.748144e-04	3.138881e-04
0.08323       	2.285712e-04	6.103696e-04	1.843378e-04	1.747479e-04	3.138159e-04
0.08324       	2.271932e-04	6.103055e-04	1.850686e-04	1.744596e-04	3.133520e-04
0.08325       	2.264270e-04	6.101772e-04	1.857135e-04	1.736846e-04	3.121423e-04
0.08326       	2.268475e-04	6.136680e-04	1.882745e-04	1.749017e-04	3.123110e-04
0.08327       	2.249726e-04	6.103787e-04	1.878954e-04	1.732620e-04	3.112924e-04
0.08328       	2.234591e-04	6.081039e-04	1.857492e-04	1.741906e-04	3.109832e-04
0.08329       	2.230623e-04	6.086898e-04	1.878825e-04	1.724715e-04	3.091200e-04
0.0833        	2.235357e-04	6.103345e-04	1.888203e-04	1.721355e-04	3.087796e-04
0.08331       	2.231203e-04	6.059846e-04	1.854444e-04	1.729788e-04	3.086706e-04
0.08332       	2.234054e-04	6.070286e-04	1.879571e-04	1.712809e-04	3.066454e-04
0.08333       	2.233631e-04	6.090196e-04	1.890317e-04	1.709076e-04	3.060365e-04
0.08334       	2.246162e-04	6.086049e-04	1.897586e-04	1.704206e-04	3.050001e-04
0.08335       	2.242285e-04	6.045377e-04	1.857566e-04	1.711939e-04	3.045994e-04
0.08336       	2.233425e-04	6.055841e-04	1.879623e-04	1.696510e-04	3.028197e-04
0.08337       	2.224726e-04	6.035940e-04	1.861488e-04	1.701650e-04	3.019848e-04
0.08338       	2.229080e-04	6.041588e-04	1.878607e-04	1.687093e-04	3.000451e-04
0.08339       	2.227068e-04	6.017203e-04	1.863422e-04	1.691267e-04	2.990198e-04
0.0834        	2.240104e-04	6.058958e-04	1.899892e-04	1.677254e-04	2.969021e-04
0.08341       	2.231894e-04	5.998182e-04	1.862228e-04	1.682574e-04	2.961113e-04
0.08342       	2.224072e-04	6.004343e-04	1.873030e-04	1.670013e-04	2.940417e-04
0.08343       	2.223950e-04	5.981996e-04	1.860945e-04	1.672450e-04	2.929462e-04
0.08344       	2.242917e-04	5.969570e-04	1.863517e-04	1.669440e-04	2.907669e-04
0.08345       	2.234145e-04	5.957390e-04	1.866677e-04	1.665428e-04	2.890321e-04
0.08346       	2.246379e-04	5.945254e-04	1.873538e-04	1.657195e-04	2.881127e-04
0.08347       	2.247810e-04	5.935743e-04	1.871059e-04	1.653717e-04	2.867728e-04
0.08348       	2.260921e-04	5.926604e-04	1.871782e-04	1.652159e-04	2.846988e-04
0.08349       	2.246041e-04	5.917813e-04	1.874854e-04	1.644201e-04	2.839319e-04
0.0835        	2.253751e-04	5.910002e-04	1.873786e-04	1.642567e-04	2.818025e-04
0.08351       	2.254053e-04	5.962963e-04	1.879556e-04	1.625058e-04	2.802983e-04
0.08352       	2.249319e-04	5.945215e-04	1.889955e-04	1.624827e-04	2.788344e-04
0.08353       	2.269416e-04	5.923039e-04	1.856226e-04	1.615938e-04	2.772803e-04
0.08354       	2.280049e-04	5.904024e-04	1.859026e-04	1.614292e-04	2.752465e-04
0.08355       	2.296801e-04	5.956400e-04	1.882546e-04	1.601671e-04	2.740313e-04
0.08356       	2.298927e-04	5.898175e-04	1.854055e-04	1.599427e-04	2.727518e-04
0.08357       	2.309193e-04	5.889477e-04	1.855060e-04	1.595530e-04	2.708813e-04
0.08358       	2.314702e-04	5.878304e-04	1.858801e-04	1.587546e-04	2.701857e-04
0.08359       	2.318241e-04	5.891361e-04	1.852812e-04	1.576026e-04	2.683509e-04
0.0836        	2.339843e-04	5.882169e-04	1.846793e-04	1.575752e-04	2.665025e-04
0.08361       	2.326158e-04	5.900166e-04	1.860842e-04	1.567980e-04	2.658783e-04
0.08362       	2.337851e-04	5.875807e-04	1.844969e-04	1.561782e-04	2.637514e-04
0.08363       	2.327318e-04	5.893092e-04	1.852813e-04	1.554673e-04	2.630160e-04
0.08364       	2.345758e-04	5.883925e-04	1.855140e-04	1.549698e-04	2.620195e-04
0.08365       	2.350420e-04	5.860942e-04	1.836475e-04	1.542027e-04	2.600243e-04
0.08366       	2.346584e-04	5.877497e-04	1.845297e-04	1.537051e-04	2.594128e-04
0.08367       	2.356266e-04	5.852154e-04	1.833043e-04	1.529776e-04	2.574949e-04
0.08368       	2.356034e-04	5.863656e-04	1.837217e-04	1.524736e-04	2.569114e-04
0.08369       	2.364620e-04	5.848526e-04	1.839173e-04	1.520566e-04	2.560993e-04
0.0837        	2.374894e-04	5.818715e-04	1.823902e-04	1.511496e-04	2.542087e-04
0.08371       	2.363516e-04	5.827678e-04	1.830797e-04	1.507587e-04	2.538554e-04
0.08372       	2.381146e-04	5.798830e-04	1.820998e-04	1.499383e-04	2.520551e-04
0.08373       	2.376055e-04	5.808803e-04	1.824453e-04	1.495176e-04	2.516224e-04
0.08374       	2.395334e-04	5.782471e-04	1.819087e-04	1.487688e-04	2.498268e-04
0.08375       	2.390726e-04	5.793562e-04	1.821082e-04	1.482806e-04	2.492921e-04
0.08376       	2.411232e-04	5.766051e-04	1.818367e-04	1.475723e-04	2.476634e-04
0.08377       	2.407833e-04	5.775429e-04	1.818761e-04	1.470590e-04	2.472352e-04
0.08378       	2.427000e-04	5.749215e-04	1.818203e-04	1.463930e-04	2.456545e-04
0.08379       	2.424505e-04	5.760543e-04	1.817629e-04	1.458519e-04	2.452157e-04
0.0838        	2.439058e-04	5.736527e-04	1.818476e-04	1.451431e-04	2.436354e-04
0.08381       	2.438867e-04	5.764068e-04	1.812727e-04	1.442447e-04	2.430366e-04
0.08382       	2.445007e-04	5.722066e-04	1.811865e-04	1.436196e-04	2.415136e-04
0.08383       	2.442747e-04	5.749225e-04	1.811738e-04	1.428237e-04	2.408741e-04
0.08384       	2.445911e-04	5.706973e-04	1.812374e-04	1.422014e-04	2.393497e-04
0.08385       	2.446633e-04	5.736008e-04	1.812535e-04	1.414670e-04	2.387222e-04
0.08386       	2.450678e-04	5.695409e-04	1.814041e-04	1.410493e-04	2.372497e-04
0.08387       	2.450975e-04	5.722807e-04	1.813784e-04	1.404621e-04	2.366297e-04
0.08388       	2.456881e-04	5.679799e-04	1.816066e-04	1.400785e-04	2.351952e-04
0.08389       	2.457922e-04	5.704384e-04	1.816162e-04	1.395711e-04	2.346028e-04
0.0839        	2.464541e-04	5.659247e-04	1.818955e-04	1.393148e-04	2.331831e-04
0.08391       	2.466305e-04	5.679661e-04	1.819019e-04	1.389226e-04	2.326787e-04
0.08392       	2.473335e-04	5.631946e-04	1.822466e-04	1.387265e-04	2.314467e-04
0.08393       	2.476782e-04	5.653016e-04	1.822636e-04	1.383493e-04	2.309029e-04
0.08394       	2.484247e-04	5.607416e-04	1.826122e-04	1.381791e-04	2.296383e-04
0.08395       	2.486508e-04	5.629680e-04	1.826200e-04	1.378394e-04	2.291443e-04
0.08396       	2.486427e-04	5.586223e-04	1.830275e-04	1.377168e-04	2.279807e-04
0.08397       	2.484276e-04	5.610316e-04	1.830924e-04	1.374338e-04	2.274189e-04
0.08398       	2.482369e-04	5.567728e-04	1.835270e-04	1.373362e-04	2.261932e-04
0.08399       	2.480887e-04	5.592254e-04	1.835867e-04	1.370681e-04	2.256957e-04
0.084         	2.480695e-04	5.549817e-04	1.840394e-04	1.370421e-04	2.246654e-04
0.08401       	2.482119e-04	5.575018e-04	1.841034e-04	1.367851e-04	2.241832e-04
0.08402       	2.475964e-04	5.562710e-04	1.835503e-04	1.364425e-04	2.233555e-04
0.08403       	2.471268e-04	5.554243e-04	1.835319e-04	1.362371e-04	2.225994e-04
0.08404       	2.460471e-04	5.546185e-04	1.835118e-04	1.358803e-04	2.215630e-04
0.08405       	2.455936e-04	5.538157e-04	1.836270e-04	1.354922e-04	2.204843e-04
0.08406       	2.461199e-04	5.527333e-04	1.839159e-04	1.350797e-04	2.194378e-04
0.08407       	2.472279e-04	5.517737e-04	1.849338e-04	1.346182e-04	2.183509e-04
0.08408       	2.465626e-04	5.508426e-04	1.846581e-04	1.342656e-04	2.173031e-04
0.08409       	2.475488e-04	5.520263e-04	1.902043e-04	1.339435e-04	2.163038e-04
0.0841        	2.484977e-04	5.500592e-04	1.857336e-04	1.337166e-04	2.153118e-04
0.08411       	2.485952e-04	5.502001e-04	1.854204e-04	1.343437e-04	2.143782e-04
0.08412       	2.497691e-04	5.519394e-04	1.904067e-04	1.331875e-04	2.133229e-04
0.08413       	2.508479e-04	5.502805e-04	1.864449e-04	1.336935e-04	2.123986e-04
0.08414       	2.523347e-04	5.520720e-04	1.905394e-04	1.328643e-04	2.114408e-04
0.08415       	2.534461e-04	5.503744e-04	1.872964e-04	1.332713e-04	2.105629e-04
0.08416       	2.545421e-04	5.522626e-04	1.908418e-04	1.326374e-04	2.097526e-04
0.08417       	2.552653e-04	5.505308e-04	1.881447e-04	1.329429e-04	2.090771e-04
0.08418       	2.561769e-04	5.524045e-04	1.912489e-04	1.324035e-04	2.085089e-04
0.08419       	2.569355e-04	5.506250e-04	1.889431e-04	1.325957e-04	2.078802e-04
0.0842        	2.580224e-04	5.526149e-04	1.917469e-04	1.321598e-04	2.073032e-04
0.08421       	2.588950e-04	5.509958e-04	1.897363e-04	1.322721e-04	2.065120e-04
0.08422       	2.597999e-04	5.531618e-04	1.922646e-04	1.319039e-04	2.058944e-04
0.08423       	2.598119e-04	5.516490e-04	1.904539e-04	1.319310e-04	2.050047e-04
0.08424       	2.605579e-04	5.538228e-04	1.927605e-04	1.316757e-04	2.043524e-04
0.08425       	2.605715e-04	5.521685e-04	1.911604e-04	1.316566e-04	2.033989e-04
0.08426       	2.612550e-04	5.543127e-04	1.933691e-04	1.314509e-04	2.027166e-04
0.08427       	2.610709e-04	5.526620e-04	1.919097e-04	1.313840e-04	2.017811e-04
0.08428       	2.618492e-04	5.549070e-04	1.939791e-04	1.312046e-04	2.011702e-04
0.08429       	2.616181e-04	5.533707e-04	1.926271e-04	1.311053e-04	2.002002e-04
0.0843        	2.616878e-04	5.545577e-04	1.934004e-04	1.309799e-04	1.992830e-04
0.08431       	2.625664e-04	5.569312e-04	1.949033e-04	1.308000e-04	1.986125e-04
0.08432       	2.621508e-04	5.582689e-04	1.952680e-04	1.307499e-04	1.977543e-04
0.08433       	2.623556e-04	5.567444e-04	1.939470e-04	1.306639e-04	1.967908e-04
0.08434       	2.626283e-04	5.592522e-04	1.958827e-04	1.306857e-04	1.962828e-04
0.08435       	2.629021e-04	5.578481e-04	1.946869e-04	1.306434e-04	1.954569e-04
0.08436       	2.623603e-04	5.590333e-04	1.954889e-04	1.306639e-04	1.948079e-04
0.08437       	2.634720e-04	5.616077e-04	1.969384e-04	1.305958e-04	1.943305e-04
0.08438       	2.628839e-04	5.628992e-04	1.973275e-04	1.305590e-04	1.937291e-04
0.08439       	2.637713e-04	5.642447e-04	1.978128e-04	1.305012e-04	1.929901e-04
0.0844        	2.631767e-04	5.655949e-04	1.981841e-04	1.304202e-04	1.924183e-04
0.08441       	2.636274e-04	5.642150e-04	1.964453e-04	1.302989e-04	1.916244e-04
0.08442       	2.628451e-04	5.653462e-04	1.973448e-04	1.303004e-04	1.911577e-04
0.08443       	2.637082e-04	5.677834e-04	1.993313e-04	1.303818e-04	1.907651e-04
0.08444       	2.631690e-04	5.689119e-04	1.996774e-04	1.303440e-04	1.902176e-04
0.08445       	2.634817e-04	5.674722e-04	1.983689e-04	1.302098e-04	1.894264e-04
0.08446       	2.628485e-04	5.685888e-04	1.992418e-04	1.301322e-04	1.889200e-04
0.08447       	2.630608e-04	5.698280e-04	2.002497e-04	1.300970e-04	1.883569e-04
0.08448       	2.625494e-04	5.709033e-04	2.009304e-04	1.300179e-04	1.878738e-04
0.08449       	2.637222e-04	5.739095e-04	2.012047e-04	1.296841e-04	1.874968e-04
0.0845        	2.632495e-04	5.741298e-04	2.014023e-04	1.296327e-04	1.871569e-04
0.08451       	2.633580e-04	5.745089e-04	2.019371e-04	1.296879e-04	1.869176e-04
0.08452       	2.633256e-04	5.753873e-04	2.021517e-04	1.295708e-04	1.866397e-04
0.08453       	2.630986e-04	5.765965e-04	2.026578e-04	1.295274e-04	1.865762e-04
0.08454       	2.630134e-04	5.775589e-04	2.028794e-04	1.293584e-04	1.865448e-04
0.08455       	2.617680e-04	5.777692e-04	2.033829e-04	1.294093e-04	1.868844e-04
0.08456       	2.617712e-04	5.775194e-04	2.037086e-04	1.293489e-04	1.871623e-04
0.08457       	2.617422e-04	5.780276e-04	2.042999e-04	1.294129e-04	1.876302e-04
0.08458       	2.624329e-04	5.782066e-04	2.047044e-04	1.294835e-04	1.883633e-04
0.08459       	2.621340e-04	5.787408e-04	2.053151e-04	1.296895e-04	1.892751e-04
0.0846        	2.631997e-04	5.788890e-04	2.057945e-04	1.298190e-04	1.899937e-04
0.08461       	2.626813e-04	5.794189e-04	2.064254e-04	1.301887e-04	1.908951e-04
0.08462       	2.639429e-04	5.795487e-04	2.069882e-04	1.303813e-04	1.916243e-04
0.08463       	2.632841e-04	5.802765e-04	2.076315e-04	1.307725e-04	1.926054e-04
0.08464       	2.645597e-04	5.806462e-04	2.081269e-04	1.309908e-04	1.933662e-04
0.08465       	2.637996e-04	5.818155e-04	2.086870e-04	1.314160e-04	1.943776e-04
0.08466       	2.654268e-04	5.826614e-04	2.091273e-04	1.316163e-04	1.950766e-04
0.08467       	2.654465e-04	5.843432e-04	2.096250e-04	1.320296e-04	1.959917e-04
0.08468       	2.675788e-04	5.857963e-04	2.100515e-04	1.322254e-04	1.966655e-04
0.08469       	2.680740e-04	5.881373e-04	2.105033e-04	1.326510e-04	1.976064e-04
0.0847        	2.705502e-04	5.902024e-04	2.108525e-04	1.328714e-04	1.981946e-04
0.08471       	2.710795e-04	5.930725e-04	2.112669e-04	1.333487e-04	1.988122e-04
0.08472       	2.730854e-04	5.952973e-04	2.116109e-04	1.336113e-04	1.991486e-04
0.08473       	2.732915e-04	5.981432e-04	2.120111e-04	1.340371e-04	1.996422e-04
0.08474       	2.749189e-04	6.001662e-04	2.123697e-04	1.342110e-04	1.998787e-04
0.08475       	2.754375e-04	6.027536e-04	2.127799e-04	1.346011e-04	2.005147e-04
0.08476       	2.770525e-04	6.045611e-04	2.131339e-04	1.362819e-04	2.011976e-04
0.08477       	2.774090e-04	6.068300e-04	2.133792e-04	1.365922e-04	2.017666e-04
0.08478       	2.783898e-04	6.082812e-04	2.146772e-04	1.366033e-04	2.019713e-04
0.08479       	2.778688e-04	6.103073e-04	2.159125e-04	1.368365e-04	2.024418e-04
0.0848        	2.785985e-04	6.116155e-04	2.170270e-04	1.368607e-04	2.025336e-04
0.08481       	2.780831e-04	6.136730e-04	2.180774e-04	1.371476e-04	2.028473e-04
0.08482       	2.792846e-04	6.148959e-04	2.190123e-04	1.372681e-04	2.029412e-04
0.08483       	2.776712e-04	6.168527e-04	2.199351e-04	1.376068e-04	2.033092e-04
0.08484       	2.784315e-04	6.181230e-04	2.208235e-04	1.377638e-04	2.036060e-04
0.08485       	2.782321e-04	6.199793e-04	2.216613e-04	1.381703e-04	2.042179e-04
0.08486       	2.775799e-04	6.210221e-04	2.224740e-04	1.383966e-04	2.046759e-04
0.08487       	2.784905e-04	6.229086e-04	2.232414e-04	1.388459e-04	2.053619e-04
0.08488       	2.790080e-04	6.243075e-04	2.239770e-04	1.391079e-04	2.058763e-04
0.08489       	2.803002e-04	6.268065e-04	2.246223e-04	1.395900e-04	2.066624e-04
0.0849        	2.802091e-04	6.287261e-04	2.252258e-04	1.399197e-04	2.072193e-04
0.08491       	2.807506e-04	6.317210e-04	2.257483e-04	1.405165e-04	2.082813e-04
0.08492       	2.813779e-04	6.339544e-04	2.262363e-04	1.408971e-04	2.091508e-04
0.08493       	2.823343e-04	6.373357e-04	2.266719e-04	1.414630e-04	2.104758e-04
0.08494       	2.833502e-04	6.396331e-04	2.271036e-04	1.417902e-04	2.114380e-04
0.08495       	2.844039e-04	6.434064e-04	2.275208e-04	1.423446e-04	2.128187e-04
0.08496       	2.859167e-04	6.459372e-04	2.279275e-04	1.427617e-04	2.139603e-04
0.08497       	2.868323e-04	6.504247e-04	2.283234e-04	1.432922e-04	2.152629e-04
0.08498       	2.880362e-04	6.530529e-04	2.286813e-04	1.435230e-04	2.162715e-04
0.08499       	2.887941e-04	6.577942e-04	2.290584e-04	1.439627e-04	2.181537e-04
0.085         	2.893458e-04	6.602428e-04	2.293982e-04	1.442684e-04	2.194811e-04
0.08501       	2.892785e-04	6.643143e-04	2.297717e-04	1.447553e-04	2.211027e-04
0.08502       	2.896138e-04	6.656227e-04	2.301609e-04	1.450094e-04	2.221201e-04
0.08503       	2.891004e-04	6.689987e-04	2.306505e-04	1.453931e-04	2.234044e-04
0.08504       	2.893661e-04	6.695152e-04	2.311037e-04	1.455676e-04	2.243479e-04
0.08505       	2.887061e-04	6.721752e-04	2.316858e-04	1.459877e-04	2.256860e-04
0.08506       	2.886105e-04	6.720706e-04	2.322389e-04	1.461757e-04	2.265556e-04
0.08507       	2.886247e-04	6.742647e-04	2.329097e-04	1.465684e-04	2.278723e-04
0.08508       	2.890181e-04	6.758747e-04	2.313222e-04	1.455760e-04	2.283664e-04
0.08509       	2.883975e-04	6.778664e-04	2.319807e-04	1.460164e-04	2.297599e-04
0.0851        	2.883944e-04	6.772507e-04	2.325907e-04	1.462534e-04	2.307818e-04
0.08511       	2.884211e-04	6.788686e-04	2.332754e-04	1.465420e-04	2.312799e-04
0.08512       	2.886844e-04	6.781377e-04	2.338688e-04	1.482577e-04	2.319128e-04
0.08513       	2.877972e-04	6.795946e-04	2.350012e-04	1.486001e-04	2.323355e-04
0.08514       	2.876021e-04	6.788549e-04	2.364694e-04	1.487780e-04	2.326067e-04
0.08515       	2.879160e-04	6.806057e-04	2.377973e-04	1.491421e-04	2.334736e-04
0.08516       	2.871846e-04	6.804143e-04	2.387847e-04	1.491703e-04	2.340148e-04
0.08517       	2.875118e-04	6.820570e-04	2.396197e-04	1.494241e-04	2.348795e-04
0.08518       	2.878290e-04	6.819065e-04	2.402279e-04	1.494083e-04	2.354419e-04
0.08519       	2.891809e-04	6.836578e-04	2.408034e-04	1.496190e-04	2.363206e-04
0.0852        	2.887144e-04	6.838897e-04	2.412082e-04	1.496128e-04	2.368912e-04
0.08521       	2.901311e-04	6.860962e-04	2.416288e-04	1.497953e-04	2.377117e-04
0.08522       	2.898487e-04	6.868854e-04	2.419347e-04	1.497719e-04	2.380931e-04
0.08523       	2.912417e-04	6.894131e-04	2.422962e-04	1.497306e-04	2.385009e-04
0.08524       	2.908859e-04	6.906797e-04	2.425962e-04	1.496607e-04	2.389473e-04
0.08525       	2.922271e-04	6.934568e-04	2.429921e-04	1.496687e-04	2.395354e-04
0.08526       	2.920413e-04	6.947910e-04	2.432934e-04	1.495343e-04	2.398957e-04
0.08527       	2.933246e-04	6.973661e-04	2.436540e-04	1.494723e-04	2.405149e-04
0.08528       	2.923264e-04	6.983051e-04	2.439728e-04	1.492341e-04	2.407879e-04
0.08529       	2.937407e-04	6.999647e-04	2.443834e-04	1.492349e-04	2.413132e-04
0.0853        	2.923182e-04	7.006947e-04	2.448761e-04	1.490799e-04	2.415926e-04
0.08531       	2.929756e-04	7.022680e-04	2.454625e-04	1.489648e-04	2.421776e-04
0.08532       	2.912775e-04	7.028771e-04	2.460029e-04	1.486990e-04	2.424758e-04
0.08533       	2.924974e-04	7.042883e-04	2.466153e-04	1.485938e-04	2.430539e-04
0.08534       	2.914608e-04	7.049082e-04	2.471683e-04	1.484631e-04	2.434710e-04
