# Residuals   
# Time        	p             	Ux            	Uy            	k             	epsilon       	T             
0             	N/A	N/A	N/A	N/A	N/A
0.01775       	1.197266e-01	1.803654e-03	1.106215e-03	1.049347e-03	6.061058e-04	N/A
0.017875      	1.191808e-01	1.788739e-03	1.101162e-03	1.044528e-03	6.069558e-04	N/A
0.018         	1.186769e-01	1.774701e-03	1.095895e-03	1.040285e-03	6.000336e-04	N/A
0.018125      	1.181466e-01	1.761360e-03	1.090869e-03	1.035541e-03	5.974887e-04	N/A
0.01825       	1.178283e-01	1.748242e-03	1.086210e-03	1.031216e-03	5.956351e-04	N/A
0.018375      	1.171606e-01	1.734055e-03	1.081711e-03	1.026694e-03	5.952138e-04	N/A
0.0185        	1.166581e-01	1.719568e-03	1.077508e-03	1.022280e-03	5.928397e-04	N/A
0.018625      	1.164074e-01	1.705596e-03	1.073360e-03	1.018139e-03	5.922372e-04	N/A
0.01875       	1.157100e-01	1.692228e-03	1.068539e-03	1.013119e-03	5.886860e-04	N/A
0.018875      	1.152202e-01	1.679426e-03	1.063816e-03	1.008727e-03	5.853298e-04	N/A
0.019         	1.147377e-01	1.667184e-03	1.059157e-03	1.003973e-03	5.846751e-04	N/A
0.019125      	1.142620e-01	1.654449e-03	1.054903e-03	1.000143e-03	5.823238e-04	N/A
0.01925       	1.138170e-01	1.641250e-03	1.050450e-03	9.960768e-04	5.782351e-04	N/A
0.019375      	1.133555e-01	1.628137e-03	1.045959e-03	9.924142e-04	5.758207e-04	N/A
0.0195        	1.128530e-01	1.615384e-03	1.041556e-03	9.881785e-04	5.740265e-04	N/A
0.019625      	1.123790e-01	1.602899e-03	1.037305e-03	9.838885e-04	5.697200e-04	N/A
0.01975       	1.119334e-01	1.591091e-03	1.033329e-03	9.800226e-04	5.695627e-04	N/A
0.019875      	1.114640e-01	1.579189e-03	1.028877e-03	9.758268e-04	5.693565e-04	N/A
0.02          	1.109980e-01	1.566756e-03	1.024413e-03	9.720183e-04	5.658081e-04	N/A
0.0201266     	1.116487e-01	1.567502e-03	1.029968e-03	9.780032e-04	5.683806e-04	N/A
0.0202532     	1.111469e-01	1.555650e-03	1.025577e-03	9.740604e-04	5.662246e-04	N/A
0.0203797     	1.106600e-01	1.543988e-03	1.021331e-03	9.704203e-04	5.630946e-04	N/A
0.0205063     	1.101988e-01	1.532720e-03	1.017432e-03	9.672230e-04	5.609852e-04	N/A
0.0206329     	1.097104e-01	1.521000e-03	1.013298e-03	9.635721e-04	5.605406e-04	N/A
0.0207595     	1.092411e-01	1.509002e-03	1.009294e-03	9.602658e-04	5.580365e-04	N/A
0.0208861     	1.087813e-01	1.497127e-03	1.005213e-03	9.567438e-04	5.553350e-04	N/A
0.0210127     	1.083292e-01	1.485935e-03	1.001050e-03	9.533355e-04	5.525188e-04	N/A
0.0211392     	1.078606e-01	1.475096e-03	9.969876e-04	9.503515e-04	5.517740e-04	N/A
0.0212658     	1.073883e-01	1.464669e-03	9.932251e-04	9.473672e-04	5.506897e-04	N/A
0.0213924     	1.069271e-01	1.454359e-03	9.892663e-04	9.444363e-04	5.470537e-04	N/A
0.021519      	1.064742e-01	1.443770e-03	9.853725e-04	9.414529e-04	5.469713e-04	N/A
0.0216456     	1.060240e-01	1.432872e-03	9.815817e-04	9.386147e-04	5.442906e-04	N/A
0.0217722     	1.055618e-01	1.421393e-03	9.777018e-04	9.354640e-04	5.425057e-04	N/A
0.0218987     	1.051132e-01	1.410792e-03	9.738872e-04	9.325829e-04	5.395359e-04	N/A
0.0220253     	1.046622e-01	1.400807e-03	9.702872e-04	9.304349e-04	5.390995e-04	N/A
0.0221519     	1.042191e-01	1.391100e-03	9.664538e-04	9.277747e-04	5.362984e-04	N/A
0.0222785     	1.037583e-01	1.381259e-03	9.626281e-04	9.250707e-04	5.350463e-04	N/A
0.0224051     	1.033055e-01	1.371445e-03	9.588942e-04	9.226459e-04	5.319624e-04	N/A
0.0225316     	1.028538e-01	1.361520e-03	9.552133e-04	9.208184e-04	5.316081e-04	N/A
0.0226582     	1.024174e-01	1.351516e-03	9.515713e-04	9.181189e-04	5.283068e-04	N/A
0.0227848     	1.019666e-01	1.341727e-03	9.481867e-04	9.161514e-04	5.277473e-04	N/A
0.0229114     	1.015187e-01	1.332272e-03	9.445898e-04	9.137829e-04	5.254256e-04	N/A
0.023038      	1.010727e-01	1.323214e-03	9.410103e-04	9.115170e-04	5.245921e-04	N/A
0.0231646     	1.006392e-01	1.314376e-03	9.374695e-04	9.092762e-04	5.214249e-04	N/A
0.0232911     	1.001858e-01	1.305338e-03	9.339156e-04	9.071429e-04	5.200434e-04	N/A
0.0234177     	9.973755e-02	1.296175e-03	9.304431e-04	9.052343e-04	5.175043e-04	N/A
0.0235443     	9.929767e-02	1.287012e-03	9.270442e-04	9.032107e-04	5.157010e-04	N/A
0.0236709     	9.886450e-02	1.278144e-03	9.238274e-04	9.015900e-04	5.153848e-04	N/A
0.0237975     	9.843303e-02	1.269416e-03	9.204129e-04	8.995806e-04	5.132139e-04	N/A
0.0239241     	9.800006e-02	1.260952e-03	9.170479e-04	8.976150e-04	5.110989e-04	N/A
0.0240506     	9.756730e-02	1.252589e-03	9.137123e-04	8.957638e-04	5.090753e-04	N/A
0.0241772     	9.715078e-02	1.244502e-03	9.104119e-04	8.939022e-04	5.070957e-04	N/A
0.0243038     	9.670966e-02	1.236182e-03	9.071360e-04	8.921970e-04	5.056631e-04	N/A
0.0244304     	9.627853e-02	1.227751e-03	9.039153e-04	8.901048e-04	5.037429e-04	N/A
0.024557      	9.585916e-02	1.219621e-03	9.009548e-04	8.891385e-04	5.035325e-04	N/A
0.0246835     	9.543530e-02	1.211643e-03	8.977429e-04	8.876001e-04	5.006361e-04	N/A
0.0248101     	9.503037e-02	1.204042e-03	8.945598e-04	8.859340e-04	4.986799e-04	N/A
0.0249367     	9.460393e-02	1.196223e-03	8.914195e-04	8.843108e-04	4.966719e-04	N/A
0.0250633     	9.419098e-02	1.188427e-03	8.882705e-04	8.823078e-04	4.956973e-04	N/A
0.0251899     	9.376747e-02	1.180763e-03	8.851455e-04	8.807778e-04	4.934000e-04	N/A
0.0253165     	9.337008e-02	1.173343e-03	8.821443e-04	8.792873e-04	4.927021e-04	N/A
0.025443      	9.295851e-02	1.165894e-03	8.793228e-04	8.783033e-04	4.927694e-04	N/A
0.0255696     	9.255329e-02	1.158516e-03	8.762895e-04	8.767967e-04	4.902053e-04	N/A
0.0256962     	9.217544e-02	1.151690e-03	8.733095e-04	8.756187e-04	4.881677e-04	N/A
0.0258228     	9.176210e-02	1.144438e-03	8.703376e-04	8.743188e-04	4.863526e-04	N/A
0.0259494     	9.136571e-02	1.137342e-03	8.674109e-04	8.727771e-04	4.847980e-04	N/A
0.0260759     	9.098078e-02	1.130358e-03	8.644848e-04	8.714623e-04	4.829839e-04	N/A
0.0262025     	9.057097e-02	1.123451e-03	8.616044e-04	8.699085e-04	4.811554e-04	N/A
0.0263291     	9.019493e-02	1.116880e-03	8.587309e-04	8.687172e-04	4.813692e-04	N/A
0.0264557     	8.981571e-02	1.110360e-03	8.560641e-04	8.678189e-04	4.807263e-04	N/A
0.0265823     	8.943382e-02	1.103775e-03	8.531152e-04	8.666237e-04	4.788734e-04	N/A
0.0267089     	8.907353e-02	1.097554e-03	8.502027e-04	8.655124e-04	4.771590e-04	N/A
0.0268354     	8.868694e-02	1.091167e-03	8.473391e-04	8.644228e-04	4.767312e-04	N/A
0.026962      	8.831162e-02	1.084968e-03	8.445105e-04	8.631111e-04	4.748019e-04	N/A
0.0270886     	8.794095e-02	1.078841e-03	8.416443e-04	8.620096e-04	4.724811e-04	N/A
0.0272152     	8.756953e-02	1.072471e-03	8.388215e-04	8.608884e-04	4.711886e-04	N/A
0.0273418     	8.720659e-02	1.066171e-03	8.359946e-04	8.597428e-04	4.697202e-04	N/A
0.0274684     	8.685978e-02	1.060206e-03	8.333937e-04	8.590770e-04	4.702880e-04	N/A
0.0275949     	8.653605e-02	1.054610e-03	8.305096e-04	8.580673e-04	4.689748e-04	N/A
0.0277215     	8.619784e-02	1.048806e-03	8.275814e-04	8.569678e-04	4.679316e-04	N/A
0.0278481     	8.590543e-02	1.043196e-03	8.247753e-04	8.560093e-04	4.672260e-04	N/A
0.0279747     	8.563567e-02	1.037641e-03	8.219813e-04	8.550997e-04	4.659202e-04	N/A
0.0281013     	8.537174e-02	1.032108e-03	8.192834e-04	8.542467e-04	4.637089e-04	N/A
0.0282278     	8.511848e-02	1.026608e-03	8.166405e-04	8.533075e-04	4.622004e-04	N/A
0.0283544     	8.487097e-02	1.021255e-03	8.139748e-04	8.523458e-04	4.609223e-04	N/A
0.028481      	8.463486e-02	1.016055e-03	8.116171e-04	8.518915e-04	4.622394e-04	N/A
0.0286076     	8.439565e-02	1.010806e-03	8.089621e-04	8.507666e-04	4.612435e-04	N/A
0.0287342     	8.415786e-02	1.005632e-03	8.062856e-04	8.498039e-04	4.594659e-04	N/A
0.0288608     	8.392077e-02	1.000505e-03	8.036914e-04	8.490042e-04	4.581563e-04	N/A
0.0289873     	8.368684e-02	9.954142e-04	8.011271e-04	8.481767e-04	4.574062e-04	N/A
0.0291139     	8.345473e-02	9.904383e-04	7.986109e-04	8.473392e-04	4.564449e-04	N/A
0.0292405     	8.322437e-02	9.855565e-04	7.961451e-04	8.465387e-04	4.554173e-04	N/A
0.0293671     	8.299346e-02	9.807689e-04	7.936734e-04	8.456885e-04	4.542027e-04	N/A
0.0294937     	8.276298e-02	9.760419e-04	7.911406e-04	8.448495e-04	4.532136e-04	N/A
0.0296203     	8.253791e-02	9.715195e-04	7.888482e-04	8.445041e-04	4.545852e-04	N/A
0.0297468     	8.230472e-02	9.669472e-04	7.861986e-04	8.435148e-04	4.545415e-04	N/A
0.0298734     	8.206922e-02	9.624078e-04	7.835420e-04	8.424885e-04	4.528841e-04	N/A
0.03          	8.183044e-02	9.579121e-04	7.808995e-04	8.415599e-04	4.517342e-04	N/A
0.0301282     	8.253248e-02	9.615275e-04	7.859429e-04	8.491110e-04	4.578165e-04	N/A
0.0302564     	8.235949e-02	9.599408e-04	7.829766e-04	8.480975e-04	4.545027e-04	N/A
0.0303846     	8.216536e-02	9.546911e-04	7.801221e-04	8.472486e-04	4.535420e-04	N/A
0.0305128     	8.195224e-02	9.485981e-04	7.774196e-04	8.463467e-04	4.541165e-04	N/A
0.030641      	8.172803e-02	9.429885e-04	7.748888e-04	8.453467e-04	4.524361e-04	N/A
0.0307692     	8.150310e-02	9.380293e-04	7.728698e-04	8.447337e-04	4.534124e-04	N/A
0.0308974     	8.126225e-02	9.331092e-04	7.706710e-04	8.434944e-04	4.523948e-04	N/A
0.0310256     	8.101509e-02	9.279912e-04	7.685550e-04	8.422387e-04	4.514642e-04	N/A
0.0311538     	8.077243e-02	9.226218e-04	7.665206e-04	8.410923e-04	4.513093e-04	N/A
0.0312821     	8.050614e-02	9.170301e-04	7.644967e-04	8.396369e-04	4.501010e-04	N/A
0.0314103     	8.024080e-02	9.114122e-04	7.623654e-04	8.382587e-04	4.489409e-04	N/A
0.0315385     	7.997377e-02	9.056712e-04	7.600897e-04	8.368157e-04	4.479528e-04	N/A
0.0316667     	7.970584e-02	8.997633e-04	7.576864e-04	8.353156e-04	4.470611e-04	N/A
0.0317949     	7.943461e-02	8.938186e-04	7.551616e-04	8.337478e-04	4.461695e-04	N/A
0.0319231     	7.917014e-02	8.877999e-04	7.529062e-04	8.326099e-04	4.474697e-04	N/A
0.0320513     	7.889698e-02	8.813402e-04	7.502924e-04	8.307367e-04	4.464976e-04	N/A
0.0321795     	7.862060e-02	8.745772e-04	7.476901e-04	8.287753e-04	4.455118e-04	N/A
0.0323077     	7.834210e-02	8.675693e-04	7.451436e-04	8.267379e-04	4.445046e-04	N/A
0.0324359     	7.799617e-02	8.594866e-04	7.429542e-04	8.246130e-04	4.435212e-04	N/A
0.0325641     	7.761236e-02	8.508249e-04	7.409027e-04	8.223995e-04	4.425631e-04	N/A
0.0326923     	7.726752e-02	8.436200e-04	7.386210e-04	8.201122e-04	4.415965e-04	N/A
