# y+ ()       
# Time        	patch         	min           	max           	average       
0.0235        	splitter	2.068526e+01	3.487957e+01	2.347787e+01
0.0235        	back	5.161063e+00	1.063531e+01	7.977579e+00
0.0235        	region0_to_wallFilmRegion_wallFilmFaces	5.992496e+00	1.961004e+01	1.130479e+01
0.024         	splitter	2.084768e+01	3.565571e+01	2.369698e+01
0.024         	back	5.151683e+00	1.060715e+01	7.982146e+00
0.024         	region0_to_wallFilmRegion_wallFilmFaces	5.992692e+00	1.972043e+01	1.129107e+01
0.0245        	splitter	2.107636e+01	3.680354e+01	2.401705e+01
0.0245        	back	5.142866e+00	1.055975e+01	7.985696e+00
0.0245        	region0_to_wallFilmRegion_wallFilmFaces	5.992771e+00	1.983240e+01	1.127806e+01
0.025         	splitter	2.135806e+01	3.846396e+01	2.449835e+01
0.025         	back	5.135569e+00	1.049617e+01	7.988853e+00
0.025         	region0_to_wallFilmRegion_wallFilmFaces	5.993043e+00	1.994376e+01	1.126560e+01
0.0255        	splitter	2.170430e+01	4.079783e+01	2.519845e+01
0.0255        	back	5.131058e+00	1.041797e+01	7.991765e+00
0.0255        	region0_to_wallFilmRegion_wallFilmFaces	5.993235e+00	2.005213e+01	1.125370e+01
0.026         	splitter	2.221456e+01	4.334897e+01	2.623770e+01
0.026         	back	5.130589e+00	1.032830e+01	7.995749e+00
0.026         	region0_to_wallFilmRegion_wallFilmFaces	5.992849e+00	2.015193e+01	1.124147e+01
0.0265        	splitter	2.289448e+01	5.006761e+01	2.788272e+01
0.0265        	back	5.139137e+00	1.023007e+01	8.001703e+00
0.0265        	region0_to_wallFilmRegion_wallFilmFaces	5.992723e+00	2.024187e+01	1.122859e+01
0.027         	splitter	2.383155e+01	5.096242e+01	2.966192e+01
0.027         	back	5.161367e+00	1.013684e+01	8.011160e+00
0.027         	region0_to_wallFilmRegion_wallFilmFaces	5.992025e+00	2.034080e+01	1.121471e+01
0.0275        	splitter	2.521413e+01	5.516808e+01	3.227817e+01
0.0275        	back	5.196318e+00	1.005090e+01	8.024447e+00
0.0275        	region0_to_wallFilmRegion_wallFilmFaces	5.991603e+00	2.042913e+01	1.119973e+01
0.028         	splitter	2.632099e+01	6.784464e+01	3.585365e+01
0.028         	back	5.242070e+00	9.962400e+00	8.042373e+00
0.028         	region0_to_wallFilmRegion_wallFilmFaces	5.990752e+00	2.050077e+01	1.118376e+01
0.0285        	splitter	2.829226e+01	7.611501e+01	3.880159e+01
0.0285        	back	5.282678e+00	9.873089e+00	8.065779e+00
