# y+ ()       
# Time        	patch         	min           	max           	average       
0.76          	splitter	3.349313e+01	5.748224e+01	3.764423e+01
0.76          	back	1.036484e+01	1.417686e+01	1.182696e+01
0.76          	sides	9.704752e+00	2.836744e+01	2.218385e+01
0.77          	splitter	3.347919e+01	5.747534e+01	3.764311e+01
0.77          	back	1.040555e+01	1.423489e+01	1.185543e+01
0.77          	sides	9.704582e+00	2.849819e+01	2.218667e+01
0.78          	splitter	3.347261e+01	5.745987e+01	3.764247e+01
0.78          	back	1.044204e+01	1.408183e+01	1.181809e+01
0.78          	sides	9.704571e+00	2.856331e+01	2.218907e+01
0.79          	splitter	3.348255e+01	5.745608e+01	3.764332e+01
0.79          	back	1.044466e+01	1.379852e+01	1.183910e+01
0.79          	sides	9.704761e+00	2.851544e+01	2.218786e+01
0.8           	splitter	3.349822e+01	5.747377e+01	3.764430e+01
0.8           	back	1.038553e+01	1.392373e+01	1.177956e+01
0.8           	sides	9.704457e+00	2.840963e+01	2.218455e+01
0.81          	splitter	3.349683e+01	5.748215e+01	3.764439e+01
0.81          	back	1.037206e+01	1.415015e+01	1.179816e+01
0.81          	sides	9.704763e+00	2.833878e+01	2.218354e+01
0.82          	splitter	3.348145e+01	5.747744e+01	3.764333e+01
0.82          	back	1.039998e+01	1.424336e+01	1.182972e+01
0.82          	sides	9.704564e+00	2.847956e+01	2.218601e+01
0.83          	splitter	3.347250e+01	5.746322e+01	3.764249e+01
0.83          	back	1.044393e+01	1.412639e+01	1.181177e+01
0.83          	sides	9.704589e+00	2.856075e+01	2.218880e+01
0.84          	splitter	3.348016e+01	5.745220e+01	3.764311e+01
0.84          	back	1.046426e+01	1.385847e+01	1.179989e+01
0.84          	sides	9.704749e+00	2.852970e+01	2.218835e+01
0.85          	splitter	3.349454e+01	5.747100e+01	3.764415e+01
0.85          	back	1.039532e+01	1.387367e+01	1.176176e+01
0.85          	sides	9.704458e+00	2.843359e+01	2.218509e+01
0.86          	splitter	3.350064e+01	5.748159e+01	3.764451e+01
0.86          	back	1.037106e+01	1.411599e+01	1.180777e+01
0.86          	sides	9.704772e+00	2.831448e+01	2.218340e+01
0.87          	splitter	3.348408e+01	5.747917e+01	3.764355e+01
0.87          	back	1.038883e+01	1.424267e+01	1.175632e+01
0.87          	sides	9.704547e+00	2.845665e+01	2.218539e+01
0.88          	splitter	3.347285e+01	5.746642e+01	3.764256e+01
0.88          	back	1.043707e+01	1.416315e+01	1.177676e+01
0.88          	sides	9.704608e+00	2.855446e+01	2.218843e+01
0.89          	splitter	3.347815e+01	5.744829e+01	3.764292e+01
0.89          	back	1.046579e+01	1.391598e+01	1.182645e+01
0.89          	sides	9.704736e+00	2.854319e+01	2.218875e+01
0.9           	splitter	3.349101e+01	5.746792e+01	3.764396e+01
0.9           	back	1.040509e+01	1.382170e+01	1.185165e+01
0.9           	sides	9.704462e+00	2.845559e+01	2.218571e+01
0.91          	splitter	3.350450e+01	5.748058e+01	3.764457e+01
0.91          	back	1.037207e+01	1.407670e+01	1.178522e+01
0.91          	sides	9.704780e+00	2.833163e+01	2.218342e+01
0.92          	splitter	3.348700e+01	5.748051e+01	3.764377e+01
0.92          	back	1.038222e+01	1.423417e+01	1.181757e+01
