# y+ ()       
# Time        	patch         	min           	max           	average       
0.54          	back	1.153027e+01	1.883437e+01	1.448002e+01
0.54          	sides	9.716180e+00	3.090861e+01	2.202674e+01
0.55          	splitter	3.347528e+01	5.762467e+01	3.766297e+01
0.55          	back	1.152454e+01	1.799375e+01	1.442540e+01
0.55          	sides	9.715731e+00	3.027801e+01	2.202623e+01
0.56          	splitter	3.350853e+01	5.764438e+01	3.766612e+01
0.56          	back	1.148481e+01	1.750498e+01	1.439259e+01
0.56          	sides	9.716258e+00	2.995744e+01	2.200852e+01
0.57          	splitter	3.347836e+01	5.764004e+01	3.766519e+01
0.57          	back	1.149646e+01	1.829825e+01	1.441701e+01
0.57          	sides	9.715833e+00	2.970990e+01	2.200033e+01
0.58          	splitter	3.345475e+01	5.761583e+01	3.766168e+01
0.58          	back	1.147329e+01	1.882584e+01	1.446800e+01
0.58          	sides	9.715999e+00	3.093630e+01	2.201099e+01
0.59          	splitter	3.345624e+01	5.759168e+01	3.766050e+01
0.59          	back	1.145169e+01	1.882926e+01	1.447547e+01
0.59          	sides	9.716182e+00	3.091089e+01	2.202686e+01
0.6           	splitter	3.347562e+01	5.762501e+01	3.766301e+01
0.6           	back	1.151235e+01	1.798139e+01	1.442703e+01
0.6           	sides	9.715730e+00	3.027611e+01	2.202609e+01
0.61          	splitter	3.350815e+01	5.764447e+01	3.766613e+01
0.61          	back	1.152853e+01	1.751449e+01	1.439417e+01
0.61          	sides	9.716258e+00	2.995430e+01	2.200831e+01
0.62          	splitter	3.347802e+01	5.763985e+01	3.766516e+01
0.62          	back	1.151607e+01	1.830632e+01	1.442027e+01
0.62          	sides	9.715835e+00	2.970473e+01	2.200036e+01
0.63          	splitter	3.345461e+01	5.761546e+01	3.766165e+01
0.63          	back	1.149900e+01	1.882990e+01	1.447057e+01
0.63          	sides	9.715997e+00	3.094943e+01	2.201119e+01
0.64          	splitter	3.345637e+01	5.759208e+01	3.766050e+01
0.64          	back	1.150867e+01	1.882398e+01	1.447607e+01
0.64          	sides	9.716183e+00	3.091298e+01	2.202699e+01
0.65          	splitter	3.347597e+01	5.762534e+01	3.766306e+01
0.65          	back	1.147860e+01	1.796913e+01	1.442457e+01
0.65          	sides	9.715729e+00	3.027390e+01	2.202594e+01
0.66          	splitter	3.350777e+01	5.764457e+01	3.766615e+01
0.66          	back	1.150052e+01	1.752395e+01	1.439559e+01
0.66          	sides	9.716257e+00	2.995081e+01	2.200811e+01
0.67          	splitter	3.347768e+01	5.763966e+01	3.766512e+01
0.67          	back	1.147892e+01	1.831437e+01	1.441695e+01
0.67          	sides	9.715837e+00	2.969960e+01	2.200040e+01
0.68          	splitter	3.345447e+01	5.761509e+01	3.766161e+01
0.68          	back	1.147144e+01	1.883388e+01	1.447085e+01
0.68          	sides	9.715995e+00	3.096213e+01	2.201139e+01
0.69          	splitter	3.345651e+01	5.759249e+01	3.766052e+01
0.69          	back	1.144945e+01	1.881854e+01	1.447266e+01
0.69          	sides	9.716185e+00	3.091435e+01	2.202711e+01
0.7           	splitter	3.347631e+01	5.762567e+01	3.766310e+01
0.7           	back	1.148200e+01	1.795666e+01	1.442023e+01
0.7           	sides	9.715728e+00	3.027133e+01	2.202578e+01
0.71          	splitter	3.350738e+01	5.764466e+01	3.766616e+01
0.71          	back	1.146075e+01	1.753345e+01	1.439439e+01
0.71          	sides	9.716256e+00	2.994720e+01	2.200791e+01
0.72          	splitter	3.347735e+01	5.763947e+01	3.766509e+01
0.72          	back	1.145287e+01	1.832233e+01	1.441544e+01
0.72          	sides	9.715838e+00	2.969435e+01	2.200043e+01
0.73          	splitter	3.345433e+01	5.761473e+01	3.766157e+01
0.73          	back	1.148544e+01	1.883772e+01	1.447544e+01
0.73          	sides	9.715993e+00	3.097433e+01	2.201159e+01
0.74          	splitter	3.345665e+01	5.759290e+01	3.766053e+01
0.74          	back	1.147319e+01	1.881294e+01	1.447527e+01
0.74          	sides	9.716187e+00	3.091542e+01	2.202723e+01
0.75          	splitter	3.347666e+01	5.762599e+01	3.766315e+01
0.75          	back	1.153651e+01	1.794424e+01	1.442416e+01
0.75          	sides	9.715728e+00	3.026852e+01	2.202563e+01
0.76          	splitter	3.350700e+01	5.764475e+01	3.766618e+01
0.76          	back	1.145969e+01	1.754289e+01	1.438873e+01
0.76          	sides	9.716255e+00	2.994330e+01	2.200771e+01
0.77          	splitter	3.347702e+01	5.763927e+01	3.766506e+01
0.77          	back	1.148169e+01	1.833032e+01	1.441500e+01
0.77          	sides	9.715840e+00	2.968913e+01	2.200047e+01
0.78          	splitter	3.345419e+01	5.761436e+01	3.766153e+01
0.78          	back	1.147942e+01	1.884149e+01	1.447111e+01
0.78          	sides	9.715991e+00	3.098613e+01	2.201179e+01
0.79          	splitter	3.345679e+01	5.759332e+01	3.766054e+01
