0             	3.000000e+02
0.01          	3.422915e+02
0.02          	3.450169e+02
0.03          	3.466942e+02
0.04          	3.468303e+02
0.05          	3.468133e+02
0.06          	3.467877e+02
0.07          	3.467615e+02
0.08          	3.467388e+02
0.09          	3.467193e+02
0.1           	3.466984e+02
0.11          	3.466750e+02
0.12          	3.466693e+02
0.13          	3.466358e+02
0.14          	3.466342e+02
0.15          	3.466175e+02
0.16          	3.466030e+02
0.17          	3.465871e+02
0.18          	3.465703e+02
0.19          	3.465703e+02
0.2           	3.465495e+02
