0.000000e+00		9.255740e+04	9.258193e+04	2.962229e+02
1.000000e-02		4.166720e+04	8.482676e+04	1.516971e+02
2.000000e-02		3.570151e+04	8.463644e+04	1.398761e+02
3.000000e-02		3.161901e+04	8.452710e+04	1.402608e+02
4.000000e-02		3.077459e+04	8.445194e+04	1.424850e+02
5.000000e-02		3.069528e+04	8.443469e+04	1.417554e+02
6.000000e-02		3.056759e+04	8.441368e+04	1.424532e+02
7.000000e-02		3.048045e+04	8.438655e+04	1.426956e+02
8.000000e-02		3.046605e+04	8.436902e+04	1.424244e+02
9.000000e-02		3.042417e+04	8.435412e+04	1.422860e+02
1.000000e-01		3.039326e+04	8.434068e+04	1.422236e+02
1.100000e-01		3.036957e+04	8.433030e+04	1.421660e+02
1.200000e-01		3.034828e+04	8.432131e+04	1.420467e+02
1.300000e-01		3.033633e+04	8.431377e+04	1.419751e+02
1.400000e-01		3.032025e+04	8.430708e+04	1.419082e+02
1.500000e-01		3.031174e+04	8.430208e+04	1.418526e+02
1.600000e-01		3.029987e+04	8.429768e+04	1.417859e+02
1.700000e-01		3.029451e+04	8.429478e+04	1.417455e+02
1.800000e-01		3.028873e+04	8.429273e+04	1.417151e+02
1.900000e-01		3.028430e+04	8.429126e+04	1.416845e+02
2.000000e-01		3.028129e+04	8.429021e+04	1.416581e+02
2.100000e-01		3.027909e+04	8.428944e+04	1.416400e+02
2.200000e-01		3.027663e+04	8.428843e+04	1.416151e+02
2.300000e-01		3.027548e+04	8.428757e+04	1.415953e+02
2.400000e-01		3.027437e+04	8.428708e+04	1.415860e+02
2.500000e-01		3.027460e+04	8.428680e+04	1.415839e+02
2.600000e-01		3.027599e+04	8.428702e+04	1.415828e+02
2.700000e-01		3.027444e+04	8.428732e+04	1.415820e+02
2.800000e-01		3.027212e+04	8.428738e+04	1.415681e+02
2.900000e-01		3.027164e+04	8.428747e+04	1.415592e+02
3.000000e-01		3.027260e+04	8.428762e+04	1.415548e+02
3.100000e-01		3.027267e+04	8.428773e+04	1.415485e+02
3.200000e-01		3.027248e+04	8.428781e+04	1.415429e+02
3.300000e-01		3.027278e+04	8.428781e+04	1.415412e+02
3.400000e-01		3.027218e+04	8.428783e+04	1.415391e+02
3.500000e-01		3.027311e+04	8.428782e+04	1.415368e+02
3.600000e-01		3.027212e+04	8.428784e+04	1.415344e+02
3.700000e-01		3.027347e+04	8.428784e+04	1.415322e+02
3.800000e-01		3.027214e+04	8.428788e+04	1.415303e+02
3.900000e-01		3.027370e+04	8.428791e+04	1.415280e+02
4.000000e-01		3.027224e+04	8.428795e+04	1.415268e+02
4.100000e-01		3.027359e+04	8.428800e+04	1.415254e+02
4.200000e-01		3.027231e+04	8.428804e+04	1.415249e+02
4.300000e-01		3.027377e+04	8.428826e+04	1.415261e+02
4.400000e-01		3.027260e+04	8.428830e+04	1.415255e+02
4.500000e-01		3.027272e+04	8.428831e+04	1.415241e+02
4.600000e-01		3.027282e+04	8.428831e+04	1.415253e+02
4.700000e-01		3.027203e+04	8.428827e+04	1.415245e+02
4.800000e-01		3.027281e+04	8.428819e+04	1.415251e+02
4.900000e-01		3.027113e+04	8.428808e+04	1.415241e+02
5.000000e-01		3.027224e+04	8.428796e+04	1.415244e+02
