# Region type : patch outlet
# Faces  :    121
# Area   :    4.800000e-04
# Time        	average(T)
0.0239024     	3.373546e+02
0.0240244     	3.374502e+02
0.0241463     	3.375453e+02
0.0242683     	3.376400e+02
0.0243902     	3.377342e+02
0.0245122     	3.378281e+02
0.0246341     	3.379215e+02
0.0247561     	3.380145e+02
0.024878      	3.381069e+02
0.025         	3.381989e+02
0.025122      	3.382903e+02
0.0252439     	3.383812e+02
0.0253659     	3.384716e+02
0.0254878     	3.385614e+02
0.0256098     	3.386507e+02
0.0257317     	3.387395e+02
0.0258537     	3.388278e+02
0.0259756     	3.389156e+02
0.0260976     	3.390028e+02
0.0262195     	3.390894e+02
0.0263415     	3.391752e+02
0.0264634     	3.392603e+02
0.0265854     	3.393447e+02
0.0267073     	3.394283e+02
0.0268293     	3.395112e+02
0.0269512     	3.395933e+02
0.0270732     	3.396747e+02
0.0271951     	3.397554e+02
0.0273171     	3.398353e+02
0.027439      	3.399146e+02
0.027561      	3.399930e+02
0.0276829     	3.400707e+02
0.0278049     	3.401476e+02
0.0279268     	3.402238e+02
0.0280488     	3.402992e+02
0.0281707     	3.403740e+02
0.0282927     	3.404483e+02
0.0284146     	3.405219e+02
0.0285366     	3.405952e+02
0.0286585     	3.406679e+02
0.0287805     	3.407402e+02
0.0289024     	3.408121e+02
0.0290244     	3.408834e+02
0.0291463     	3.409540e+02
0.0292683     	3.410240e+02
0.0293902     	3.410931e+02
0.0295122     	3.411615e+02
0.0296341     	3.412290e+02
0.0297561     	3.412956e+02
0.029878      	3.413613e+02
0.03          	3.414260e+02
0.0301235     	3.414904e+02
0.0302469     	3.415537e+02
0.0303704     	3.416159e+02
0.0304938     	3.416770e+02
0.0306173     	3.417371e+02
0.0307407     	3.417962e+02
0.0308642     	3.418544e+02
0.0309877     	3.419116e+02
0.0311111     	3.419680e+02
0.0312346     	3.420235e+02
0.031358      	3.420783e+02
0.0314815     	3.421325e+02
0.0316049     	3.421860e+02
0.0317284     	3.422389e+02
0.0318519     	3.422913e+02
0.0319753     	3.423432e+02
0.0320988     	3.423947e+02
0.0322222     	3.424458e+02
0.0323457     	3.424964e+02
0.0324691     	3.425466e+02
0.0325926     	3.425967e+02
0.032716      	3.426466e+02
0.0328395     	3.426965e+02
0.032963      	3.427465e+02
0.0330864     	3.427962e+02
0.0332099     	3.428454e+02
0.0333333     	3.428943e+02
0.0334568     	3.429431e+02
0.0335802     	3.429920e+02
0.0337037     	3.430411e+02
0.0338272     	3.430906e+02
0.0339506     	3.431404e+02
0.0340741     	3.431901e+02
0.0341975     	3.432402e+02
0.034321      	3.432907e+02
0.0344444     	3.433419e+02
0.0345679     	3.433937e+02
0.0346914     	3.434461e+02
0.0348148     	3.434997e+02
0.0349383     	3.435548e+02
0.0350617     	3.436116e+02
0.0351852     	3.436696e+02
0.0353086     	3.437288e+02
0.0354321     	3.437892e+02
0.0355556     	3.438511e+02
0.035679      	3.439147e+02
0.0358025     	3.439804e+02
0.0359259     	3.440482e+02
0.0360494     	3.441180e+02
0.0361728     	3.441898e+02
0.0362963     	3.442638e+02
0.0364198     	3.443400e+02
0.0365432     	3.444184e+02
0.0366667     	3.444994e+02
0.0367901     	3.445830e+02
0.0369136     	3.446700e+02
0.037037      	3.447607e+02
0.0371605     	3.448551e+02
0.037284      	3.449526e+02
0.0374074     	3.450546e+02
0.0375309     	3.451599e+02
0.0376543     	3.452692e+02
0.0377778     	3.453825e+02
0.0379012     	3.455000e+02
0.0380247     	3.456216e+02
0.0381481     	3.457477e+02
0.0382716     	3.458781e+02
0.0383951     	3.460128e+02
0.0385185     	3.461524e+02
0.038642      	3.462967e+02
0.0387654     	3.464456e+02
0.0388889     	3.465991e+02
0.0390123     	3.467570e+02
0.0391358     	3.469202e+02
0.0392593     	3.470869e+02
0.0393827     	3.472587e+02
0.0395062     	3.474339e+02
0.0396296     	3.476142e+02
0.0397531     	3.477979e+02
0.0398765     	3.479867e+02
0.04          	3.481785e+02
0.040125      	3.483775e+02
0.04025       	3.485804e+02
0.040375      	3.487872e+02
0.0405        	3.489977e+02
0.040625      	3.492118e+02
0.04075       	3.494295e+02
0.040875      	3.496506e+02
0.041         	3.498750e+02
0.041125      	3.501025e+02
0.04125       	3.503330e+02
0.041375      	3.505664e+02
0.0415        	3.508025e+02
0.041625      	3.510413e+02
0.04175       	3.512824e+02
0.041875      	3.515260e+02
0.042         	3.517717e+02
0.042125      	3.520195e+02
0.04225       	3.522693e+02
0.042375      	3.525210e+02
0.0425        	3.527747e+02
0.042625      	3.530302e+02
0.04275       	3.532873e+02
0.042875      	3.535461e+02
0.043         	3.538062e+02
0.043125      	3.540676e+02
0.04325       	3.543299e+02
0.043375      	3.545929e+02
0.0435        	3.548563e+02
0.043625      	3.551204e+02
0.04375       	3.553850e+02
0.043875      	3.556501e+02
0.044         	3.559156e+02
0.044125      	3.561814e+02
0.04425       	3.564471e+02
0.044375      	3.567127e+02
0.0445        	3.569768e+02
0.044625      	3.572419e+02
0.04475       	3.575052e+02
0.044875      	3.577682e+02
0.045         	3.580307e+02
0.045125      	3.582927e+02
0.04525       	3.585541e+02
0.045375      	3.588147e+02
0.0455        	3.590745e+02
0.045625      	3.593332e+02
0.04575       	3.595910e+02
0.045875      	3.598475e+02
0.046         	3.601030e+02
0.046125      	3.603572e+02
0.04625       	3.606103e+02
0.046375      	3.608623e+02
0.0465        	3.611132e+02
0.046625      	3.613629e+02
0.04675       	3.616112e+02
0.046875      	3.618583e+02
0.047         	3.621040e+02
0.047125      	3.623483e+02
0.04725       	3.625915e+02
0.047375      	3.628334e+02
0.0475        	3.630741e+02
0.047625      	3.633138e+02
0.04775       	3.635524e+02
0.047875      	3.637900e+02
0.048         	3.640263e+02
0.048125      	3.642613e+02
0.04825       	3.644950e+02
0.048375      	3.647274e+02
0.0485        	3.649585e+02
0.048625      	3.651883e+02
0.04875       	3.654169e+02
0.048875      	3.656444e+02
0.049         	3.658706e+02
0.049125      	3.660955e+02
0.04925       	3.663189e+02
0.049375      	3.665407e+02
0.0495        	3.667609e+02
0.049625      	3.669794e+02
0.04975       	3.671959e+02
0.049875      	3.674106e+02
0.05          	3.676232e+02
0.050125      	3.678341e+02
0.05025       	3.680427e+02
0.050375      	3.682488e+02
0.0505        	3.684522e+02
0.050625      	3.686528e+02
0.05075       	3.688504e+02
0.050875      	3.690449e+02
0.051         	3.692362e+02
0.051125      	3.694242e+02
0.05125       	3.696085e+02
0.051375      	3.697887e+02
0.0515        	3.699646e+02
0.051625      	3.701360e+02
0.05175       	3.703027e+02
0.051875      	3.704644e+02
0.052         	3.706211e+02
0.052125      	3.707727e+02
0.05225       	3.709186e+02
0.052375      	3.710583e+02
0.0525        	3.711912e+02
0.052625      	3.713173e+02
0.05275       	3.714363e+02
0.052875      	3.715482e+02
0.053         	3.716532e+02
0.053125      	3.717514e+02
0.05325       	3.718421e+02
0.053375      	3.719249e+02
0.0535        	3.719990e+02
0.053625      	3.720645e+02
0.05375       	3.721214e+02
0.053875      	3.721703e+02
0.054         	3.722114e+02
0.054125      	3.722446e+02
0.05425       	3.722699e+02
0.054375      	3.722867e+02
0.0545        	3.722941e+02
0.054625      	3.722925e+02
0.05475       	3.722828e+02
0.054875      	3.722654e+02
0.055         	3.722406e+02
0.055125      	3.722085e+02
0.05525       	3.721692e+02
0.055375      	3.721213e+02
0.0555        	3.720656e+02
0.055625      	3.720027e+02
0.05575       	3.719331e+02
0.055875      	3.718576e+02
0.056         	3.717764e+02
0.056125      	3.716888e+02
0.05625       	3.715949e+02
0.056375      	3.714956e+02
0.0565        	3.713912e+02
0.056625      	3.712798e+02
0.05675       	3.711631e+02
0.056875      	3.710417e+02
0.057         	3.709161e+02
0.057125      	3.707857e+02
0.05725       	3.706505e+02
0.057375      	3.705103e+02
0.0575        	3.703657e+02
0.057625      	3.702177e+02
0.05775       	3.700674e+02
0.057875      	3.699160e+02
0.058         	3.697641e+02
0.058125      	3.696124e+02
0.05825       	3.694614e+02
0.058375      	3.693115e+02
0.0585        	3.691630e+02
0.058625      	3.690165e+02
0.05875       	3.688721e+02
0.058875      	3.687303e+02
0.059         	3.685912e+02
0.059125      	3.684551e+02
0.05925       	3.683223e+02
0.059375      	3.681930e+02
0.0595        	3.680672e+02
0.059625      	3.679452e+02
0.05975       	3.678272e+02
0.059875      	3.677132e+02
0.06          	3.676033e+02
0.060125      	3.674977e+02
0.06025       	3.673964e+02
0.060375      	3.672995e+02
0.0605        	3.672070e+02
0.060625      	3.671190e+02
0.06075       	3.670355e+02
0.060875      	3.669566e+02
0.061         	3.668823e+02
0.061125      	3.668126e+02
0.06125       	3.667473e+02
0.061375      	3.666866e+02
0.0615        	3.666303e+02
0.061625      	3.665785e+02
0.06175       	3.665310e+02
0.061875      	3.664877e+02
0.062         	3.664487e+02
0.062125      	3.664138e+02
0.06225       	3.663825e+02
0.062375      	3.663552e+02
0.0625        	3.663318e+02
0.062625      	3.663123e+02
0.06275       	3.662964e+02
0.062875      	3.662843e+02
0.063         	3.662756e+02
0.063125      	3.662705e+02
0.06325       	3.662688e+02
0.063375      	3.662704e+02
0.0635        	3.662752e+02
0.063625      	3.662831e+02
0.06375       	3.662940e+02
0.063875      	3.663080e+02
0.064         	3.663247e+02
0.064125      	3.663443e+02
0.06425       	3.663665e+02
0.064375      	3.663913e+02
0.0645        	3.664185e+02
0.064625      	3.664481e+02
0.06475       	3.664801e+02
0.064875      	3.665142e+02
0.065         	3.665505e+02
0.065125      	3.665888e+02
0.06525       	3.666263e+02
0.065375      	3.666686e+02
0.0655        	3.667100e+02
0.065625      	3.667532e+02
0.06575       	3.667981e+02
0.065875      	3.668446e+02
0.066         	3.668928e+02
0.066125      	3.669424e+02
0.06625       	3.669935e+02
0.066375      	3.670461e+02
0.0665        	3.671000e+02
0.066625      	3.671552e+02
0.06675       	3.672116e+02
0.066875      	3.672692e+02
0.067         	3.673280e+02
0.067125      	3.673879e+02
0.06725       	3.674489e+02
0.067375      	3.675109e+02
0.0675        	3.675739e+02
0.067625      	3.676379e+02
0.06775       	3.677028e+02
0.067875      	3.677686e+02
0.068         	3.678352e+02
0.068125      	3.679027e+02
0.06825       	3.679709e+02
0.068375      	3.680398e+02
0.0685        	3.681093e+02
0.068625      	3.681796e+02
0.06875       	3.682505e+02
0.068875      	3.683219e+02
0.069         	3.683940e+02
0.069125      	3.684666e+02
0.06925       	3.685398e+02
0.069375      	3.686134e+02
0.0695        	3.686875e+02
0.069625      	3.687621e+02
0.06975       	3.688370e+02
0.069875      	3.689123e+02
0.07          	3.689879e+02
0.070125      	3.690638e+02
0.07025       	3.691400e+02
0.070375      	3.692165e+02
0.0705        	3.692932e+02
0.070625      	3.693700e+02
0.07075       	3.694471e+02
0.070875      	3.695243e+02
0.071         	3.696016e+02
0.071125      	3.696790e+02
0.07125       	3.697564e+02
0.071375      	3.698338e+02
0.0715        	3.699113e+02
0.071625      	3.699887e+02
0.07175       	3.700660e+02
0.071875      	3.701433e+02
0.072         	3.702206e+02
0.072125      	3.702977e+02
0.07225       	3.703749e+02
0.072375      	3.704519e+02
0.0725        	3.705288e+02
0.072625      	3.706056e+02
0.07275       	3.706823e+02
0.072875      	3.707588e+02
0.073         	3.708351e+02
0.073125      	3.709111e+02
0.07325       	3.709870e+02
0.073375      	3.710626e+02
0.0735        	3.711380e+02
0.073625      	3.712132e+02
0.07375       	3.712881e+02
0.073875      	3.713626e+02
0.074         	3.714369e+02
0.074125      	3.715109e+02
0.07425       	3.715824e+02
0.074375      	3.716557e+02
0.0745        	3.717265e+02
0.074625      	3.717992e+02
0.07475       	3.718693e+02
0.074875      	3.719391e+02
0.075         	3.720085e+02
0.075125      	3.720776e+02
0.07525       	3.721463e+02
0.075375      	3.722146e+02
0.0755        	3.722826e+02
0.075625      	3.723502e+02
0.07575       	3.724174e+02
0.075875      	3.724843e+02
0.076         	3.725507e+02
0.076125      	3.726167e+02
0.07625       	3.726823e+02
0.076375      	3.727475e+02
0.0765        	3.728122e+02
0.076625      	3.728765e+02
0.07675       	3.729403e+02
0.076875      	3.730037e+02
0.077         	3.730666e+02
0.077125      	3.731289e+02
0.07725       	3.731908e+02
0.077375      	3.732521e+02
0.0775        	3.733130e+02
0.077625      	3.733733e+02
0.07775       	3.734331e+02
0.077875      	3.734924e+02
0.078         	3.735511e+02
0.078125      	3.736094e+02
0.07825       	3.736672e+02
0.078375      	3.737245e+02
0.0785        	3.737813e+02
0.078625      	3.738377e+02
0.07875       	3.738936e+02
0.078875      	3.739490e+02
0.079         	3.740040e+02
0.079125      	3.740586e+02
0.07925       	3.741126e+02
0.079375      	3.741662e+02
0.0795        	3.742194e+02
0.079625      	3.742721e+02
0.07975       	3.743245e+02
0.079875      	3.743764e+02
0.08          	3.744280e+02
