Time,"U:0","U:1","U:2","UMean:0","UMean:1","UMean:2","UPrime2Mean:0","UPrime2Mean:1","UPrime2Mean:2","UPrime2Mean:3","UPrime2Mean:4","UPrime2Mean:5","epsilon","k","kMean","kPrime2Mean","nut","p","pMean","pPrime2Mean","yPlus","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
9.40000e-01,-4.34381e-02,1.74123e+01,0.00000e+00,-7.12812e-02,1.73043e+01,0.00000e+00,1.48948e-03,5.39539e-02,0.00000e+00,-5.07626e-03,0.00000e+00,0.00000e+00,1.51764e+01,8.44828e-01,8.48934e-01,1.89667e-03,4.42891e-03,-2.18860e+01,-2.03952e+01,9.11210e+00,0.00000e+00,1,6.48000e-03,-1.13520e-01,1.00000e-01,0.00000e+00
9.40000e-01,-4.66677e-02,1.74216e+01,0.00000e+00,-7.52517e-02,1.73132e+01,0.00000e+00,1.58954e-03,5.39478e-02,0.00000e+00,-5.25782e-03,0.00000e+00,0.00000e+00,1.48230e+01,8.65273e-01,8.69144e-01,1.99481e-03,4.73649e-03,-2.19161e+01,-2.04225e+01,9.13308e+00,0.00000e+00,1,6.72000e-03,-1.13280e-01,1.00000e-01,0.00000e+00
9.40000e-01,-4.98973e-02,1.74309e+01,0.00000e+00,-7.92223e-02,1.73221e+01,0.00000e+00,1.68960e-03,5.39417e-02,0.00000e+00,-5.43937e-03,0.00000e+00,0.00000e+00,1.44696e+01,8.85718e-01,8.89353e-01,2.09295e-03,5.04408e-03,-2.19463e+01,-2.04498e+01,9.15406e+00,0.00000e+00,1,6.96000e-03,-1.13040e-01,1.00000e-01,0.00000e+00
9.40000e-01,-5.31270e-02,1.74403e+01,0.00000e+00,-8.31929e-02,1.73309e+01,0.00000e+00,1.78966e-03,5.39356e-02,0.00000e+00,-5.62093e-03,0.00000e+00,0.00000e+00,1.41162e+01,9.06164e-01,9.09563e-01,2.19110e-03,5.35167e-03,-2.19764e+01,-2.04771e+01,9.17504e+00,0.00000e+00,1,7.20000e-03,-1.12800e-01,1.00000e-01,0.00000e+00
9.40000e-01,-5.63305e-02,1.74488e+01,0.00000e+00,-8.71330e-02,1.73389e+01,0.00000e+00,1.89784e-03,5.39430e-02,0.00000e+00,-5.80296e-03,0.00000e+00,0.00000e+00,1.38628e+01,9.26551e-01,9.29678e-01,2.29095e-03,5.65317e-03,-2.20081e+01,-2.05055e+01,9.19695e+00,0.00000e+00,1,7.44000e-03,-1.12560e-01,1.00000e-01,0.00000e+00
9.40000e-01,-5.94836e-02,1.74556e+01,0.00000e+00,-9.10147e-02,1.73453e+01,0.00000e+00,2.02166e-03,5.39764e-02,0.00000e+00,-5.98590e-03,0.00000e+00,0.00000e+00,1.38016e+01,9.46827e-01,9.49613e-01,2.39408e-03,5.94299e-03,-2.20428e+01,-2.05362e+01,9.22063e+00,0.00000e+00,1,7.68000e-03,-1.12320e-01,1.00000e-01,0.00000e+00
9.40000e-01,-6.26367e-02,1.74624e+01,0.00000e+00,-9.48963e-02,1.73516e+01,0.00000e+00,2.14547e-03,5.40098e-02,0.00000e+00,-6.16884e-03,0.00000e+00,0.00000e+00,1.37404e+01,9.67102e-01,9.69548e-01,2.49721e-03,6.23281e-03,-2.20775e+01,-2.05669e+01,9.24431e+00,0.00000e+00,1,7.92000e-03,-1.12080e-01,1.00000e-01,0.00000e+00
9.40000e-01,-6.57898e-02,1.74693e+01,0.00000e+00,-9.87781e-02,1.73579e+01,0.00000e+00,2.26929e-03,5.40432e-02,0.00000e+00,-6.35178e-03,0.00000e+00,0.00000e+00,1.36792e+01,9.87378e-01,9.89484e-01,2.60034e-03,6.52264e-03,-2.21122e+01,-2.05976e+01,9.26799e+00,0.00000e+00,1,8.16000e-03,-1.11840e-01,1.00000e-01,0.00000e+00
9.40000e-01,-6.89429e-02,1.74761e+01,0.00000e+00,-1.02660e-01,1.73643e+01,0.00000e+00,2.39310e-03,5.40766e-02,0.00000e+00,-6.53472e-03,0.00000e+00,0.00000e+00,1.36180e+01,1.00765e+00,1.00942e+00,2.70347e-03,6.81246e-03,-2.21469e+01,-2.06282e+01,9.29168e+00,0.00000e+00,1,8.40000e-03,-1.11600e-01,1.00000e-01,0.00000e+00
9.40000e-01,-7.20960e-02,1.74830e+01,0.00000e+00,-1.06541e-01,1.73706e+01,0.00000e+00,2.51691e-03,5.41100e-02,0.00000e+00,-6.71766e-03,0.00000e+00,0.00000e+00,1.35568e+01,1.02793e+00,1.02935e+00,2.80660e-03,7.10228e-03,-2.21816e+01,-2.06589e+01,9.31536e+00,0.00000e+00,1,8.64000e-03,-1.11360e-01,1.00000e-01,0.00000e+00
