Time,"U:0","U:1","U:2","epsilon","k","nut","p","yPlus","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
2.000000e+03,-3.505853e-01,1.778287e+01,0.000000e+00,5.146407e+01,3.035197e+00,1.634720e-02,-2.173883e+01,0.000000e+00,1,2.760000e-02,-9.240000e-02,1.000000e-01,0.000000e+00
2.000000e+03,-3.532456e-01,1.778631e+01,0.000000e+00,5.277687e+01,3.073607e+00,1.636024e-02,-2.182201e+01,0.000000e+00,1,2.784000e-02,-9.216000e-02,1.000000e-01,0.000000e+00
2.000000e+03,-3.559060e-01,1.778975e+01,0.000000e+00,5.408972e+01,3.112017e+00,1.637327e-02,-2.190518e+01,0.000000e+00,1,2.808000e-02,-9.192000e-02,1.000000e-01,0.000000e+00
2.000000e+03,-3.585663e-01,1.779320e+01,0.000000e+00,5.540253e+01,3.150427e+00,1.638631e-02,-2.198836e+01,0.000000e+00,1,2.832000e-02,-9.168000e-02,1.000000e-01,0.000000e+00
2.000000e+03,-3.612266e-01,1.779664e+01,0.000000e+00,5.671533e+01,3.188836e+00,1.639935e-02,-2.207153e+01,0.000000e+00,1,2.856000e-02,-9.144000e-02,1.000000e-01,0.000000e+00
2.000000e+03,-3.638870e-01,1.780008e+01,0.000000e+00,5.802814e+01,3.227246e+00,1.641239e-02,-2.215471e+01,0.000000e+00,1,2.880000e-02,-9.120000e-02,1.000000e-01,0.000000e+00
2.000000e+03,-3.665473e-01,1.780352e+01,0.000000e+00,5.934098e+01,3.265656e+00,1.642542e-02,-2.223788e+01,0.000000e+00,1,2.904000e-02,-9.096000e-02,1.000000e-01,0.000000e+00
2.000000e+03,-3.692077e-01,1.780696e+01,0.000000e+00,6.065379e+01,3.304066e+00,1.643846e-02,-2.232105e+01,0.000000e+00,1,2.928000e-02,-9.072000e-02,1.000000e-01,0.000000e+00
2.000000e+03,-3.718680e-01,1.781041e+01,0.000000e+00,6.196660e+01,3.342475e+00,1.645150e-02,-2.240423e+01,0.000000e+00,1,2.952000e-02,-9.048000e-02,1.000000e-01,0.000000e+00
2.000000e+03,-3.745283e-01,1.781385e+01,0.000000e+00,6.327940e+01,3.380885e+00,1.646454e-02,-2.248740e+01,0.000000e+00,1,2.976000e-02,-9.024000e-02,1.000000e-01,0.000000e+00
