0             	  0.000000e+00 0.000000e+00 0.000000e+00   0.000000e+00 -3.068994e-02 0.000000e+00   0.000000e+00 0.000000e+00 0.000000e+00     0.000000e+00 0.000000e+00 0.000000e+00   0.000000e+00 0.000000e+00 -5.421011e-20   0.000000e+00 0.000000e+00 0.000000e+00  
0.01          	  6.333752e-07 3.074440e-02 -3.546607e-20   -7.479436e-08 -1.465796e-04 6.194025e-22   0.000000e+00 0.000000e+00 0.000000e+00     -5.964580e-22 1.970020e-22 -2.844967e-08   8.266687e-24 -6.525037e-24 3.951944e-09   0.000000e+00 0.000000e+00 0.000000e+00  
0.02          	  2.640964e-07 2.950214e-02 -3.353676e-20   -8.931872e-08 -1.454166e-04 6.799041e-22   0.000000e+00 0.000000e+00 0.000000e+00     -5.583544e-22 1.965970e-22 -1.288312e-08   9.603275e-24 -7.254330e-24 4.203224e-09   0.000000e+00 0.000000e+00 0.000000e+00  
0.03          	  3.295730e-07 2.953422e-02 -3.358034e-20   -8.047311e-08 -1.451313e-04 6.641895e-22   0.000000e+00 0.000000e+00 0.000000e+00     -5.591239e-22 1.993408e-22 -1.147003e-08   9.302061e-24 -7.877789e-24 4.161959e-09   0.000000e+00 0.000000e+00 0.000000e+00  
0.04          	  1.174141e-07 2.964564e-02 -3.375836e-20   1.743587e-06 -1.476372e-04 6.572784e-22   0.000000e+00 0.000000e+00 0.000000e+00     -5.635910e-22 2.050793e-22 -9.194226e-09   8.863830e-24 -6.414969e-24 -1.372169e-07   0.000000e+00 0.000000e+00 0.000000e+00  
0.05          	  9.694001e-07 2.968526e-02 -3.359329e-20   -9.032163e-08 -1.428351e-04 6.140825e-22   0.000000e+00 0.000000e+00 0.000000e+00     -5.608184e-22 2.204671e-22 -4.989640e-08   8.190480e-24 -8.883407e-24 7.081731e-09   0.000000e+00 0.000000e+00 0.000000e+00  
0.06          	  1.782390e-06 2.966373e-02 -3.337604e-20   -1.716008e-06 -1.453829e-04 6.486971e-22   0.000000e+00 0.000000e+00 0.000000e+00     -5.569731e-22 2.329064e-22 -8.343890e-08   9.143436e-24 -9.744916e-24 1.351496e-07   0.000000e+00 0.000000e+00 0.000000e+00  
0.07          	  1.147778e-06 2.963229e-02 -3.316948e-20   -1.683916e-07 -1.414965e-04 5.609317e-22   0.000000e+00 0.000000e+00 0.000000e+00     -5.531742e-22 2.432887e-22 2.469271e-08   7.093292e-24 -1.108943e-23 2.551411e-09   0.000000e+00 0.000000e+00 0.000000e+00  
0.08          	  5.381419e-07 2.960677e-02 -3.295774e-20   1.541723e-06 -1.445103e-04 5.059731e-22   0.000000e+00 0.000000e+00 0.000000e+00     -5.494260e-22 2.560123e-22 9.835734e-08   5.876291e-24 -1.185127e-23 -1.292443e-07   0.000000e+00 0.000000e+00 0.000000e+00  
0.09          	  3.079977e-06 2.959639e-02 -3.291796e-20   -6.375828e-07 -1.495158e-04 5.975700e-22   0.000000e+00 0.000000e+00 0.000000e+00     -5.488424e-22 2.574724e-22 -1.688463e-07   7.834868e-24 -1.111474e-23 5.787938e-08   0.000000e+00 0.000000e+00 0.000000e+00  
0.1           	  1.751946e-06 2.958998e-02 -3.297164e-20   -3.748545e-07 -1.496157e-04 6.355679e-22   0.000000e+00 0.000000e+00 0.000000e+00     -5.497446e-22 2.534057e-22 -1.638379e-07   8.695697e-24 -1.132730e-23 4.160925e-08   0.000000e+00 0.000000e+00 0.000000e+00  
0.11          	  3.381091e-07 2.958838e-02 -3.305151e-20   -8.163223e-08 -1.504212e-04 6.426470e-22   0.000000e+00 0.000000e+00 0.000000e+00     -5.516214e-22 2.509659e-22 -3.275696e-09   8.876448e-24 -1.133520e-23 6.230125e-09   0.000000e+00 0.000000e+00 0.000000e+00  
0.12          	  7.813066e-07 2.957392e-02 -3.300355e-20   -2.462473e-06 -1.460960e-04 6.289704e-22   0.000000e+00 0.000000e+00 0.000000e+00     -5.501663e-22 2.495053e-22 1.186371e-08   8.473466e-24 -1.202625e-23 1.931160e-07   0.000000e+00 0.000000e+00 0.000000e+00  
0.13          	  -5.587313e-07 2.956614e-02 -3.298868e-20   -2.997141e-06 -1.458346e-04 6.142473e-22   0.000000e+00 0.000000e+00 0.000000e+00     -5.498173e-22 2.490482e-22 -5.732861e-08   8.075895e-24 -1.090478e-23 1.828141e-07   0.000000e+00 0.000000e+00 0.000000e+00  
0.14          	  -1.070697e-06 2.955923e-02 -3.299150e-20   2.552132e-07 -1.491030e-04 6.412292e-22   0.000000e+00 0.000000e+00 0.000000e+00     -5.501788e-22 2.506283e-22 1.439643e-07   8.727690e-24 -1.071301e-23 -3.540009e-08   0.000000e+00 0.000000e+00 0.000000e+00  
0.15          	  4.451939e-07 2.956601e-02 -3.304426e-20   -6.679146e-08 -1.415629e-04 6.698217e-22   0.000000e+00 0.000000e+00 0.000000e+00     -5.516222e-22 2.511376e-22 -3.621745e-09   9.454170e-24 -1.115329e-23 7.722117e-09   0.000000e+00 0.000000e+00 0.000000e+00  
0.16          	  2.033912e-06 2.955300e-02 -3.293542e-20   -4.514721e-07 -1.488396e-04 6.428345e-22   0.000000e+00 0.000000e+00 0.000000e+00     -5.488152e-22 2.506112e-22 -1.300922e-07   8.682484e-24 -1.093002e-23 4.306670e-08   0.000000e+00 0.000000e+00 0.000000e+00  
0.17          	  -9.154972e-07 2.955233e-02 -3.294577e-20   -2.140830e-07 -1.482165e-04 6.485290e-22   0.000000e+00 0.000000e+00 0.000000e+00     -5.490621e-22 2.512107e-22 3.823275e-08   8.842465e-24 -1.116652e-23 8.920081e-09   0.000000e+00 0.000000e+00 0.000000e+00  
0.18          	  4.773397e-08 2.955385e-02 -3.296955e-20   -1.404701e-07 -1.482228e-04 6.531687e-22   0.000000e+00 0.000000e+00 0.000000e+00     -5.496634e-22 2.510503e-22 1.307213e-08   8.943032e-24 -1.085292e-23 6.504956e-09   0.000000e+00 0.000000e+00 0.000000e+00  
0.19          	  4.205439e-06 2.955451e-02 -3.292792e-20   -2.403041e-06 -1.465984e-04 6.571197e-22   0.000000e+00 0.000000e+00 0.000000e+00     -5.484985e-22 2.503245e-22 -1.620887e-07   9.026179e-24 -1.136827e-23 2.018698e-07   0.000000e+00 0.000000e+00 0.000000e+00  
0.2           	  8.285829e-06 2.955284e-02 -3.295344e-20   1.000876e-06 -1.449617e-04 6.709445e-22   0.000000e+00 0.000000e+00 0.000000e+00     -5.492856e-22 2.503812e-22 -6.499520e-08   9.395675e-24 -1.114317e-23 -1.118034e-07   0.000000e+00 0.000000e+00 0.000000e+00  
0.21          	  -8.695847e-08 2.955422e-02 -3.297426e-20   -2.526765e-06 -1.458918e-04 6.810845e-22   0.000000e+00 0.000000e+00 0.000000e+00     -5.499286e-22 2.517521e-22 -7.126692e-08   9.681409e-24 -1.129817e-23 1.903461e-07   0.000000e+00 0.000000e+00 0.000000e+00  
0.22          	  1.079745e-06 2.955402e-02 -3.296912e-20   -9.909887e-08 -1.506016e-04 6.394451e-22   0.000000e+00 0.000000e+00 0.000000e+00     -5.498640e-22 2.517332e-22 1.713475e-09   8.553108e-24 -1.129725e-23 2.654320e-09   0.000000e+00 0.000000e+00 0.000000e+00  
0.23          	  3.958925e-06 2.955335e-02 -3.295223e-20   -5.598464e-07 -1.489804e-04 6.650468e-22   0.000000e+00 0.000000e+00 0.000000e+00     -5.493613e-22 2.511851e-22 -1.900385e-07   9.196020e-24 -1.070093e-23 5.078644e-08   0.000000e+00 0.000000e+00 0.000000e+00  
0.24          	  1.540500e-06 2.954815e-02 -3.294523e-20   -2.628061e-06 -1.464049e-04 6.633425e-22   0.000000e+00 0.000000e+00 0.000000e+00     -5.492124e-22 2.516312e-22 -4.763067e-08   9.132369e-24 -1.134750e-23 2.031664e-07   0.000000e+00 0.000000e+00 0.000000e+00  
0.25          	  1.835433e-06 2.955036e-02 -3.294476e-20   -1.263591e-07 -1.415261e-04 6.856401e-22   0.000000e+00 0.000000e+00 0.000000e+00     -5.490992e-22 2.512710e-22 -7.870439e-08   9.760725e-24 -1.120082e-23 2.162826e-08   0.000000e+00 0.000000e+00 0.000000e+00  
0.26          	  4.171811e-06 2.954777e-02 -3.294225e-20   -2.019368e-08 -1.416955e-04 6.497982e-22   0.000000e+00 0.000000e+00 0.000000e+00     -5.491054e-22 2.512880e-22 -1.740033e-07   8.810114e-24 -1.112676e-23 9.346651e-09   0.000000e+00 0.000000e+00 0.000000e+00  
0.27          	  -2.176377e-06 2.954566e-02 -3.296370e-20   -2.701405e-06 -1.463337e-04 6.563931e-22   0.000000e+00 0.000000e+00 0.000000e+00     -5.497610e-22 2.524010e-22 -9.264383e-09   9.006103e-24 -1.095755e-23 1.924388e-07   0.000000e+00 0.000000e+00 0.000000e+00  
0.28          	  7.096526e-07 2.954798e-02 -3.299265e-20   2.607533e-06 -1.467146e-04 6.830284e-22   0.000000e+00 0.000000e+00 0.000000e+00     -5.506568e-22 2.527536e-22 9.475845e-08   9.632222e-24 -1.106575e-23 -2.035924e-07   0.000000e+00 0.000000e+00 0.000000e+00  
0.29          	  1.337847e-06 2.955016e-02 -3.297040e-20   -1.904379e-07 -1.505154e-04 6.453993e-22   0.000000e+00 0.000000e+00 0.000000e+00     -5.500535e-22 2.523492e-22 -1.042047e-07   8.640338e-24 -1.174189e-23 6.824973e-09   0.000000e+00 0.000000e+00 0.000000e+00  
0.3           	  -4.032788e-06 2.955006e-02 -3.296751e-20   -1.465133e-07 -1.504176e-04 6.342889e-22   0.000000e+00 0.000000e+00 0.000000e+00     -5.498319e-22 2.526785e-22 2.173011e-07   8.331972e-24 -1.063895e-23 1.945705e-09   0.000000e+00 0.000000e+00 0.000000e+00  
