# Residuals     
# Time          	p               	Ux              	Uy              	Uz              	k               	epsilon         
244             	1.98120428e-02	1.93501150e-03	8.80481481e-04	1.72287490e-03	9.12968918e-04	7.40726855e-04
245             	2.02262043e-02	1.92823603e-03	8.76487346e-04	1.72025481e-03	9.10405676e-04	7.70695832e-04
246             	2.07539889e-02	1.90910230e-03	8.72543585e-04	1.70577897e-03	9.04542535e-04	7.67591878e-04
247             	2.08841057e-02	1.89960432e-03	8.68535762e-04	1.70096136e-03	9.02432486e-04	7.74441861e-04
248             	2.10494158e-02	1.89367901e-03	8.64928792e-04	1.69894867e-03	8.93090885e-04	7.70612470e-04
249             	2.14477601e-02	1.88733662e-03	8.63794745e-04	1.69488745e-03	8.83618515e-04	7.49582513e-04
250             	2.15215627e-02	1.87102688e-03	8.58753724e-04	1.68353358e-03	8.73016322e-04	7.04047383e-04
251             	2.08234425e-02	1.85907592e-03	8.55066115e-04	1.67762073e-03	8.59693433e-04	6.90661283e-04
252             	1.98566214e-02	1.85054216e-03	8.51808670e-04	1.67250842e-03	8.51281543e-04	6.77883445e-04
253             	1.91044420e-02	1.84140502e-03	8.49064305e-04	1.66559448e-03	8.42674400e-04	6.59573987e-04
254             	1.82299715e-02	1.83555041e-03	8.45707289e-04	1.66314113e-03	8.40132185e-04	6.57885018e-04
255             	1.74236310e-02	1.82752465e-03	8.42763919e-04	1.65888871e-03	8.36958649e-04	6.77964383e-04
256             	1.67072382e-02	1.82182727e-03	8.39574715e-04	1.65245152e-03	8.39365648e-04	6.93371548e-04
257             	1.65740025e-02	1.82437172e-03	8.39631643e-04	1.65253337e-03	8.41980580e-04	7.23844787e-04
258             	1.75977596e-02	1.81436631e-03	8.32132276e-04	1.64892282e-03	8.36584194e-04	7.28334819e-04
259             	1.84035011e-02	1.81318122e-03	8.28998742e-04	1.64964053e-03	8.36433620e-04	7.32403135e-04
260             	1.94906437e-02	1.82107440e-03	8.24620500e-04	1.65460466e-03	8.37367543e-04	7.29059593e-04
261             	1.98410746e-02	1.83498895e-03	8.24177161e-04	1.66760319e-03	8.35759839e-04	7.09861239e-04
262             	2.02253066e-02	1.83705087e-03	8.20973406e-04	1.67180803e-03	8.34020837e-04	6.83187846e-04
263             	1.99139201e-02	1.83653543e-03	8.19216403e-04	1.67652927e-03	8.41892825e-04	6.75400810e-04
264             	1.94462581e-02	1.83624289e-03	8.17070558e-04	1.68016888e-03	8.44435113e-04	6.92576871e-04
265             	1.95557634e-02	1.82940494e-03	8.13839510e-04	1.67225232e-03	8.44449452e-04	7.04219789e-04
266             	1.99925192e-02	1.80915390e-03	8.09763745e-04	1.65901757e-03	8.37387158e-04	7.20745473e-04
267             	2.01997474e-02	1.79816937e-03	8.07134693e-04	1.65078224e-03	8.32172012e-04	7.33116996e-04
268             	2.05166494e-02	1.79049834e-03	8.03731348e-04	1.64497614e-03	8.22414098e-04	7.27280287e-04
269             	2.12883776e-02	1.78646797e-03	8.01296160e-04	1.64262464e-03	8.15767300e-04	7.07682348e-04
270             	2.13616885e-02	1.78048914e-03	7.98512253e-04	1.63960027e-03	8.04523213e-04	6.75659360e-04
271             	2.09182896e-02	1.77625873e-03	7.96490616e-04	1.63901995e-03	8.04766033e-04	6.58378949e-04
272             	1.97301387e-02	1.77032397e-03	7.94197177e-04	1.63515995e-03	8.00995423e-04	6.62981544e-04
273             	1.89036690e-02	1.76603876e-03	7.91856642e-04	1.63200804e-03	7.98425572e-04	6.59461805e-04
274             	1.86232229e-02	1.76056107e-03	7.89300880e-04	1.62783023e-03	7.94228839e-04	6.61135111e-04
275             	1.80581034e-02	1.75172092e-03	7.85896629e-04	1.62102041e-03	7.96327139e-04	6.77568891e-04
276             	1.73300983e-02	1.74660835e-03	7.82132566e-04	1.61646637e-03	7.93086169e-04	7.06944118e-04
277             	1.73529678e-02	1.73977316e-03	7.78790084e-04	1.61429284e-03	7.88832305e-04	7.02750750e-04
278             	1.79388417e-02	1.73290374e-03	7.75135983e-04	1.61048705e-03	7.88553086e-04	7.01333101e-04
279             	1.83734019e-02	1.73443462e-03	7.73291102e-04	1.61469913e-03	7.82303749e-04	7.01279379e-04
280             	1.91957968e-02	1.73943755e-03	7.70952717e-04	1.61748940e-03	7.77021387e-04	6.71423834e-04
281             	1.96610572e-02	1.74811736e-03	7.69359025e-04	1.62539171e-03	7.76844774e-04	6.56003139e-04
282             	1.98139541e-02	1.74515186e-03	7.67925655e-04	1.62639617e-03	7.72820235e-04	6.39829013e-04
283             	1.95088120e-02	1.74228893e-03	7.65611591e-04	1.62564781e-03	7.78871911e-04	6.39227896e-04
284             	1.92000290e-02	1.74996296e-03	7.62913586e-04	1.63312376e-03	7.86719489e-04	6.70085465e-04
285             	1.96634785e-02	1.74447331e-03	7.61559734e-04	1.63157808e-03	7.83450150e-04	6.82512717e-04
286             	2.03976058e-02	1.73619677e-03	7.58803950e-04	1.62152088e-03	7.87722400e-04	6.96933894e-04
287             	2.05337221e-02	1.72720819e-03	7.55872210e-04	1.61684176e-03	7.86693459e-04	7.31136013e-04
288             	2.07682806e-02	1.72409316e-03	7.53833845e-04	1.61618472e-03	7.81240445e-04	7.26263487e-04
289             	2.18801052e-02	1.72711894e-03	7.51754752e-04	1.61635213e-03	7.76654366e-04	7.05961266e-04
290             	2.23200929e-02	1.72104317e-03	7.49603901e-04	1.61342236e-03	7.70926045e-04	6.74508884e-04
291             	2.14647548e-02	1.71185354e-03	7.46301879e-04	1.60614425e-03	7.66143544e-04	6.72047634e-04
292             	2.00783750e-02	1.70662586e-03	7.44413819e-04	1.60431881e-03	7.63832275e-04	6.69235321e-04
293             	1.92462850e-02	1.69567693e-03	7.41804666e-04	1.59745154e-03	7.55054915e-04	6.47805521e-04
294             	1.87949131e-02	1.68727965e-03	7.40867143e-04	1.59096291e-03	7.49885001e-04	6.40199436e-04
295             	1.81578186e-02	1.67579371e-03	7.37856905e-04	1.58589322e-03	7.43292942e-04	6.45992672e-04
296             	1.76192699e-02	1.66975584e-03	7.35365043e-04	1.57702306e-03	7.36777945e-04	6.55328177e-04
297             	1.75725515e-02	1.66060170e-03	7.32172343e-04	1.57249919e-03	7.31133935e-04	6.46595906e-04
298             	1.78626337e-02	1.65311201e-03	7.28345583e-04	1.56773787e-03	7.26923308e-04	6.51549091e-04
299             	1.80476090e-02	1.67385733e-03	7.34841450e-04	1.58055736e-03	7.30256566e-04	6.63403057e-04
300             	1.87536131e-02	1.67006748e-03	7.26026553e-04	1.58066387e-03	7.25501147e-04	6.39962399e-04
301             	1.92942234e-02	1.68347142e-03	7.24624486e-04	1.59167132e-03	7.30819829e-04	6.32996565e-04
302             	1.97045984e-02	1.68424781e-03	7.22789654e-04	1.59400744e-03	7.34785013e-04	6.45042439e-04
303             	1.94688170e-02	1.68506489e-03	7.21884383e-04	1.59621824e-03	7.43443633e-04	6.60370020e-04
304             	1.98418628e-02	1.70039761e-03	7.20312932e-04	1.60636954e-03	7.53106748e-04	6.81099543e-04
305             	2.08874176e-02	1.69606784e-03	7.19365040e-04	1.60420544e-03	7.55062294e-04	6.97628476e-04
306             	2.14359608e-02	1.68390333e-03	7.16288262e-04	1.59591314e-03	7.55706107e-04	7.10578005e-04
307             	2.09043305e-02	1.67802968e-03	7.14533381e-04	1.59371024e-03	7.55599121e-04	7.34425336e-04
308             	2.14270109e-02	1.66992384e-03	7.12623460e-04	1.58874613e-03	7.46547205e-04	7.16408669e-04
309             	2.23404278e-02	1.65945582e-03	7.10438820e-04	1.58024151e-03	7.33497028e-04	6.74365548e-04
310             	2.21700509e-02	1.64994373e-03	7.08345876e-04	1.57376323e-03	7.28370727e-04	6.47873335e-04
311             	2.12792785e-02	1.64219498e-03	7.05619530e-04	1.56777321e-03	7.15590147e-04	6.44705648e-04
312             	2.04154694e-02	1.63176483e-03	7.04404472e-04	1.56143327e-03	7.06792047e-04	6.12545266e-04
313             	1.95803715e-02	1.62270273e-03	7.02374406e-04	1.55339291e-03	7.01555955e-04	5.98098371e-04
314             	1.83971425e-02	1.61680318e-03	7.00741371e-04	1.54963349e-03	6.96208842e-04	6.05944488e-04
315             	1.77942053e-02	1.63559068e-03	7.22823054e-04	1.57408870e-03	7.05831903e-04	6.27361467e-04
316             	1.78876541e-02	1.61210106e-03	7.00301849e-04	1.54781906e-03	6.95962473e-04	6.22745396e-04
317             	1.77125588e-02	1.60756559e-03	6.97818202e-04	1.54339365e-03	6.95749757e-04	6.45763101e-04
318             	1.81080939e-02	1.60737502e-03	6.94248533e-04	1.54120922e-03	6.97408175e-04	6.76402781e-04
319             	1.87372119e-02	1.61415904e-03	6.93103953e-04	1.54487092e-03	6.98438889e-04	6.83548276e-04
320             	2.00342570e-02	1.62785293e-03	6.91403468e-04	1.55264589e-03	6.99138347e-04	6.62619131e-04
321             	2.07355229e-02	1.64339772e-03	6.90088050e-04	1.56614250e-03	7.03212479e-04	6.50855515e-04
322             	2.04252940e-02	1.64404557e-03	6.88625799e-04	1.57102537e-03	7.06593174e-04	6.44727787e-04
323             	1.99510124e-02	1.63866656e-03	6.87732897e-04	1.57025852e-03	7.12432014e-04	6.44933948e-04
324             	2.00602972e-02	1.63819009e-03	6.86243868e-04	1.57064359e-03	7.12436000e-04	6.41880560e-04
325             	2.03707580e-02	1.62943643e-03	6.84728453e-04	1.56560444e-03	7.13550538e-04	6.59436492e-04
326             	2.05382634e-02	1.61814093e-03	6.82503250e-04	1.55617245e-03	7.07079231e-04	6.83806992e-04
327             	2.08057829e-02	1.60724698e-03	6.80348416e-04	1.54670127e-03	6.98499279e-04	6.70386756e-04
328             	2.11673875e-02	1.59829336e-03	6.78396376e-04	1.54142834e-03	6.92074693e-04	6.52409842e-04
329             	2.14176341e-02	1.59714044e-03	6.77475344e-04	1.53724222e-03	6.84210371e-04	6.42156882e-04
330             	2.09751692e-02	1.59406971e-03	6.77177364e-04	1.53705143e-03	6.78458410e-04	6.07636909e-04
331             	2.06596434e-02	1.58694577e-03	6.74913949e-04	1.53299442e-03	6.76768397e-04	5.95865590e-04
332             	1.99701169e-02	1.58289214e-03	6.74841919e-04	1.53080006e-03	6.74062897e-04	6.04132993e-04
333             	1.90768105e-02	1.57966076e-03	6.73063901e-04	1.52631912e-03	6.73910003e-04	6.18979958e-04
334             	1.85268534e-02	1.57705475e-03	6.71034735e-04	1.52294043e-03	6.73402136e-04	6.32202774e-04
335             	1.85256150e-02	1.63029477e-03	7.34789995e-04	1.60287615e-03	7.01288161e-04	6.73407769e-04
336             	1.87914649e-02	1.58029551e-03	6.67247616e-04	1.52606627e-03	6.71796060e-04	6.40888825e-04
337             	1.81585166e-02	1.57237067e-03	6.64992697e-04	1.52053828e-03	6.73103951e-04	6.52585123e-04
338             	1.83276659e-02	1.56733200e-03	6.62279402e-04	1.51739282e-03	6.73388485e-04	6.66214011e-04
339             	1.88119653e-02	1.56598759e-03	6.61410862e-04	1.51809689e-03	6.67503425e-04	6.53835823e-04
340             	1.96612231e-02	1.56738336e-03	6.59966962e-04	1.51768422e-03	6.64300298e-04	6.28124489e-04
341             	1.98827457e-02	1.58148631e-03	6.59671415e-04	1.52782544e-03	6.63909892e-04	6.24891865e-04
342             	2.01175823e-02	1.58123209e-03	6.58252653e-04	1.52859918e-03	6.58194877e-04	6.01895599e-04
343             	2.01078745e-02	1.57449956e-03	6.57795742e-04	1.52665070e-03	6.61782477e-04	5.84818884e-04
344             	1.96303262e-02	1.57697191e-03	6.54942217e-04	1.52607894e-03	6.67469153e-04	6.06908725e-04
345             	1.94588951e-02	1.57568601e-03	6.54659799e-04	1.52481515e-03	6.67363770e-04	6.29307695e-04
346             	2.00829710e-02	1.56540931e-03	6.53245667e-04	1.51940623e-03	6.70524177e-04	6.41542359e-04
347             	2.07959273e-02	1.56338194e-03	6.52031760e-04	1.51615283e-03	6.69926473e-04	6.64017935e-04
348             	2.10951162e-02	1.56155755e-03	6.51431801e-04	1.51431027e-03	6.66426871e-04	6.65791053e-04
349             	2.18043891e-02	1.56087307e-03	6.49003055e-04	1.50995468e-03	6.63955765e-04	6.64398237e-04
350             	2.18726356e-02	1.56001639e-03	6.48699456e-04	1.50904199e-03	6.59902385e-04	6.37501244e-04
351             	2.17395014e-02	1.55684523e-03	6.45943545e-04	1.50551582e-03	6.56968026e-04	6.22100212e-04
352             	2.07231965e-02	1.55295835e-03	6.44843217e-04	1.50711975e-03	6.55509453e-04	6.23311223e-04
353             	1.96519244e-02	1.54628274e-03	6.43169138e-04	1.50200074e-03	6.53128825e-04	6.17849167e-04
354             	1.88050846e-02	1.53598951e-03	6.40973253e-04	1.49604485e-03	6.47763132e-04	6.11978566e-04
355             	1.83312905e-02	1.52375827e-03	6.38991546e-04	1.48566634e-03	6.42609900e-04	6.08245045e-04
356             	1.80371266e-02	1.51477241e-03	6.36668432e-04	1.47824585e-03	6.36517588e-04	6.15502664e-04
357             	1.79055809e-02	1.51052683e-03	6.35719591e-04	1.47324075e-03	6.31478188e-04	6.14610336e-04
358             	1.84197913e-02	1.50321952e-03	6.33084469e-04	1.46708030e-03	6.26116447e-04	6.11449139e-04
359             	1.84133513e-02	1.50461740e-03	6.32318172e-04	1.46825462e-03	6.24493176e-04	6.14225851e-04
360             	1.88438518e-02	1.51431044e-03	6.31788026e-04	1.47440496e-03	6.23096107e-04	5.98934762e-04
361             	1.93004825e-02	1.53644294e-03	6.36160426e-04	1.49149898e-03	6.30420494e-04	5.84397865e-04
362             	1.96938823e-02	1.53725010e-03	6.33518757e-04	1.49303972e-03	6.31600543e-04	5.87878738e-04
363             	1.96566638e-02	1.53533500e-03	6.31803033e-04	1.49297649e-03	6.38565585e-04	5.91569341e-04
364             	1.96338511e-02	1.54609852e-03	6.30377409e-04	1.49740991e-03	6.50560097e-04	6.32449399e-04
365             	2.02021492e-02	1.54564559e-03	6.29729841e-04	1.49859750e-03	6.54218511e-04	6.67709126e-04
366             	2.10923514e-02	1.53848362e-03	6.27765843e-04	1.48943375e-03	6.52932603e-04	6.72599769e-04
367             	2.14000840e-02	1.53585974e-03	6.26911663e-04	1.49149983e-03	6.54689443e-04	6.83907447e-04
368             	2.18694117e-02	1.53187305e-03	6.25429603e-04	1.48973048e-03	6.48569173e-04	6.76767754e-04
369             	2.22436194e-02	1.52075204e-03	6.23814278e-04	1.48194226e-03	6.41631236e-04	6.40885797e-04
370             	2.18449985e-02	1.51355504e-03	6.22326739e-04	1.47526586e-03	6.37798095e-04	6.18689844e-04
371             	2.12019522e-02	1.50480342e-03	6.20840485e-04	1.46826978e-03	6.26740096e-04	6.00351120e-04
372             	2.04491679e-02	1.49535815e-03	6.19281504e-04	1.45970174e-03	6.19782585e-04	5.83516080e-04
373             	1.98449266e-02	1.49488743e-03	6.20087466e-04	1.45290469e-03	6.15465150e-04	5.78540740e-04
374             	1.87862449e-02	1.48254515e-03	6.18378093e-04	1.44776264e-03	6.07092509e-04	5.78256461e-04
375             	1.81227918e-02	1.48445927e-03	6.23588969e-04	1.44473011e-03	6.07106164e-04	5.80358067e-04
376             	1.77028639e-02	1.47030032e-03	6.16476315e-04	1.43935243e-03	6.04805271e-04	5.80330575e-04
377             	1.75377179e-02	1.47068848e-03	6.16054936e-04	1.43958740e-03	6.05088538e-04	5.97124103e-04
378             	1.78285764e-02	1.47225832e-03	6.14170184e-04	1.43732778e-03	6.07049390e-04	6.10952818e-04
379             	1.84987308e-02	1.47693380e-03	6.12476379e-04	1.43567919e-03	6.10855266e-04	6.30187088e-04
380             	1.92245601e-02	1.48629211e-03	6.11090147e-04	1.44164920e-03	6.13738110e-04	6.37551223e-04
381             	2.00063994e-02	1.50097518e-03	6.09819610e-04	1.45074611e-03	6.16100602e-04	6.30200300e-04
382             	2.04635288e-02	1.50994686e-03	6.09945895e-04	1.46194266e-03	6.19482798e-04	6.21630461e-04
383             	2.07288787e-02	1.50911112e-03	6.09264998e-04	1.46586742e-03	6.24964791e-04	6.11617136e-04
384             	2.06416393e-02	1.51365738e-03	6.08383788e-04	1.47055201e-03	6.30050897e-04	6.17385133e-04
385             	2.04073119e-02	1.50441863e-03	6.07083509e-04	1.46209935e-03	6.32646999e-04	6.32834206e-04
386             	2.05272684e-02	1.49579266e-03	6.06105365e-04	1.45594302e-03	6.29948837e-04	6.52229414e-04
387             	2.08833675e-02	1.48242611e-03	6.04832352e-04	1.44364506e-03	6.22045334e-04	6.40574357e-04
388             	2.17265000e-02	1.47337970e-03	6.02861565e-04	1.43469882e-03	6.15557974e-04	6.35707893e-04
389             	2.17623270e-02	1.47151903e-03	6.02714906e-04	1.43136634e-03	6.07054484e-04	6.23943101e-04
390             	2.17557750e-02	1.46377664e-03	6.00447945e-04	1.42514451e-03	5.98689797e-04	5.91515317e-04
391             	2.11408212e-02	1.46038177e-03	6.00467022e-04	1.42350566e-03	5.97347900e-04	5.67872553e-04
392             	2.03992066e-02	1.45576057e-03	5.99306543e-04	1.41905754e-03	5.94084482e-04	5.64824448e-04
393             	1.93237281e-02	1.46114790e-03	6.01179088e-04	1.41876150e-03	5.94451219e-04	5.69215873e-04
394             	1.88776926e-02	1.45257591e-03	5.98371401e-04	1.41083215e-03	5.96653364e-04	5.80053704e-04
395             	1.80588325e-02	1.45065007e-03	5.97474606e-04	1.40822525e-03	5.96966639e-04	6.05354533e-04
396             	1.80041291e-02	1.44290332e-03	5.94581318e-04	1.40117059e-03	5.97073942e-04	6.24152303e-04
397             	1.79861314e-02	1.44394768e-03	5.94368773e-04	1.40195692e-03	5.96415432e-04	6.36439747e-04
398             	1.86673228e-02	1.44188562e-03	5.92080951e-04	1.40117143e-03	5.95642825e-04	6.33667142e-04
399             	1.92873095e-02	1.44518669e-03	5.91354579e-04	1.40486766e-03	5.93259639e-04	6.29002414e-04
400             	1.96812560e-02	1.44805109e-03	5.89870553e-04	1.40531313e-03	5.94595172e-04	6.08026167e-04
401             	1.96951200e-02	1.45824960e-03	5.90042875e-04	1.41172437e-03	5.94238257e-04	6.02041422e-04
402             	1.98823965e-02	1.45887218e-03	5.89713010e-04	1.41324587e-03	5.91351367e-04	5.75241046e-04
403             	2.01072103e-02	1.45480228e-03	5.88885803e-04	1.40890882e-03	5.92376006e-04	5.68083709e-04
404             	1.98771837e-02	1.45547999e-03	5.87663192e-04	1.40870723e-03	5.97315871e-04	5.87684198e-04
405             	1.99655712e-02	1.45282985e-03	5.86877256e-04	1.40617982e-03	5.95553890e-04	6.10271636e-04
406             	2.03883007e-02	1.44417952e-03	5.85815174e-04	1.40056288e-03	5.96628111e-04	6.11103206e-04
407             	2.07800299e-02	1.43973895e-03	5.85189125e-04	1.39578651e-03	5.95926542e-04	6.22277490e-04
408             	2.09828834e-02	1.44227084e-03	5.85331170e-04	1.39568579e-03	5.93955729e-04	6.25411866e-04
409             	2.16349557e-02	1.44148629e-03	5.84327594e-04	1.39081030e-03	5.92407910e-04	6.16093191e-04
410             	2.17846433e-02	1.43984800e-03	5.84129728e-04	1.38658680e-03	5.92338682e-04	6.06228199e-04
411             	2.14297698e-02	1.43045165e-03	5.82839590e-04	1.38031934e-03	5.90968256e-04	6.04457805e-04
412             	2.06712184e-02	1.42694172e-03	5.82194445e-04	1.37667588e-03	5.85637073e-04	6.07562556e-04
413             	2.00817276e-02	1.42347225e-03	5.81473405e-04	1.37539592e-03	5.83452894e-04	5.93409921e-04
414             	1.97428473e-02	1.41779179e-03	5.80113856e-04	1.37363543e-03	5.78418307e-04	5.82033507e-04
415             	1.89998339e-02	1.41356931e-03	5.80032598e-04	1.36768362e-03	5.78356721e-04	5.79507357e-04
416             	1.80249247e-02	1.40339091e-03	5.77770093e-04	1.35793796e-03	5.76015651e-04	5.89372309e-04
417             	1.73896558e-02	1.39633252e-03	5.76224569e-04	1.35209081e-03	5.72301336e-04	5.89931318e-04
418             	1.78403717e-02	1.38864146e-03	5.75047491e-04	1.34425158e-03	5.67711631e-04	5.90368220e-04
419             	1.84642595e-02	1.39198164e-03	5.76812355e-04	1.34179144e-03	5.67294278e-04	6.00710976e-04
420             	1.90970417e-02	1.39386795e-03	5.76215419e-04	1.34673222e-03	5.63290362e-04	5.97662221e-04
421             	1.96349307e-02	1.40229891e-03	5.74539644e-04	1.35215683e-03	5.63391855e-04	5.73101055e-04
422             	2.00118494e-02	1.41242949e-03	5.74750841e-04	1.35856248e-03	5.66577881e-04	5.60165926e-04
423             	1.97687636e-02	1.41780540e-03	5.74651776e-04	1.36232422e-03	5.71154163e-04	5.55214223e-04
424             	1.96918411e-02	1.42646738e-03	5.76689494e-04	1.36997383e-03	5.84120101e-04	5.79005817e-04
425             	1.97802410e-02	1.42560997e-03	5.74138058e-04	1.36163578e-03	5.90640715e-04	6.13993947e-04
426             	2.02179356e-02	1.41654111e-03	5.72923803e-04	1.35458228e-03	5.92840949e-04	6.46181766e-04
427             	2.08136716e-02	1.40759134e-03	5.72387185e-04	1.34848167e-03	5.89957235e-04	6.67310871e-04
428             	2.15781692e-02	1.40268099e-03	5.72136032e-04	1.34361302e-03	5.86299847e-04	6.60665591e-04
429             	2.22913071e-02	1.40071965e-03	5.71407697e-04	1.34379077e-03	5.78440603e-04	6.33636061e-04
430             	2.24324374e-02	1.39570730e-03	5.70712896e-04	1.33904801e-03	5.74880229e-04	5.94486657e-04
431             	2.17445787e-02	1.38860155e-03	5.69546920e-04	1.33320153e-03	5.69546616e-04	5.74190260e-04
432             	2.02864012e-02	1.37912749e-03	5.68483160e-04	1.32301294e-03	5.65546662e-04	5.56904963e-04
433             	1.91593740e-02	1.37494059e-03	5.69767474e-04	1.31840867e-03	5.62151608e-04	5.60265308e-04
434             	1.86024954e-02	1.36210973e-03	5.67746073e-04	1.30479756e-03	5.54925533e-04	5.59419475e-04
435             	1.82301427e-02	1.35252178e-03	5.66951344e-04	1.29554065e-03	5.51730577e-04	5.69088271e-04
436             	1.79461766e-02	1.34654991e-03	5.66352395e-04	1.29093013e-03	5.50206279e-04	5.78579168e-04
437             	1.78299944e-02	1.34506191e-03	5.66108944e-04	1.28740121e-03	5.47584487e-04	5.80788906e-04
438             	1.79515731e-02	1.34668169e-03	5.64633020e-04	1.28714840e-03	5.48791394e-04	5.76919501e-04
439             	1.83609777e-02	1.35711591e-03	5.69173623e-04	1.29397595e-03	5.53377130e-04	5.89424355e-04
440             	1.89225988e-02	1.36755375e-03	5.67859573e-04	1.30036278e-03	5.58502969e-04	5.93472652e-04
441             	1.92067837e-02	1.37463303e-03	5.65540192e-04	1.30045782e-03	5.61734917e-04	5.97554461e-04
442             	1.97957054e-02	1.37697478e-03	5.65383967e-04	1.30434684e-03	5.61947621e-04	5.92899399e-04
443             	2.02831570e-02	1.37573751e-03	5.64643046e-04	1.30298643e-03	5.65699823e-04	5.91686441e-04
444             	2.04292476e-02	1.37678979e-03	5.63776383e-04	1.30583510e-03	5.68393155e-04	6.03943392e-04
445             	2.06102809e-02	1.37698053e-03	5.62998307e-04	1.30296827e-03	5.71977443e-04	6.07387108e-04
446             	2.08465797e-02	1.37349289e-03	5.62472254e-04	1.30011179e-03	5.71185488e-04	6.14964960e-04
447             	2.09190075e-02	1.36294006e-03	5.61402171e-04	1.29095969e-03	5.67608269e-04	6.07356959e-04
448             	2.08367684e-02	1.35039413e-03	5.60244874e-04	1.27917652e-03	5.64152804e-04	6.06864925e-04
449             	2.09408524e-02	1.34403262e-03	5.59707719e-04	1.27274008e-03	5.59367940e-04	6.03054765e-04
450             	2.12720347e-02	1.33772835e-03	5.60815769e-04	1.26544520e-03	5.51863510e-04	5.80683473e-04
451             	2.13823918e-02	1.32718167e-03	5.58756284e-04	1.25713616e-03	5.49498174e-04	5.72249186e-04
452             	2.04735947e-02	1.32805571e-03	5.58772200e-04	1.25294717e-03	5.43051536e-04	5.63523701e-04
453             	1.96781527e-02	1.32616137e-03	5.57384548e-04	1.24895249e-03	5.40142019e-04	5.46420307e-04
454             	1.89280696e-02	1.32546186e-03	5.57552397e-04	1.24396049e-03	5.40822156e-04	5.46041480e-04
455             	1.79190559e-02	1.32180223e-03	5.58069378e-04	1.23979623e-03	5.44259780e-04	5.54316357e-04
456             	1.73715763e-02	1.33025952e-03	5.64689278e-04	1.24065936e-03	5.49781552e-04	5.90365180e-04
457             	1.74512214e-02	1.31088855e-03	5.56372291e-04	1.22863809e-03	5.43295974e-04	5.97073755e-04
458             	1.81348898e-02	1.30386215e-03	5.54265148e-04	1.22401942e-03	5.41287910e-04	6.06972889e-04
459             	1.88734563e-02	1.30433221e-03	5.52990492e-04	1.22544675e-03	5.38243479e-04	6.10215116e-04
460             	1.95337112e-02	1.30942095e-03	5.52555004e-04	1.22688147e-03	5.37480214e-04	5.88570523e-04
461             	1.97217794e-02	1.32310992e-03	5.52851012e-04	1.23569415e-03	5.39679562e-04	5.66532132e-04
462             	1.99764004e-02	1.32782149e-03	5.52707534e-04	1.23784678e-03	5.39803837e-04	5.44042594e-04
463             	1.95274969e-02	1.32797998e-03	5.52600592e-04	1.23698144e-03	5.45789039e-04	5.43464485e-04
464             	1.92549759e-02	1.32575358e-03	5.51444046e-04	1.23282178e-03	5.51439710e-04	5.74935479e-04
465             	1.96844643e-02	1.31760143e-03	5.51640726e-04	1.22390720e-03	5.51033213e-04	5.92637152e-04
466             	2.04592357e-02	1.30908376e-03	5.49989793e-04	1.21855619e-03	5.50792039e-04	6.07150565e-04
467             	2.09246750e-02	1.30663270e-03	5.49426184e-04	1.21588170e-03	5.48600420e-04	6.20631145e-04
468             	2.13508748e-02	1.30504139e-03	5.48618649e-04	1.20946436e-03	5.44385475e-04	6.06021539e-04
469             	2.16508780e-02	1.30753964e-03	5.47852847e-04	1.20781489e-03	5.43675692e-04	5.89820921e-04
470             	2.14172461e-02	1.30599304e-03	5.47781103e-04	1.20408536e-03	5.42276811e-04	5.68635389e-04
471             	2.08309713e-02	1.29637304e-03	5.46860522e-04	1.19615986e-03	5.41637364e-04	5.69895498e-04
472             	2.01400458e-02	1.28770943e-03	5.46741653e-04	1.18929670e-03	5.36302861e-04	5.65353312e-04
473             	1.97463432e-02	1.27816139e-03	5.45894094e-04	1.18065844e-03	5.31512533e-04	5.58478469e-04
474             	1.92911977e-02	1.27161210e-03	5.44801531e-04	1.17650013e-03	5.28054589e-04	5.66409207e-04
475             	1.89034730e-02	1.31813051e-03	5.77498362e-04	1.19220419e-03	5.39296257e-04	5.83685563e-04
476             	1.83531793e-02	1.26920176e-03	5.43896408e-04	1.16765248e-03	5.24413421e-04	5.59617219e-04
477             	1.79969571e-02	1.26105147e-03	5.41619933e-04	1.15903132e-03	5.22460776e-04	5.54858267e-04
478             	1.80107455e-02	1.25693138e-03	5.40680428e-04	1.15373062e-03	5.22529607e-04	5.64686686e-04
479             	1.79629619e-02	1.25592827e-03	5.40110620e-04	1.14917498e-03	5.25299258e-04	5.87783599e-04
480             	1.87579060e-02	1.25786051e-03	5.39018047e-04	1.15019151e-03	5.22422354e-04	5.83880440e-04
481             	1.94671398e-02	1.27646033e-03	5.43889114e-04	1.16175550e-03	5.26434413e-04	5.69036422e-04
482             	2.04874236e-02	1.27237711e-03	5.39248839e-04	1.15877576e-03	5.25064326e-04	5.62555001e-04
483             	2.00643325e-02	1.28199932e-03	5.39755649e-04	1.16197374e-03	5.29778345e-04	5.54311314e-04
484             	2.00450995e-02	1.28645582e-03	5.37724575e-04	1.16466920e-03	5.37010747e-04	5.72844564e-04
485             	2.01353716e-02	1.28364101e-03	5.37645339e-04	1.15940859e-03	5.41900298e-04	5.83115731e-04
486             	2.03381206e-02	1.27635970e-03	5.36605381e-04	1.15356895e-03	5.44669905e-04	6.05667065e-04
487             	2.05358628e-02	1.27071021e-03	5.36340457e-04	1.15084850e-03	5.42930985e-04	6.27955270e-04
