# y+ ()       
# Time        	patch         	min           	max           	average       
0.28          	sides	6.110105e+00	2.078634e+01	1.184394e+01
0.29          	splitter	2.213728e+01	3.765465e+01	2.483019e+01
0.29          	back	2.863598e+00	7.032774e+00	4.953599e+00
0.29          	sides	6.109532e+00	2.064899e+01	1.182746e+01
0.3           	splitter	2.213781e+01	3.766560e+01	2.483704e+01
0.3           	back	2.906573e+00	7.165800e+00	5.038288e+00
0.3           	sides	6.108136e+00	2.039015e+01	1.180953e+01
0.31          	splitter	2.213999e+01	3.767688e+01	2.484817e+01
0.31          	back	2.994200e+00	7.342487e+00	5.195485e+00
0.31          	sides	6.107556e+00	2.043207e+01	1.178821e+01
0.32          	splitter	2.213769e+01	3.765577e+01	2.484505e+01
0.32          	back	3.162373e+00	7.584745e+00	5.464834e+00
0.32          	sides	6.107175e+00	2.064188e+01	1.175784e+01
0.33          	splitter	2.214295e+01	3.767371e+01	2.484848e+01
0.33          	back	3.446283e+00	8.019132e+00	5.887165e+00
0.33          	sides	6.106101e+00	2.077424e+01	1.172414e+01
0.34          	splitter	2.215649e+01	3.770389e+01	2.485742e+01
0.34          	back	3.799505e+00	8.838448e+00	6.457605e+00
0.34          	sides	6.106344e+00	2.072645e+01	1.169769e+01
0.35          	splitter	2.212965e+01	3.767183e+01	2.484027e+01
0.35          	back	4.233687e+00	9.766005e+00	7.104939e+00
0.35          	sides	6.109097e+00	2.047335e+01	1.167459e+01
0.36          	splitter	2.209152e+01	3.758822e+01	2.480290e+01
0.36          	back	4.686951e+00	1.057231e+01	7.731871e+00
0.36          	sides	6.111170e+00	1.997623e+01	1.165605e+01
0.37          	splitter	2.209731e+01	3.758372e+01	2.480815e+01
0.37          	back	5.114381e+00	1.100609e+01	8.263303e+00
0.37          	sides	6.108541e+00	2.041076e+01	1.165772e+01
0.38          	splitter	2.214466e+01	3.768284e+01	2.486346e+01
0.38          	back	5.492538e+00	1.101624e+01	8.691133e+00
0.38          	sides	6.106781e+00	2.076549e+01	1.167152e+01
0.39          	splitter	2.216557e+01	3.770551e+01	2.486917e+01
0.39          	back	5.768238e+00	1.147210e+01	9.029734e+00
0.39          	sides	6.108194e+00	2.082365e+01	1.166440e+01
0.4           	splitter	2.216479e+01	3.774758e+01	2.488067e+01
0.4           	back	5.924534e+00	1.151908e+01	9.189165e+00
0.4           	sides	6.108937e+00	2.062295e+01	1.165656e+01
0.41          	splitter	2.212472e+01	3.769632e+01	2.485579e+01
0.41          	back	6.079684e+00	1.152464e+01	9.332794e+00
0.41          	sides	6.113807e+00	2.012609e+01	1.164936e+01
0.42          	splitter	2.208822e+01	3.756785e+01	2.480393e+01
0.42          	back	6.217395e+00	1.157459e+01	9.460349e+00
0.42          	sides	6.115359e+00	2.031645e+01	1.164130e+01
0.43          	splitter	2.213460e+01	3.765424e+01	2.484831e+01
0.43          	back	6.319611e+00	1.155290e+01	9.610364e+00
0.43          	sides	6.109822e+00	2.076955e+01	1.166283e+01
0.44          	splitter	2.218193e+01	3.773107e+01	2.488689e+01
0.44          	back	6.352137e+00	1.154041e+01	9.616745e+00
0.44          	sides	6.110123e+00	2.085703e+01	1.167252e+01
0.45          	splitter	2.217612e+01	3.776555e+01	2.489388e+01
0.45          	back	6.319552e+00	1.150895e+01	9.571445e+00
0.45          	sides	6.110251e+00	2.062447e+01	1.166166e+01
0.46          	splitter	2.213685e+01	3.772610e+01	2.487206e+01
0.46          	back	6.342775e+00	1.155557e+01	9.590189e+00
0.46          	sides	6.114648e+00	2.012117e+01	1.165495e+01
0.47          	splitter	2.209232e+01	3.757466e+01	2.480931e+01
0.47          	back	6.381617e+00	1.159473e+01	9.641788e+00
0.47          	sides	6.116832e+00	2.037640e+01	1.164394e+01
0.48          	splitter	2.213954e+01	3.766111e+01	2.485215e+01
0.48          	back	6.416318e+00	1.154973e+01	9.675347e+00
0.48          	sides	6.110555e+00	2.079831e+01	1.166596e+01
0.49          	splitter	2.218808e+01	3.773966e+01	2.489181e+01
0.49          	back	6.392964e+00	1.153264e+01	9.652559e+00
0.49          	sides	6.110604e+00	2.084893e+01	1.167587e+01
0.5           	splitter	2.217768e+01	3.777274e+01	2.489782e+01
0.5           	back	6.339509e+00	1.154080e+01	9.593473e+00
0.5           	sides	6.110654e+00	2.059639e+01	1.166426e+01
